Geneid	RNA STAR on 1MKCl4: mapped.bam
gene-DEHA2A09724g	1003
gene-DEHA2A09746g	1454
gene-DEHA2A09768g	5775
gene-DEHA2A09790g	7162
gene-DEHA2A09812g	1703
gene-DEHA2A09834g	1582
gene-DEHA2A09856g	5217
gene-DEHA2A09878g	671
gene-DEHA2A09900g	986
gene-DEHA2A09922g	1927
gene-DEHA2A09944g	2722
gene-DEHA2A09966g	4139
gene-DEHA2A09988g	2544
gene-DEHA2A10010g	14066
gene-DEHA2A10032g	6067
gene-DEHA2A10054g	3330
gene-DEHA2A10076g	1261
gene-DEHA2A10098g	2726
gene-DEHA2A10120g	3800
gene-DEHA2A10142g	4464
gene-DEHA2A10164g	2506
gene-DEHA2A10186g	4592
gene-DEHA2A10208g	3354
gene-DEHA2A10230g	2054
gene-DEHA2A10252g	3295
gene-DEHA2A10274g	2627
gene-DEHA2A10296g	5534
gene-DEHA2A10318g	7286
gene-DEHA2A10340g	6620
gene-DEHA2A10362g	280
gene-DEHA2A10384g	18094
gene-DEHA2A10406g	5123
gene-DEHA2A10428g	2884
gene-DEHA2A10450g	4475
gene-DEHA2A10472g	1761
gene-DEHA2A10494g	2910
gene-DEHA2A10516g	36677
gene-DEHA2A10538g	51426
gene-DEHA2A10560g	2670
gene-DEHA2A10582g	2171
gene-DEHA2A10604g	1328
gene-DEHA2A10626g	5696
gene-DEHA2A10648g	3924
gene-DEHA2A10670g	3616
gene-DEHA2A10692r	4
gene-DEHA2A10714g	1401
gene-DEHA2A10736g	204
gene-DEHA2A10758g	7083
gene-DEHA2A10780g	11352
gene-DEHA2A10802g	1122
gene-DEHA2A10824g	2473
gene-DEHA2A10846g	1573
gene-DEHA2A10868g	3079
gene-DEHA2A10890g	2186
gene-DEHA2A10912g	2865
gene-DEHA2A10934g	2498
gene-DEHA2A10956g	9856
gene-DEHA2A10978g	6403
gene-DEHA2A11000g	1303
gene-DEHA2A11022g	78
gene-DEHA2A11044g	80047
gene-DEHA2A11066g	7778
gene-DEHA2A11088g	2332
gene-DEHA2A11110g	5166
gene-DEHA2A11132g	1960
gene-DEHA2A11154g	48
gene-DEHA2A11176g	4
gene-DEHA2A11198g	82762
gene-DEHA2A11220g	3994
gene-DEHA2A11242g	5386
gene-DEHA2A11264g	1306
gene-DEHA2A11286g	1840
gene-DEHA2A11308g	4310
gene-DEHA2A11330g	15
gene-DEHA2A11352g	1793
gene-DEHA2A11374g	7519
gene-DEHA2A11396g	1592
gene-DEHA2A11418g	1584
gene-DEHA2A11440g	9883
gene-DEHA2A11462g	3294
gene-DEHA2A11484g	37
gene-DEHA2A11506g	18949
gene-DEHA2A11528g	15632
gene-DEHA2A11550g	3385
gene-DEHA2A11572g	2282
gene-DEHA2A11594g	2981
gene-DEHA2A11616g	2068
gene-DEHA2A11638g	3512
gene-DEHA2A11660g	27522
gene-DEHA2A11682g	700
gene-DEHA2A11704g	2982
gene-DEHA2A11726r	0
gene-DEHA2A11748r	0
gene-DEHA2A11770r	1
gene-DEHA2A11792g	6416
gene-DEHA2A11814g	3829
gene-DEHA2A11836g	2385
gene-DEHA2A11858g	7262
gene-DEHA2A11880g	2057
gene-DEHA2A11902g	4793
gene-DEHA2A11924g	2341
gene-DEHA2A11946g	10112
gene-DEHA2A11968g	3886
gene-DEHA2A11990g	1357
gene-DEHA2A12012g	1618
gene-DEHA2A12034g	1258
gene-DEHA2A12056g	4066
gene-DEHA2A12078g	2645
gene-DEHA2A12100g	15020
gene-DEHA2A12122g	3376
gene-DEHA2A12144g	30449
gene-DEHA2A12166g	2005
gene-DEHA2A12188g	12
gene-DEHA2A12210g	18698
gene-DEHA2A12232g	2253
gene-DEHA2A12254g	673
gene-DEHA2A12276g	5018
gene-DEHA2A12298g	1362
gene-DEHA2A12320g	23
gene-DEHA2A12342g	235
gene-DEHA2A12364g	316
gene-DEHA2A12386g	13
gene-DEHA2A12408g	1
gene-DEHA2A12430g	7000
gene-DEHA2A12452g	1713
gene-DEHA2A12474g	1373
gene-DEHA2A12496g	5695
gene-DEHA2A12518g	1928
gene-DEHA2A12540g	11210
gene-DEHA2A12562g	1763
gene-DEHA2A12584g	1494
gene-DEHA2A12606g	4534
gene-DEHA2A12628g	10457
gene-DEHA2A12650g	2783
gene-DEHA2A12672g	3438
gene-DEHA2A12694g	5418
gene-DEHA2A12716g	4
gene-DEHA2A12738g	2375
gene-DEHA2A12760g	715
gene-DEHA2A12782g	31823
gene-DEHA2A12804g	4122
gene-DEHA2A12826g	2360
gene-DEHA2A12848g	3888
gene-DEHA2A12870g	16742
gene-DEHA2A12892g	2830
gene-DEHA2A12914g	3927
gene-DEHA2A12936g	18032
gene-DEHA2A12958g	20965
gene-DEHA2A12980g	6777
gene-DEHA2A13002g	2792
gene-DEHA2A13024g	936
gene-DEHA2A13046g	2904
gene-DEHA2A13068g	16
gene-DEHA2A13090g	4922
gene-DEHA2A13112g	2026
gene-DEHA2A13134g	13738
gene-DEHA2A13156g	7359
gene-DEHA2A13178g	376
gene-DEHA2A13200g	114278
gene-DEHA2A13222g	480
gene-DEHA2A13244g	2320
gene-DEHA2A13266g	4092
gene-DEHA2A13288g	16187
gene-DEHA2A13310g	1841
gene-DEHA2A13332g	675
gene-DEHA2A13354g	675
gene-DEHA2A13376g	958
gene-DEHA2A13398g	3142
gene-DEHA2A13420g	18134
gene-DEHA2A13442g	2945
gene-DEHA2A13464g	4085
gene-DEHA2A13486g	2614
gene-DEHA2A13508g	1685
gene-DEHA2A13530g	1429
gene-DEHA2A13552g	1753
gene-DEHA2A13574g	4340
gene-DEHA2A13596g	2121
gene-DEHA2A13618g	31626
gene-DEHA2A13640g	7887
gene-DEHA2A13662g	5701
gene-DEHA2A13684g	9818
gene-DEHA2A13706g	1867
gene-DEHA2A13728g	1617
gene-DEHA2A13750g	4455
gene-DEHA2A13772g	2151
gene-DEHA2A13794g	3747
gene-DEHA2A13816g	1111
gene-DEHA2A13838g	2646
gene-DEHA2A13860g	5057
gene-DEHA2A13882g	597
gene-DEHA2A13904g	5509
gene-DEHA2A13926g	2371
gene-DEHA2A13948g	1281
gene-DEHA2A13970g	7020
gene-DEHA2A13992g	5289
gene-DEHA2A14014g	24337
gene-DEHA2A14036g	4169
gene-DEHA2A14058g	8841
gene-DEHA2A14080g	1709
gene-DEHA2A14102g	891
gene-DEHA2A14124g	2329
gene-DEHA2A14146g	1837
gene-DEHA2A14168g	19755
gene-DEHA2A14190g	1859
gene-DEHA2A14212g	11169
gene-DEHA2A14234g	2130
gene-DEHA2A14256g	2619
gene-DEHA2A14278g	960
gene-DEHA2A14300g	528
gene-DEHA2A14322g	58
gene-DEHA2A14344g	1219
gene-DEHA2A14366g	25147
gene-DEHA2A14388g	17011
gene-DEHA2A14410g	4739
gene-DEHA2A14498g	0
gene-DEHA2A14520g	10
gene-DEHA2A14542g	790
gene-DEHA2A14586g	2078
gene-DEHA2A14608g	808
gene-DEHA2A14630g	7
gene-DEHA2A14652g	503
gene-DEHA2A14674g	2
gene-DEHA2A14696g	44949
gene-DEHA2A14718g	3337
gene-DEHA2A14740g	11
gene-DEHA2A14762g	2
gene-DEHA2A14784g	0
gene-DEHA2A14806g	4
gene-DEHA2A14828g	0
gene-DEHA2B00110g	9713
gene-DEHA2B00132g	7572
gene-DEHA2B00154g	1
gene-DEHA2B00176g	6
gene-DEHA2B00198g	42
gene-DEHA2B00220g	100
gene-DEHA2B00242g	3
gene-DEHA2B00264g	2
gene-DEHA2B00286g	14
gene-DEHA2B00308g	179
gene-DEHA2B00330g	4
gene-DEHA2B00352g	278
gene-DEHA2B00374g	543
gene-DEHA2B00396g	1537
gene-DEHA2B00418g	663
gene-DEHA2B00440g	30
gene-DEHA2B00462g	69
gene-DEHA2B00484g	59
gene-DEHA2B00506g	641
gene-DEHA2B00528g	2577
gene-DEHA2B00550g	452
gene-DEHA2B00572g	26
gene-DEHA2B00594g	334
gene-DEHA2B00616g	1293
gene-DEHA2B00638g	2576
gene-DEHA2B00660g	11784
gene-DEHA2B00682g	3607
gene-DEHA2B00704g	1687
gene-DEHA2B00726g	2669
gene-DEHA2B00748g	968
gene-DEHA2B00770g	1160
gene-DEHA2B00792g	1825
gene-DEHA2B00814g	4439
gene-DEHA2B00836g	18
gene-DEHA2B00858g	5578
gene-DEHA2B00880g	136
gene-DEHA2B00902g	26623
gene-DEHA2B00924g	11087
gene-DEHA2B00946g	5203
gene-DEHA2B00968g	7214
gene-DEHA2B00990g	464
gene-DEHA2B01012g	10572
gene-DEHA2B01034r	13
gene-DEHA2B01056g	2
gene-DEHA2B01078g	263
gene-DEHA2B01100g	4702
gene-DEHA2B01122g	5042
gene-DEHA2B01144g	4352
gene-DEHA2B01166g	10
gene-DEHA2B01188g	7
gene-DEHA2B01210g	34322
gene-DEHA2B01232g	8056
gene-DEHA2B01254g	5067
gene-DEHA2B01276g	1620
gene-DEHA2B01298g	526
gene-DEHA2B01320g	2413
gene-DEHA2B01342g	6119
gene-DEHA2B01364g	3584
gene-DEHA2B01386g	6770
gene-DEHA2B01408g	1003
gene-DEHA2B01430g	14593
gene-DEHA2B01452g	3596
gene-DEHA2B01474g	2163
gene-DEHA2B01496g	3744
gene-DEHA2B01518g	9653
gene-DEHA2B01540g	4018
gene-DEHA2B01562g	2682
gene-DEHA2B01584g	3182
gene-DEHA2B01606g	459
gene-DEHA2B01628g	2588
gene-DEHA2B01650g	1047
gene-DEHA2B01672g	2434
gene-DEHA2B01694g	5446
gene-DEHA2B01716g	11948
gene-DEHA2B01738g	5349
gene-DEHA2B01760g	10917
gene-DEHA2B01782g	1133
gene-DEHA2B01804g	36971
gene-DEHA2B01826g	2512
gene-DEHA2B01848g	1
gene-DEHA2B01870g	8181
gene-DEHA2B01892g	1583
gene-DEHA2B01914g	3324
gene-DEHA2B01936g	1069
gene-DEHA2B01958g	19278
gene-DEHA2B01980g	26
gene-DEHA2B02002g	30
gene-DEHA2B02024g	3562
gene-DEHA2B02046g	2959
gene-DEHA2B02068g	2259
gene-DEHA2B02090g	9716
gene-DEHA2B02112g	550
gene-DEHA2B02134g	506
gene-DEHA2B02156g	2794
gene-DEHA2B02178g	6105
gene-DEHA2B02200g	1567
gene-DEHA2B02222g	1580
gene-DEHA2B02244g	2139
gene-DEHA2B02266g	1295
gene-DEHA2B02288g	1012
gene-DEHA2B02310g	89
gene-DEHA2B02332g	1270
gene-DEHA2B02354g	111
gene-DEHA2B02376g	2744
gene-DEHA2B02398g	190
gene-DEHA2B02420g	9175
gene-DEHA2B02442g	3034
gene-DEHA2B02464g	507
gene-DEHA2B02486g	2885
gene-DEHA2B02508g	1105
gene-DEHA2B02530g	2331
gene-DEHA2B02552g	12218
gene-DEHA2B02574g	12543
gene-DEHA2B02596g	8981
gene-DEHA2B02618g	4035
gene-DEHA2B02640g	3962
gene-DEHA2B02662r	2
gene-DEHA2B02684g	5138
gene-DEHA2B02706g	4167
gene-DEHA2B02728g	4060
gene-DEHA2B02750g	11027
gene-DEHA2B02772g	21011
gene-DEHA2B02794g	493
gene-DEHA2B02816g	1704
gene-DEHA2B02838g	3211
gene-DEHA2B02860g	3
gene-DEHA2B02882g	2564
gene-DEHA2B02904g	91523
gene-DEHA2B02926g	1853
gene-DEHA2B02948g	1719
gene-DEHA2B02970g	1707
gene-DEHA2B02992g	1631
gene-DEHA2B03014g	6428
gene-DEHA2B03036g	3098
gene-DEHA2B03058g	19740
gene-DEHA2B03080r	0
gene-DEHA2B03102g	2349
gene-DEHA2B03124g	2486
gene-DEHA2B03146g	1777
gene-DEHA2B03168g	501
gene-DEHA2B03190g	6249
gene-DEHA2B03212g	1378
gene-DEHA2B03234g	1224
gene-DEHA2B03256g	11950
gene-DEHA2B03278g	7189
gene-DEHA2B03300g	1414
gene-DEHA2B03322g	7606
gene-DEHA2B03344g	4310
gene-DEHA2B03366g	11780
gene-DEHA2B03388g	2038
gene-DEHA2B03410g	9489
gene-DEHA2B03432g	1044
gene-DEHA2B03454g	3837
gene-DEHA2B03476g	1707
gene-DEHA2B03498g	10
gene-DEHA2B03520g	6967
gene-DEHA2B03542g	1456
gene-DEHA2B03564g	3629
gene-DEHA2B03586g	10021
gene-DEHA2B03608g	3
gene-DEHA2B03630g	25193
gene-DEHA2B03652g	12009
gene-DEHA2B03674g	1758
gene-DEHA2B03696g	5523
gene-DEHA2B03718g	17221
gene-DEHA2B03740g	3267
gene-DEHA2B03762g	1454
gene-DEHA2B03784g	712
gene-DEHA2B03806g	5490
gene-DEHA2B03828g	7541
gene-DEHA2B03850g	245
gene-DEHA2B03872g	905
gene-DEHA2B03894g	4648
gene-DEHA2B03916g	308
gene-DEHA2B03938g	12144
gene-DEHA2B03960g	4439
gene-DEHA2B03982g	2493
gene-DEHA2B04004g	1641
gene-DEHA2B04048g	3133
gene-DEHA2B04070g	3247
gene-DEHA2B04092g	2102
gene-DEHA2B04114g	535
gene-DEHA2B04136g	1884
gene-DEHA2B04158g	1781
gene-DEHA2B04180g	21229
gene-DEHA2B04202g	4773
gene-DEHA2B04224g	2897
gene-DEHA2B04246g	2939
gene-DEHA2B04268g	2554
gene-DEHA2B04290g	72
gene-DEHA2B04312g	13445
gene-DEHA2B04334g	1791
gene-DEHA2B04356g	1326
gene-DEHA2B04378g	3996
gene-DEHA2B04400g	1873
gene-DEHA2B04422g	1800
gene-DEHA2B04444g	303
gene-DEHA2B04466g	1598
gene-DEHA2B04488g	2074
gene-DEHA2B04510g	1
gene-DEHA2B04532g	2316
gene-DEHA2B04554g	6071
gene-DEHA2B04576g	1198
gene-DEHA2B04598g	1135
gene-DEHA2B04620g	9669
gene-DEHA2B04642g	6971
gene-DEHA2B04664g	5618
gene-DEHA2B04686g	40513
gene-DEHA2B04708g	6670
gene-DEHA2B04730g	15590
gene-DEHA2B04752g	5331
gene-DEHA2B04774g	3125
gene-DEHA2B04796g	9117
gene-DEHA2B04818g	2287
gene-DEHA2B04840r	1
gene-DEHA2B04862g	142
gene-DEHA2B04884g	3546
gene-DEHA2B04906g	25618
gene-DEHA2B04928g	15616
gene-DEHA2B04950g	4410
gene-DEHA2B04972g	7324
gene-DEHA2B04994g	5307
gene-DEHA2B05016g	1692
gene-DEHA2B05038g	1777
gene-DEHA2B05060g	3801
gene-DEHA2B05082g	2504
gene-DEHA2B05104g	5687
gene-DEHA2B05126g	5333
gene-DEHA2B05148g	2009
gene-DEHA2B05170g	3848
gene-DEHA2B05192g	2197
gene-DEHA2B05214g	571
gene-DEHA2B05236g	7578
gene-DEHA2B05258g	5751
gene-DEHA2B05280g	4577
gene-DEHA2B05302g	2504
gene-DEHA2B05324r	0
gene-DEHA2B05346r	5
gene-DEHA2B05368g	1358
gene-DEHA2B05390g	5165
gene-DEHA2B05412g	21266
gene-DEHA2B05434g	468
