Geneid	RNA STAR on Control4: mapped.bam
gene-DEHA2B05434g	659
gene-DEHA2B05456r	4
gene-DEHA2B05478g	7873
gene-DEHA2B05500g	2055
gene-DEHA2B05522g	2670
gene-DEHA2B05544g	8649
gene-DEHA2B05566g	2066
gene-DEHA2B05588g	1977
gene-DEHA2B05610g	7038
gene-DEHA2B05632g	3169
gene-DEHA2B05654g	1842
gene-DEHA2B05676g	5559
gene-DEHA2B05698g	2359
gene-DEHA2B05720g	3207
gene-DEHA2B05742g	8514
gene-DEHA2B05764g	36701
gene-DEHA2B05786g	66
gene-DEHA2B05808g	1139
gene-DEHA2B05830g	1933
gene-DEHA2B05852g	1289
gene-DEHA2B05874g	5484
gene-DEHA2B05896g	9016
gene-DEHA2B05918g	4047
gene-DEHA2B05940g	67
gene-DEHA2B05962g	3775
gene-DEHA2B05984g	3413
gene-DEHA2B06006g	2838
gene-DEHA2B06028g	3474
gene-DEHA2B06050g	10602
gene-DEHA2B06072g	3388
gene-DEHA2B06094g	20337
gene-DEHA2B06116g	950
gene-DEHA2B06138g	1422
gene-DEHA2B06160g	3503
gene-DEHA2B06182g	3851
gene-DEHA2B06204g	4895
gene-DEHA2B06226g	5272
gene-DEHA2B06248g	2184
gene-DEHA2B06270g	5670
gene-DEHA2B06292g	1416
gene-DEHA2B06314r	1
gene-DEHA2B06336g	4298
gene-DEHA2B06358g	7203
gene-DEHA2B06380g	1827
gene-DEHA2B06402g	3247
gene-DEHA2B06424g	1969
gene-DEHA2B06446g	24610
gene-DEHA2B06468r	1
gene-DEHA2B06490g	2644
gene-DEHA2B06512g	3077
gene-DEHA2B06534g	96
gene-DEHA2B06556g	4723
gene-DEHA2B06578g	2288
gene-DEHA2B06600g	9254
gene-DEHA2B06622g	1168
gene-DEHA2B06644g	3799
gene-DEHA2B06666g	1477
gene-DEHA2B06688r	0
gene-DEHA2B06710g	4439
gene-DEHA2B06732g	8334
gene-DEHA2B06754g	2797
gene-DEHA2B06776g	1550
gene-DEHA2B06798g	3320
gene-DEHA2B06820g	2615
gene-DEHA2B06842g	4124
gene-DEHA2B06864g	2979
gene-DEHA2B06886g	2946
gene-DEHA2B06908g	4579
gene-DEHA2B06930g	64
gene-DEHA2B06952g	11
gene-DEHA2B06974g	60
gene-DEHA2B06996g	504
gene-DEHA2B07018g	2636
gene-DEHA2B07040g	22560
gene-DEHA2B07062g	19408
gene-DEHA2B07084g	3365
gene-DEHA2B07106g	13256
gene-DEHA2B07128g	4551
gene-DEHA2B07150g	4068
gene-DEHA2B07172g	4564
gene-DEHA2B07194g	7572
gene-DEHA2B07216g	3230
gene-DEHA2B07238g	7071
gene-DEHA2B07260g	3738
gene-DEHA2B07282g	4111
gene-DEHA2B07304g	20949
gene-DEHA2B07326g	3053
gene-DEHA2B07348g	98
gene-DEHA2B07370g	7533
gene-DEHA2B07392g	1911
gene-DEHA2B07414g	3536
gene-DEHA2B07436g	1544
gene-DEHA2B07458g	2989
gene-DEHA2B07480g	1048
gene-DEHA2B07502g	6137
gene-DEHA2B07524g	9613
gene-DEHA2B07546g	10761
gene-DEHA2B07568g	3604
gene-DEHA2B07590g	930
gene-DEHA2B07612g	3391
gene-DEHA2B07634g	6023
gene-DEHA2B07656g	6702
gene-DEHA2B07678g	1138
gene-DEHA2B07700g	4152
gene-DEHA2B07722g	9718
gene-DEHA2B07744g	241
gene-DEHA2B07766r	0
gene-DEHA2B07788g	8074
gene-DEHA2B07810g	3113
gene-DEHA2B07832g	2
gene-DEHA2B07854g	5623
gene-DEHA2B07876g	3079
gene-DEHA2B07898g	2854
gene-DEHA2B07920g	8380
gene-DEHA2B07942g	1303
gene-DEHA2B07964g	15086
gene-DEHA2B07986g	8937
gene-DEHA2B08008g	3484
gene-DEHA2B08030g	1093
gene-DEHA2B08052g	5138
gene-DEHA2B08074g	521
gene-DEHA2B08096g	8681
gene-DEHA2B08118g	6644
gene-DEHA2B08140g	55695
gene-DEHA2B08162g	154
gene-DEHA2B08184g	3965
gene-DEHA2B08206g	2483
gene-DEHA2B08228g	4445
gene-DEHA2B08250g	1751
gene-DEHA2B08272g	3278
gene-DEHA2B08294g	4963
gene-DEHA2B08316g	1716
gene-DEHA2B08338g	1575
gene-DEHA2B08360g	2447
gene-DEHA2B08382g	4346
gene-DEHA2B08404g	1892
gene-DEHA2B08426g	2041
gene-DEHA2B08448g	2461
gene-DEHA2B08470r	21
gene-DEHA2B08492g	4200
gene-DEHA2B08514g	48
gene-DEHA2B08536g	1394
gene-DEHA2B08558g	1962
gene-DEHA2B08580g	1178
gene-DEHA2B08602g	1773
gene-DEHA2B08624g	551
gene-DEHA2B08646g	4516
gene-DEHA2B08668g	322
gene-DEHA2B08690g	1744
gene-DEHA2B08712r	0
gene-DEHA2B08734g	2912
gene-DEHA2B08756g	2991
gene-DEHA2B08778g	4158
gene-DEHA2B08800g	2850
gene-DEHA2B08822g	4089
gene-DEHA2B08844g	2708
gene-DEHA2B08866g	4481
gene-DEHA2B08888g	2258
gene-DEHA2B08910g	4829
gene-DEHA2B08932g	5967
gene-DEHA2B08954g	2033
gene-DEHA2B08976r	1
gene-DEHA2B08998g	39
gene-DEHA2B09020g	92
gene-DEHA2B09086r	16
gene-DEHA2B09108r	0
gene-DEHA2B09130r	0
gene-DEHA2B09152r	5
gene-DEHA2B09174r	0
gene-DEHA2B09196g	1014
gene-DEHA2B09218g	5870
gene-DEHA2B09240g	10417
gene-DEHA2B09262g	2146
gene-DEHA2B09284g	3501
gene-DEHA2B09306g	6513
gene-DEHA2B09328g	625
gene-DEHA2B09350g	6310
gene-DEHA2B09372g	6675
gene-DEHA2B09394g	3554
gene-DEHA2B09416g	3188
gene-DEHA2B09438g	1188
gene-DEHA2B09460g	4124
gene-DEHA2B09482g	2489
gene-DEHA2B09504g	2457
gene-DEHA2B09526g	13283
gene-DEHA2B09548g	3201
gene-DEHA2B09570g	8395
gene-DEHA2B09592g	317
gene-DEHA2B09614g	2401
gene-DEHA2B09636g	1318
gene-DEHA2B09658g	16663
gene-DEHA2B09680g	21227
gene-DEHA2B09702g	12407
gene-DEHA2B09724g	10730
gene-DEHA2B09746g	4170
gene-DEHA2B09768g	1397
gene-DEHA2B09790g	305
gene-DEHA2B09812g	336
gene-DEHA2B09834g	5269
gene-DEHA2B09856g	5406
gene-DEHA2B09878g	308
gene-DEHA2B09900g	1197
gene-DEHA2B09922g	13089
gene-DEHA2B09944g	10203
gene-DEHA2B09966g	1414
gene-DEHA2B09988g	15763
gene-DEHA2B10010g	7487
gene-DEHA2B10032g	29004
gene-DEHA2B10054g	62
gene-DEHA2B10076g	3132
gene-DEHA2B10098g	2681
gene-DEHA2B10120g	5214
gene-DEHA2B10142g	8087
gene-DEHA2B10164g	361
gene-DEHA2B10186g	6902
gene-DEHA2B10208g	3167
gene-DEHA2B10230g	3426
gene-DEHA2B10252g	13138
gene-DEHA2B10274g	946
gene-DEHA2B10296g	3399
gene-DEHA2B10318g	5806
gene-DEHA2B10340g	652
gene-DEHA2B10362g	2938
gene-DEHA2B10384g	3002
gene-DEHA2B10406g	1471
gene-DEHA2B10428g	394
gene-DEHA2B10450g	16146
gene-DEHA2B10472g	7366
gene-DEHA2B10494g	6766
gene-DEHA2B10516g	132
gene-DEHA2B10538g	5416
gene-DEHA2B10560g	8040
gene-DEHA2B10582g	1195
gene-DEHA2B10604g	514
gene-DEHA2B10626g	4127
gene-DEHA2B10648g	4237
gene-DEHA2B10670g	5163
gene-DEHA2B10692g	1719
gene-DEHA2B10714g	523
gene-DEHA2B10736g	1576
gene-DEHA2B10758g	1547
gene-DEHA2B10780g	1588
gene-DEHA2B10802g	3202
gene-DEHA2B10824g	3944
gene-DEHA2B10846g	9827
gene-DEHA2B10868g	644
gene-DEHA2B10890g	3487
gene-DEHA2B10912g	5393
gene-DEHA2B10934g	1340
gene-DEHA2B10956g	1601
gene-DEHA2B10978g	2134
gene-DEHA2B11000g	11960
gene-DEHA2B11022g	25658
gene-DEHA2B11044g	6372
gene-DEHA2B11066r	0
gene-DEHA2B11088g	2719
gene-DEHA2B11110g	727
gene-DEHA2B11132r	0
gene-DEHA2B11154r	0
gene-DEHA2B11176g	2792
gene-DEHA2B11198r	0
gene-DEHA2B11220g	6050
gene-DEHA2B11242g	5340
gene-DEHA2B11264g	4223
gene-DEHA2B11286g	7793
gene-DEHA2B11308g	1576
gene-DEHA2B11330g	7621
gene-DEHA2B11352g	3212
gene-DEHA2B11374g	27
gene-DEHA2B11396g	146
gene-DEHA2B11418g	32
gene-DEHA2B11440g	3784
gene-DEHA2B11462g	20590
gene-DEHA2B11484g	2342
gene-DEHA2B11506g	2435
gene-DEHA2B11528g	5726
gene-DEHA2B11550g	12178
gene-DEHA2B11572g	2936
gene-DEHA2B11594g	4052
gene-DEHA2B11616g	9651
gene-DEHA2B11638g	4317
gene-DEHA2B11660g	2745
gene-DEHA2B11682g	363
gene-DEHA2B11704g	7
gene-DEHA2B11726g	212
gene-DEHA2B11748g	1970
gene-DEHA2B11770g	1536
gene-DEHA2B11792g	2124
gene-DEHA2B11814g	1812
gene-DEHA2B11836g	4187
gene-DEHA2B11858g	1111
gene-DEHA2B11880g	10370
gene-DEHA2B11902g	4091
gene-DEHA2B11924g	3006
gene-DEHA2B11946g	4467
gene-DEHA2B11968g	9529
gene-DEHA2B11990g	4250
gene-DEHA2B12012g	5797
gene-DEHA2B12034g	9102
gene-DEHA2B12056g	1935
gene-DEHA2B12078g	12433
gene-DEHA2B12100g	11035
gene-DEHA2B12122g	3009
gene-DEHA2B12144g	3672
gene-DEHA2B12166g	3084
gene-DEHA2B12188g	31953
gene-DEHA2B12210g	61
gene-DEHA2B12232g	184
gene-DEHA2B12254g	185
gene-DEHA2B12276g	682
gene-DEHA2B12298g	3892
gene-DEHA2B12320g	2843
gene-DEHA2B12342g	1606
gene-DEHA2B12364g	4402
gene-DEHA2B12386g	7043
gene-DEHA2B12408g	6750
gene-DEHA2B12430g	7558
gene-DEHA2B12452g	5187
gene-DEHA2B12474g	7033
gene-DEHA2B12496g	3895
gene-DEHA2B12518g	4113
gene-DEHA2B12540g	5347
gene-DEHA2B12562g	2196
gene-DEHA2B12584g	10481
gene-DEHA2B12787g	238
gene-DEHA2B12870g	1268
gene-DEHA2B12892g	67
gene-DEHA2B12914g	1
gene-DEHA2B12936g	2
gene-DEHA2B12958g	104
gene-DEHA2B12980g	4476
gene-DEHA2B13002g	2525
gene-DEHA2B13024g	1791
gene-DEHA2B13046g	3099
gene-DEHA2B13068g	211
gene-DEHA2B13090g	14753
gene-DEHA2B13112g	465
gene-DEHA2B13134g	5151
gene-DEHA2B13156g	4499
gene-DEHA2B13178g	8540
gene-DEHA2B13200g	1261
gene-DEHA2B13222g	32
gene-DEHA2B13244g	345
gene-DEHA2B13266g	0
gene-DEHA2B13288g	7476
gene-DEHA2B13310g	1792
gene-DEHA2B13332g	3221
gene-DEHA2B13354g	5137
gene-DEHA2B13376g	1658
gene-DEHA2B13398g	1446
gene-DEHA2B13420g	3895
gene-DEHA2B13442g	11015
gene-DEHA2B13464g	1457
gene-DEHA2B13486g	185
gene-DEHA2B13508g	1131
gene-DEHA2B13530g	3919
gene-DEHA2B13552g	3297
gene-DEHA2B13574g	3108
gene-DEHA2B13596g	1602
gene-DEHA2B13618g	1734
gene-DEHA2B13640g	13140
gene-DEHA2B13662g	40765
gene-DEHA2B13684g	2697
gene-DEHA2B13706g	989
gene-DEHA2B13728g	19890
gene-DEHA2B13750g	2205
gene-DEHA2B13772g	1039
gene-DEHA2B13794g	1117
gene-DEHA2B13816g	42
gene-DEHA2B13838g	1227
gene-DEHA2B13860g	12342
gene-DEHA2B13882g	3650
gene-DEHA2B13904g	607
gene-DEHA2B13926g	2623
gene-DEHA2B13948g	5005
gene-DEHA2B13970g	8229
gene-DEHA2B13992g	1222
gene-DEHA2B14014g	43
gene-DEHA2B14058g	130
gene-DEHA2B14080g	3281
gene-DEHA2B14102g	1395
gene-DEHA2B14124g	1538
gene-DEHA2B14146g	1393
gene-DEHA2B14168g	1677
gene-DEHA2B14190g	5947
gene-DEHA2B14212g	30617
gene-DEHA2B14234g	3
gene-DEHA2B14256g	154
gene-DEHA2B14278g	6533
gene-DEHA2B14300g	1938
gene-DEHA2B14322g	7929
gene-DEHA2B14344g	15140
gene-DEHA2B14366g	9135
gene-DEHA2B14377g	3326
gene-DEHA2B14388g	2054
gene-DEHA2B14410g	3607
gene-DEHA2B14432g	3537
gene-DEHA2B14454g	19163
gene-DEHA2B14476g	5673
gene-DEHA2B14498g	188
gene-DEHA2B14520g	2418
gene-DEHA2B14542g	3783
gene-DEHA2B14564g	37441
gene-DEHA2B14586g	149
gene-DEHA2B14608g	4360
gene-DEHA2B14630g	427
gene-DEHA2B14652g	1427
gene-DEHA2B14674g	1624
gene-DEHA2B14696g	1829
gene-DEHA2B14718g	8022
gene-DEHA2B14740g	38409
gene-DEHA2B14762g	3
gene-DEHA2B14784g	5225
gene-DEHA2B14806g	2706
gene-DEHA2B14828g	4280
gene-DEHA2B14850g	4292
gene-DEHA2B14872g	1758
gene-DEHA2B14894g	1931
gene-DEHA2B14916g	4388
gene-DEHA2B14938g	19118
gene-DEHA2B14960g	2610
gene-DEHA2B14982g	6895
gene-DEHA2B15004g	3177
gene-DEHA2B15026g	1141
gene-DEHA2B15048g	3158
gene-DEHA2B15070g	6783
gene-DEHA2B15092g	1792
gene-DEHA2B15114g	2337
gene-DEHA2B15136g	6632
gene-DEHA2B15158g	1684
gene-DEHA2B15180g	9386
gene-DEHA2B15202g	59
gene-DEHA2B15224g	6086
gene-DEHA2B15246g	113
gene-DEHA2B15268g	27519
gene-DEHA2B15290g	5
gene-DEHA2B15312g	11
gene-DEHA2B15334g	8494
gene-DEHA2B15356g	1267
gene-DEHA2B15378g	5376
gene-DEHA2B15400g	762
gene-DEHA2B15422g	1943
gene-DEHA2B15444g	4778
gene-DEHA2B15466g	1328
gene-DEHA2B15488g	8870
gene-DEHA2B15510g	1710
gene-DEHA2B15532g	2641
gene-DEHA2B15554g	3322
gene-DEHA2B15576g	3126
gene-DEHA2B15598g	3724
gene-DEHA2B15620g	17964
gene-DEHA2B15642g	11600
gene-DEHA2B15664g	751
gene-DEHA2B15686g	8187
gene-DEHA2B15708g	14341
gene-DEHA2B15730g	2385
gene-DEHA2B15752g	465
gene-DEHA2B15774g	880
gene-DEHA2B15796g	2061
gene-DEHA2B15818g	7849
gene-DEHA2B15840g	974
gene-DEHA2B15862g	9366
gene-DEHA2B15884g	2972
gene-DEHA2B15906g	730
gene-DEHA2B15928g	42686
gene-DEHA2B15950g	100
gene-DEHA2B15972g	8963
gene-DEHA2B15994g	10122
gene-DEHA2B16016g	247
gene-DEHA2B16038g	1245
gene-DEHA2B16060g	838
gene-DEHA2B16082g	920
gene-DEHA2B16104g	951
gene-DEHA2B16126g	1242
gene-DEHA2B16148g	3394
gene-DEHA2B16170g	2153
gene-DEHA2B16192g	904
gene-DEHA2B16214g	1759
gene-DEHA2B16236g	4185
gene-DEHA2B16258g	376
gene-DEHA2B16280g	23
gene-DEHA2B16302g	0
gene-DEHA2B16324g	2
gene-DEHA2B16346g	25162
gene-DEHA2B16368g	545
gene-DEHA2B16390g	2
gene-DEHA2B16412g	1744
gene-DEHA2B16434g	4201
gene-DEHA2B16456g	4957
gene-DEHA2B16478g	1371
gene-DEHA2B16500g	767
gene-DEHA2B16522g	5
gene-DEHA2B16544g	0
gene-DEHA2B16566g	8
gene-DEHA2B16588g	8
gene-DEHA2B16610g	342
gene-DEHA2B16632g	6
gene-DEHA2B16654g	0
gene-DEHA2B16676g	1294
gene-DEHA2B16698g	754
gene-DEHA2B16720g	4613
gene-DEHA2B16742g	714
gene-DEHA2C00099g	6
gene-DEHA2C00110g	3724
gene-DEHA2C00132g	30
gene-DEHA2C00154g	2718
gene-DEHA2C00176g	42
gene-DEHA2C00198g	4901
gene-DEHA2C00220g	59744
gene-DEHA2C00242g	2150
gene-DEHA2C00264g	3308
gene-DEHA2C00286g	1987
gene-DEHA2C00297g	93
gene-DEHA2C00308g	1283
gene-DEHA2C00330g	813
gene-DEHA2C00352g	873
gene-DEHA2C00374g	274
gene-DEHA2C00396g	917
gene-DEHA2C00418g	380
gene-DEHA2C00440g	687
gene-DEHA2C00484g	337
gene-DEHA2C00506g	100
gene-DEHA2C00528g	76
gene-DEHA2C00594g	3336
gene-DEHA2C00616g	7469
gene-DEHA2C00638g	6570
gene-DEHA2C00660g	719
gene-DEHA2C00682g	865
gene-DEHA2C00704g	4131
gene-DEHA2C00726g	222
gene-DEHA2C00748g	1330
gene-DEHA2C00770g	6
gene-DEHA2C00792g	1484
gene-DEHA2C00814g	94
gene-DEHA2C00836g	2106
gene-DEHA2C00858g	867
gene-DEHA2C00880g	764
gene-DEHA2C00902g	188
gene-DEHA2C00924g	342
gene-DEHA2C00946g	1341
gene-DEHA2C00968g	35
gene-DEHA2C00990g	38
gene-DEHA2C01012g	79
gene-DEHA2C01034g	2279
gene-DEHA2C01056g	1066
gene-DEHA2C01078g	3244
gene-DEHA2C01100g	7008
gene-DEHA2C01122g	686
gene-DEHA2C01144g	2360
gene-DEHA2C01166g	3680
gene-DEHA2C01188g	2839
gene-DEHA2C01210g	6313
gene-DEHA2C01232g	2126
gene-DEHA2C01254g	3031
gene-DEHA2C01276g	2999
gene-DEHA2C01298g	15447
gene-DEHA2C01320g	3068
gene-DEHA2C01342g	24827
gene-DEHA2C01364g	475
gene-DEHA2C01386g	2401
gene-DEHA2C01408g	8858
gene-DEHA2C01430g	1460
gene-DEHA2C01452g	3136
gene-DEHA2C01474g	2379
gene-DEHA2C01496g	5628
gene-DEHA2C01518g	8290
gene-DEHA2C01540g	1761
gene-DEHA2C01562g	3923
gene-DEHA2C01584g	826
gene-DEHA2C01606g	506
gene-DEHA2C01628g	261
gene-DEHA2C01650g	1292
gene-DEHA2C01672g	2050
gene-DEHA2C01694g	1909
gene-DEHA2C01716g	170
gene-DEHA2C01738g	34
gene-DEHA2C01760g	33805
gene-DEHA2C01782g	2222
gene-DEHA2C01804g	2211
gene-DEHA2C01826g	6190
gene-DEHA2C01848g	17
gene-DEHA2C01870g	47533
gene-DEHA2C01892g	4137
gene-DEHA2C01914g	3679
gene-DEHA2C01936g	3286
gene-DEHA2C01958g	663
gene-DEHA2C01980g	8111
gene-DEHA2C02002g	4343
gene-DEHA2C02024r	7
gene-DEHA2C02046g	15984
gene-DEHA2C02068g	9014
gene-DEHA2C02090g	911
gene-DEHA2C02112g	1989
gene-DEHA2C02134g	5116
gene-DEHA2C02156g	4190
gene-DEHA2C02178g	1540
gene-DEHA2C02200g	8338
gene-DEHA2C02222g	780
gene-DEHA2C02244g	8366
gene-DEHA2C02266g	9422
gene-DEHA2C02288g	1928
gene-DEHA2C02310g	2324
gene-DEHA2C02332g	544
gene-DEHA2C02354g	3540
gene-DEHA2C02376g	2193
gene-DEHA2C02398g	779
gene-DEHA2C02420g	1273
gene-DEHA2C02442r	0
gene-DEHA2C02464g	6161
gene-DEHA2C02486g	2036
gene-DEHA2C02508g	14584
gene-DEHA2C02530g	1950
gene-DEHA2C02552g	14025
gene-DEHA2C02574g	2699
gene-DEHA2C02596g	3037
gene-DEHA2C02618g	2771
gene-DEHA2C02640g	2695
gene-DEHA2C02662g	528
gene-DEHA2C02684g	3878
gene-DEHA2C02706g	5007
gene-DEHA2C02728g	1561
gene-DEHA2C02750g	3192
gene-DEHA2C02772g	1977
gene-DEHA2C02794g	4060
gene-DEHA2C02816g	4124
gene-DEHA2C02838g	3928
gene-DEHA2C02860g	862
gene-DEHA2C02882g	5787
gene-DEHA2C02904g	1438
gene-DEHA2C02926g	5963
gene-DEHA2C02948g	1358
gene-DEHA2C02970g	1740
gene-DEHA2C02992g	6665
gene-DEHA2C03014g	12599
gene-DEHA2C03036g	9969
gene-DEHA2C03058g	6161
gene-DEHA2C03080g	2752
gene-DEHA2C03102g	8228
gene-DEHA2C03124g	9755
gene-DEHA2C03146g	7619
gene-DEHA2C03168g	5685
gene-DEHA2C03190g	4218
gene-DEHA2C03212g	3047
gene-DEHA2C03234g	3112
gene-DEHA2C03256g	6123
gene-DEHA2C03278g	11286
gene-DEHA2C03300r	0
gene-DEHA2C03322g	1290
gene-DEHA2C03344g	11555
gene-DEHA2C03366g	1354
gene-DEHA2C03388g	5319
gene-DEHA2C03410g	2271
gene-DEHA2C03432g	14207
gene-DEHA2C03454g	1899
gene-DEHA2C03476g	2202
gene-DEHA2C03498r	17
gene-DEHA2C03520g	5809
gene-DEHA2C03542r	30
gene-DEHA2C03564g	6711
gene-DEHA2C03586g	936
gene-DEHA2C03608g	11694
gene-DEHA2C03630g	4572
gene-DEHA2C03652g	7699
gene-DEHA2C03674g	2806
gene-DEHA2C03696g	5015
gene-DEHA2C03718g	1028
gene-DEHA2C03740g	3626
gene-DEHA2C03762g	2116
gene-DEHA2C03784g	1698
gene-DEHA2C03806g	11319
gene-DEHA2C03828g	73401
gene-DEHA2C03850g	3526
gene-DEHA2C03872g	14083
gene-DEHA2C03894g	6855
gene-DEHA2C03916g	4746
gene-DEHA2C03938g	2186
gene-DEHA2C03960g	3057
gene-DEHA2C03982g	14210
gene-DEHA2C04004g	10147
gene-DEHA2C04026g	2573
gene-DEHA2C04048g	28593
gene-DEHA2C04070g	6948
gene-DEHA2C04092g	5243
gene-DEHA2C04114g	894
gene-DEHA2C04136g	2990
gene-DEHA2C04158g	5909
gene-DEHA2C04180g	7017
gene-DEHA2C04202g	1695
gene-DEHA2C04224g	3746
gene-DEHA2C04246g	3078
gene-DEHA2C04268g	47165
gene-DEHA2C04290g	8714
gene-DEHA2C04312g	5126
gene-DEHA2C04334g	1078
gene-DEHA2C04356g	7353
gene-DEHA2C04378g	5711
gene-DEHA2C04400g	4712
gene-DEHA2C04422g	3218
gene-DEHA2C04444g	2615
gene-DEHA2C04466g	5905
gene-DEHA2C04488g	5468
gene-DEHA2C04510g	4386
gene-DEHA2C04532g	4325
gene-DEHA2C04554g	9882
gene-DEHA2C04576g	5548
gene-DEHA2C04598g	2326
gene-DEHA2C04620g	3881
gene-DEHA2C04642g	1589
gene-DEHA2C04664g	4943
gene-DEHA2C04686g	2430
gene-DEHA2C04708g	3987
gene-DEHA2C04730g	102
gene-DEHA2C04752g	2634
gene-DEHA2C04774g	1744
gene-DEHA2C04796g	7231
gene-DEHA2C04818g	3024
gene-DEHA2C04840g	11
gene-DEHA2C04862g	9302
gene-DEHA2C04884g	28240
gene-DEHA2C04906g	6233
gene-DEHA2C04928g	1812
gene-DEHA2C04950g	7852
gene-DEHA2C04972g	29422
gene-DEHA2C04994g	2491
gene-DEHA2C05016g	6798
gene-DEHA2C05038g	3259
gene-DEHA2C05060g	2087
gene-DEHA2C05082g	2312
gene-DEHA2C05104g	15293
gene-DEHA2C05126g	6386
gene-DEHA2C05148g	6288
gene-DEHA2C05170g	5337
gene-DEHA2C05192g	2295
gene-DEHA2C05214g	25359
gene-DEHA2C05236g	45004
gene-DEHA2C05258g	7454
gene-DEHA2C05280g	10795
gene-DEHA2C05302g	2248
gene-DEHA2C05324g	7979
gene-DEHA2C05346g	985
gene-DEHA2C05368g	12221
gene-DEHA2C05390g	27700
gene-DEHA2C05412g	10290
gene-DEHA2C05434g	424
gene-DEHA2C05456g	4986
gene-DEHA2C05478g	2987
gene-DEHA2C05500g	7230
gene-DEHA2C05522g	6829
gene-DEHA2C05544g	7525
gene-DEHA2C05566g	4757
gene-DEHA2C05588g	3455
gene-DEHA2C05610g	6366
gene-DEHA2C05632g	5666
gene-DEHA2C05654g	3928
gene-DEHA2C05676g	977
gene-DEHA2C05698g	141
gene-DEHA2C05720g	3332
gene-DEHA2C05742g	9245
gene-DEHA2C05764g	3608
gene-DEHA2C05786g	2234
gene-DEHA2C05808g	8655
gene-DEHA2C05830g	943
gene-DEHA2C05852g	187
gene-DEHA2C05874g	20
gene-DEHA2C05896g	30
gene-DEHA2C05918g	586
gene-DEHA2C05940g	12531
gene-DEHA2C05962g	8670
gene-DEHA2C05984g	3005
gene-DEHA2C06006g	4634
gene-DEHA2C06028g	2787
gene-DEHA2C06050g	3324
gene-DEHA2C06072g	881
gene-DEHA2C06094g	6334
gene-DEHA2C06116g	4066
gene-DEHA2C06138g	971
gene-DEHA2C06160g	5587
gene-DEHA2C06182g	3093
gene-DEHA2C06204r	0
gene-DEHA2C06226g	196
gene-DEHA2C06248g	16408
gene-DEHA2C06270g	2621
gene-DEHA2C06292g	2042
gene-DEHA2C06314g	80541
gene-DEHA2C06336g	7442
gene-DEHA2C06358g	2310
gene-DEHA2C06380g	10585
gene-DEHA2C06402g	13754
gene-DEHA2C06424r	3
gene-DEHA2C06446g	1913
gene-DEHA2C06468g	6796
gene-DEHA2C06490g	5851
gene-DEHA2C06512g	2132
gene-DEHA2C06534r	0
gene-DEHA2C06556g	135
gene-DEHA2C06578g	193
gene-DEHA2C06600g	121
gene-DEHA2C06622g	8941
gene-DEHA2C06644g	635
gene-DEHA2C06666g	2832
gene-DEHA2C06688g	5201
gene-DEHA2C06710g	2054
gene-DEHA2C06732r	0
gene-DEHA2C06754r	0
gene-DEHA2C06776g	42
gene-DEHA2C06798g	7452
gene-DEHA2C06820g	1009
gene-DEHA2C06842r	3
gene-DEHA2C06864g	7336
gene-DEHA2C06886g	1999
gene-DEHA2C06908r	0
gene-DEHA2C06930g	5715
gene-DEHA2C06952g	173
gene-DEHA2C06974g	7572
gene-DEHA2C06996g	4156
gene-DEHA2C07018g	15364
gene-DEHA2C07040g	3850
gene-DEHA2C07062g	4815
gene-DEHA2C07084g	4556
gene-DEHA2C07106g	2094
gene-DEHA2C07128g	10604
gene-DEHA2C07150g	5918
gene-DEHA2C07172g	2273
gene-DEHA2C07194g	5933
gene-DEHA2C07216g	4144
gene-DEHA2C07238g	10611
gene-DEHA2C07260g	7754
gene-DEHA2C07282g	8138
gene-DEHA2C07304g	10121
gene-DEHA2C07326g	2274
gene-DEHA2C07348r	3
gene-DEHA2C07370g	8651
gene-DEHA2C07392g	20
gene-DEHA2C07414g	190
gene-DEHA2C07436g	541
gene-DEHA2C07458g	5008
gene-DEHA2C07480g	5161
gene-DEHA2C07502g	15273
gene-DEHA2C07524g	1499
gene-DEHA2C07546g	6566
gene-DEHA2C07568g	3531
gene-DEHA2C07590g	2706
gene-DEHA2C07612g	5889
gene-DEHA2C07634g	24260
gene-DEHA2C07656g	2506
gene-DEHA2C07678g	3059
gene-DEHA2C07700g	6
gene-DEHA2C07722g	11935
gene-DEHA2C07744g	922
gene-DEHA2C07766g	1349
gene-DEHA2C07788g	4166
gene-DEHA2C07810g	3318
gene-DEHA2C07832g	5494
gene-DEHA2C07854g	703
gene-DEHA2C07876g	2093
gene-DEHA2C07898g	2246
gene-DEHA2C07920g	13665
gene-DEHA2C07942g	3686
gene-DEHA2C07964g	9816
gene-DEHA2C07986g	793
gene-DEHA2C08008g	5126
gene-DEHA2C08030g	41057
gene-DEHA2C08052g	2038
gene-DEHA2C08074g	40643
gene-DEHA2C08096g	3013
gene-DEHA2C08118g	448
gene-DEHA2C08140g	1767
gene-DEHA2C08162r	0
gene-DEHA2C08184g	1580
gene-DEHA2C08206g	5643
gene-DEHA2C08228g	5072
gene-DEHA2C08250g	2651
gene-DEHA2C08272g	1724
gene-DEHA2C08294g	8653
gene-DEHA2C08316g	1930
gene-DEHA2C08338g	15893
gene-DEHA2C08360g	5076
gene-DEHA2C08382g	6678
gene-DEHA2C08404g	1439
gene-DEHA2C08426g	3067
gene-DEHA2C08448g	1711
gene-DEHA2C08470g	2805
gene-DEHA2C08492g	5035
gene-DEHA2C08514g	7005
gene-DEHA2C08536g	8717
gene-DEHA2C08558g	5721
