ProteinID,Control1,Control4,Control5,KCl2,KCl3,KCl4,NaCl1,NaCl2,NaCl3
Q6BIJ4_4,0.0,2.2895353752274502e-10,2.0482852216861947e-10,0.0,2.32791586115094e-10,0.0,0.0,3.1398602237698856e-10,2.6172263742931733e-10
Q6BIJ4_5,0.0,0.0,0.0,0.0,7.492975274575347e-10,4.710926498247147e-10,0.0,0.0,0.0
Q6BIJ4_6,0.0,7.551807126430536e-12,0.0,0.0,0.0,6.47263620724506e-11,0.0,0.0,0.0
Q6BIJ9_0,0.0,0.0,3.5630173131066656e-09,4.038987315720196e-09,3.679184185300261e-09,4.136409706778832e-09,1.657669687593921e-09,2.7530892736558363e-09,2.4898219879518755e-09
Q6BIK0_0,0.0,7.199068261633852e-11,7.004365812216063e-11,1.5181579429144927e-10,7.906176751477294e-11,4.4800876095216755e-10,8.375407771506268e-11,1.0725515031297824e-10,1.14529801181488e-10
Q6BIK3_0,0.0,0.0,9.948800007961088e-11,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIK7_0,0.0,7.790919284883062e-10,6.463835512452644e-10,4.2801923192217105e-10,3.689730031267525e-10,0.0,8.331486281358504e-10,5.699528722961332e-10,3.9434816805677485e-10
Q6BIK7_1,0.0,3.4271812010544695e-10,4.885296441490891e-10,9.864508122896187e-10,0.0,0.0,7.109529675636682e-10,8.389919631674726e-10,8.119018461281739e-10
Q6BIK7_2,0.0,2.1755422495481305e-10,0.0,0.0,4.560146700923264e-10,4.222850281430521e-10,3.671321564382279e-10,0.0,4.4382215761250144e-10
Q6BIK7_3,0.0,0.0,0.0,1.0502514086067216e-10,0.0,0.0,0.0,0.0,0.0
Q6BIK7_4,0.0,1.0737039473539362e-09,1.0118953898101245e-09,4.372505392120923e-10,0.0,8.052345127838853e-10,5.883629016702147e-10,3.2641545845400087e-10,6.281129526705797e-10
Q6BIK7_5,0.0,5.661538309630137e-11,0.0,0.0,0.0,4.4414397072169276e-11,0.0,0.0,4.142323518789955e-11
Q6BIK7_6,0.0,0.0,3.219013482158065e-10,0.0,0.0,6.457666502748837e-10,0.0,0.0,4.027476505697608e-10
Q6BIK7_7,0.0,1.1729429204123957e-10,1.3221997710039467e-10,7.376040043735766e-11,9.015810330276898e-11,2.8578362897543537e-11,1.0088673889510035e-10,3.8944339294024975e-11,9.245757920783179e-11
Q6BIK7_8,0.0,0.0,0.0,0.0,1.0341506813030867e-10,3.3428478734360693e-11,9.78246415666502e-11,0.0,8.747202267297197e-11
Q6BIK8_0,2.689432113027445e-09,2.4726366837385176e-09,1.935713936188425e-09,2.0189066345029927e-09,1.4167262696461824e-09,2.13948285454054e-09,1.940701344698542e-09,2.02381565264715e-09,1.12427417869804e-09
Q6BIK8_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.802099903078636e-09,0.0
Q6BIK8_2,0.0,6.54782750893607e-09,5.790945801902185e-09,0.0,0.0,5.548295416253127e-09,2.6667901549249714e-09,0.0,2.263906158135171e-09
Q6BIK8_3,0.0,7.254884315654744e-09,7.295047719098277e-09,8.326125695257654e-09,7.466536080377715e-09,1.3715410470723973e-08,5.912506319662798e-09,6.69011233653527e-09,6.006499286432161e-09
Q6BIK8_4,0.0,0.0,3.0122973706603895e-10,3.4999039437367916e-10,0.0,5.351595576844269e-10,2.4262464150154346e-10,0.0,0.0
Q6BIK8_5,0.0,0.0,0.0,5.3641210877629355e-09,3.840264107177528e-09,8.54228257895475e-09,0.0,3.206667293825392e-09,3.9788791226773095e-09
Q6BIK8_6,0.0,0.0,7.0833952049006e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIK8_7,0.0,0.0,1.309270210501274e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIK8_8,0.0,0.0,0.0,0.0,0.0,0.0,6.331103579040415e-11,0.0,0.0
Q6BIK8_9,0.0,1.2082071813763553e-10,1.164624414209464e-10,1.50125156778251e-10,0.0,4.2327174390241104e-10,0.0,0.0,7.738052822144415e-11
Q6BIK8_10,0.0,3.0156264487933627e-11,1.5285818917030844e-11,0.0,0.0,6.900022554764508e-11,0.0,0.0,0.0
Q6BIK9_0,1.142161514778812e-09,2.227554431978621e-10,1.958562678523965e-10,1.027136003378827e-10,1.4672674960670885e-10,1.2641648725931979e-10,3.486046103611779e-10,1.204322704639763e-10,1.6132301860523512e-10
Q6BIK9_1,7.853780340228208e-10,4.058946227793025e-10,3.718187559924171e-10,3.807342060326759e-10,3.1078842768608854e-10,4.0480395706722307e-10,3.3625351359035607e-10,3.3962151208586244e-10,3.4703050514116914e-10
Q6BIK9_2,0.0,1.4468379366066882e-10,2.094190373481511e-10,0.0,3.669855494502862e-10,2.039848003971985e-10,5.178208671296765e-10,4.5329139510031654e-10,5.269473602050407e-10
Q6BIK9_3,0.0,0.0,0.0,1.2146278732043584e-10,2.017918653962301e-10,1.4470018275216013e-10,0.0,0.0,2.2727716676684267e-10
Q6BIK9_4,0.0,6.960581186431275e-10,6.27452816657637e-10,6.028128000064489e-10,4.994278303870011e-10,1.2803077577650563e-09,5.974751084422698e-10,5.080120952333611e-10,6.378130421412669e-10
Q6BIK9_5,0.0,2.0119552299398363e-10,1.606083022720064e-10,0.0,1.4278453151948497e-10,2.8648270626915855e-10,1.875051915364386e-10,0.0,2.4874260315499167e-10
Q6BIK9_6,2.4237591306539763e-10,1.719794119770689e-14,1.697930798454867e-14,0.0,6.340810913011781e-12,0.0,2.080126856876629e-11,0.0,3.19084475393005e-12
Q6BIK9_7,0.0,1.0502938041882025e-10,7.08623045219613e-11,8.512485976487805e-12,1.9602614774641518e-11,0.0,6.389637586144538e-11,0.0,3.965524049108599e-11
Q6BIM4_0,6.800282201944009e-10,3.591155172619918e-10,2.8815414449690714e-10,1.9772147858463924e-10,3.151362038999212e-10,1.4697431706672937e-10,3.3948252787892517e-10,2.777378515037283e-10,3.462281326053665e-10
Q6BIM4_1,0.0,6.307425549608366e-10,6.441659607456677e-10,5.074132765608068e-10,7.358425323352608e-10,4.865640687066014e-10,8.357531850740532e-10,7.958561485531055e-10,7.24907155938734e-10
Q6BIM5_0,0.0,2.2836397060106113e-10,0.0,9.158328244560971e-10,3.5186200120490404e-10,3.720255661617718e-10,2.0406852620248662e-10,3.3403277640163567e-10,3.2241683348779284e-10
Q6BIM5_1,0.0,9.914085741089343e-11,8.516077211735058e-11,2.910172455489284e-10,4.144458032507715e-10,5.686165882952898e-10,2.7658331404722837e-10,3.9977957729824374e-10,4.012607596907468e-10
Q6BIM5_2,0.0,3.837440943184006e-11,2.9279923304002493e-11,9.991614718048105e-11,1.6713099285457195e-10,2.3270092270995546e-10,1.2547744082433603e-10,1.6265282073903097e-10,1.544051337250086e-10
Q6BIM5_3,0.0,3.338420174106689e-11,1.895264680906413e-11,1.909039592139185e-10,5.552884328697978e-11,5.479912479266102e-11,3.160634070303311e-11,5.118321376385087e-11,3.5068586359768636e-11
Q6BIM8_0,0.0,0.0,0.0,0.0,8.292371801897584e-10,0.0,2.0292457463173184e-09,0.0,0.0
Q6BIM8_1,0.0,0.0,0.0,0.0,0.0,0.0,5.07857442408449e-10,0.0,0.0
Q6BIN4_0,0.0,4.582626828949144e-09,4.372934813673838e-09,1.74668364464359e-09,2.3546342258619936e-09,1.4157861206160854e-09,3.7555484387069695e-09,3.41371547667071e-09,2.913421665415613e-09
Q6BIN4_1,1.7412535537804656e-08,2.181821511964208e-09,2.0094704574142153e-09,7.031019755045299e-10,8.363193914000021e-10,2.6417954500428193e-09,5.497305700312655e-10,6.143646133274374e-10,9.855956978222085e-10
Q6BIN4_2,7.302944684855043e-09,2.784894528924569e-10,1.9787128400139434e-10,1.6243355045079205e-10,5.857015548858709e-11,1.0954832700237612e-10,0.0,0.0,4.802705304616257e-11
Q6BIN4_3,1.237009799904715e-08,9.779843718168782e-10,1.0735090536590556e-09,4.129178192433327e-10,7.251405628317537e-10,9.781364924399286e-10,5.446622804752339e-10,1.835769274139718e-10,9.110662741618875e-10
Q6BIN4_4,3.67105393038188e-09,1.6516878542532784e-09,1.2392496501467711e-09,7.841872019386835e-10,1.4749909587202803e-09,3.220281100925326e-09,1.1866801145326e-09,1.2791681576230586e-09,1.8376434056883001e-09
Q6BIN4_5,2.761694118489686e-09,5.565807330310251e-10,4.3331137605265697e-10,0.0,0.0,8.317177444210503e-10,0.0,0.0,0.0
Q6BIN4_6,0.0,0.0,0.0,0.0,0.0,1.936922105853723e-10,2.989666277097083e-11,0.0,0.0
Q6BIN4_7,1.0839978096064708e-08,2.2570307624641072e-10,2.404087615489861e-10,0.0,0.0,0.0,0.0,0.0,8.915718690405981e-11
Q6BIN4_8,5.865282266987146e-09,7.003771531862727e-10,7.735553180401926e-10,3.743423552674586e-10,5.71671098211985e-10,1.2570242401572494e-09,4.756296720557607e-10,1.8388392808557386e-10,8.64491355151358e-10
Q6BIN4_9,0.0,1.2257440429171838e-10,1.220045770959734e-10,0.0,0.0,0.0,0.0,0.0,9.432394929256266e-11
Q6BIN4_10,0.0,2.506440580321817e-09,2.630699429776334e-09,2.375151313002728e-09,1.5266734553569835e-09,1.5237651048549438e-09,1.1484770823081592e-09,1.723187391655475e-09,1.3754711719751982e-09
Q6BIN4_11,0.0,1.120871719635118e-09,1.3864426078530538e-09,7.25474813601737e-10,1.4049176930962485e-09,2.5602763495900694e-09,1.0575292432351488e-09,1.4746570110930862e-09,1.4276354997060755e-09
Q6BIN4_12,0.0,1.1539439652379208e-09,1.3862697637613563e-09,0.0,3.472678840042925e-10,5.530917446527988e-10,1.1138596645509373e-09,0.0,9.770597390263917e-10
Q6BIN4_13,0.0,1.5577724500630132e-09,1.2119215865540354e-09,1.8187935544905885e-10,2.268033759758724e-10,2.2490238764562546e-10,5.174061561389684e-10,0.0,6.189368302377594e-10
Q6BIN4_14,0.0,4.73819067190906e-10,4.893295288210702e-10,5.044359322859449e-10,0.0,0.0,1.7719242634095822e-10,0.0,0.0
Q6BIN4_15,0.0,1.0691141797248275e-09,7.996874680158609e-10,0.0,0.0,0.0,0.0,0.0,3.4348801879097704e-10
Q6BIN4_16,0.0,2.0526018261689394e-10,0.0,0.0,0.0,0.0,0.0,0.0,3.183266559260662e-10
Q6BIN4_17,0.0,2.9883247429389147e-09,3.2187716594578873e-09,0.0,0.0,1.912585298692652e-09,1.9253333369765684e-09,0.0,1.910786828655198e-09
Q6BIN4_18,0.0,8.006566016871934e-10,9.124455931395205e-10,8.180932433888227e-10,4.750633847891039e-10,5.299167970533861e-10,3.3343096308804456e-10,6.239674615968267e-10,3.1050321203589176e-10
Q6BIN4_19,0.0,0.0,0.0,0.0,0.0,0.0,5.066885382761637e-10,0.0,3.788097599968259e-10
Q6BIN4_20,0.0,0.0,1.452872293145893e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIN4_21,0.0,1.2828948000899102e-09,1.4387554577584691e-09,7.347819638996069e-10,1.0929354253577407e-09,5.211356475263573e-10,1.9149801156816226e-09,1.8188930322450583e-09,1.75958696094472e-09
Q6BIN4_22,0.0,1.4910081613946861e-09,1.9412460069711408e-09,8.259555658218117e-10,1.4804079741881477e-09,8.131079009951545e-10,2.000741988404626e-09,1.7886397237976405e-09,1.7253597099381419e-09
Q6BIN4_23,0.0,8.656036860649293e-10,1.089522331726305e-09,0.0,6.937046624392532e-10,4.511987670798897e-10,1.210698423126804e-09,1.1305543432578267e-09,0.0
Q6BIN4_24,0.0,4.2121721585494066e-10,4.111278437817499e-10,0.0,0.0,0.0,0.0,5.241613902321491e-10,1.7909399501255504e-10
Q6BIN4_25,0.0,3.1623903460135894e-10,2.902237961537583e-10,3.583167072804179e-10,1.6926284987501805e-10,0.0,2.7414948586192965e-10,5.168894672586329e-10,2.3979880943217387e-10
Q6BIN4_26,0.0,1.309567127336616e-10,1.3832257917004963e-10,1.1316445534405109e-10,1.0267248548369288e-10,0.0,1.3087402872943072e-10,2.356253673364168e-10,1.1399248130020365e-10
Q6BIN4_27,0.0,1.0778317555811921e-10,7.213898597344266e-11,0.0,0.0,0.0,4.423716732003342e-11,0.0,0.0
Q6BIN4_28,0.0,0.0,4.3548552329484444e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIN4_29,0.0,7.929401004460472e-10,5.996003179333888e-10,0.0,0.0,2.614128515514783e-10,2.560671094571593e-10,0.0,2.9571736919978626e-10
Q6BIN4_30,0.0,2.4928676091312045e-10,1.6509908050403686e-10,7.099488205542033e-11,0.0,0.0,0.0,0.0,0.0
Q6BIN4_31,0.0,2.2108512686699956e-10,2.517658292868016e-10,1.8381954824987174e-10,1.0109927129304073e-10,2.1000667573815918e-10,1.255625799528421e-10,0.0,1.173843414654453e-10
Q6BIN4_32,0.0,7.332998908949848e-11,8.273573230408087e-11,4.1498014847214594e-11,0.0,0.0,7.675987533906871e-11,1.457449848393304e-11,7.5656358202556e-11
Q6BIN6_0,2.014578578829751e-08,2.4310695281515422e-09,2.218012308055338e-09,3.526046907852689e-10,5.869461070974591e-10,1.570678310806341e-10,1.5962346620552155e-09,8.097172943916376e-10,1.091445873384886e-09
Q6BIN6_1,2.754221264637457e-09,1.9373496890885655e-09,1.8326202202490483e-09,1.2193176891469033e-09,1.338314839067146e-09,7.719239626713993e-10,1.293313509658102e-09,1.3352494782764603e-09,1.070068700215622e-09
Q6BIN6_2,0.0,3.807268465835748e-10,3.914898148958912e-10,0.0,0.0,0.0,1.422321044418012e-10,0.0,5.527196700917434e-11
Q6BIP1_0,0.0,3.5411968336794345e-10,3.374808913887284e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIP2_0,0.0,5.48175911022229e-10,6.392706804014667e-10,1.1966536445186396e-09,1.354591626503887e-09,1.2001614200067354e-09,1.207353152617908e-09,1.419107510369728e-09,1.2510761544687376e-09
Q6BIP4_0,0.0,0.0,7.877539991254807e-11,1.0818932354431768e-10,5.206202235288481e-11,1.2151415087709235e-09,0.0,0.0,6.539373419787763e-11
Q6BIP4_1,0.0,0.0,0.0,0.0,0.0,4.586469992820546e-10,0.0,0.0,0.0
Q6BIP4_2,0.0,0.0,0.0,0.0,0.0,9.507548234327783e-11,0.0,0.0,0.0
Q6BIQ9_0,0.0,1.6375956192608446e-09,1.6255401820745137e-09,1.1521738192163167e-09,1.0102209231565551e-09,0.0,1.447534436540898e-09,1.3039905047742945e-09,9.243187668094794e-10
Q6BIR2_0,0.0,3.5317238585495305e-10,1.994401289317243e-10,2.9573568266043964e-10,1.8999141831405813e-10,1.6472900992272946e-10,1.3095955767739723e-10,1.4892585557256492e-10,1.7829544883524674e-10
Q6BIS0_0,0.0,7.63891232700083e-11,7.166851488607002e-11,0.0,0.0,0.0,1.1913931552912077e-10,0.0,8.144246181434584e-11
Q6BIS0_1,0.0,2.1826515155627037e-10,2.4410894073600663e-10,7.785087530987409e-11,0.0,0.0,0.0,1.2897376949104462e-10,1.3908315868565515e-10
Q6BIS1_0,0.0,1.1230781281252425e-10,6.571924890574818e-11,4.651334443285114e-10,2.3999841356324846e-10,1.1145910029050873e-09,4.561182441569623e-11,1.3201771521939798e-10,7.010376310960339e-11
Q6BIS1_1,0.0,5.2587113869818965e-11,3.382406033576043e-11,1.9496204311698662e-10,1.0620948750144504e-10,8.872062345947886e-11,7.734509845717516e-11,1.4125771811928461e-10,5.1631611446850146e-11
Q6BIS1_2,0.0,5.171334844174562e-11,4.518108874949869e-11,1.1942239613592338e-10,1.4674899304593082e-10,3.292502498617324e-11,1.8658416801397836e-10,7.608562039458346e-11,6.066971085790661e-11
Q6BIS4_0,0.0,0.0,0.0,6.840621341575886e-10,2.2449270393126974e-09,0.0,1.472666691855607e-10,0.0,2.233014596409911e-11
Q6BIS4_1,0.0,4.781674255996284e-10,0.0,5.68299693873472e-10,0.0,0.0,0.0,0.0,3.372156863019544e-10
Q6BIS4_2,0.0,0.0,0.0,0.0,1.1829553193521103e-11,6.010390466113091e-11,0.0,0.0,0.0
Q6BIS5_0,4.724882483206458e-10,6.137031572835461e-10,5.454231598770605e-10,0.0,2.6144878225047685e-10,3.178027436245473e-10,4.2236439750265036e-10,5.309233716914208e-10,3.1584980119228267e-10
Q6BIT4_0,0.0,6.440044516828392e-11,5.5002308498907704e-11,0.0,0.0,0.0,6.918666980016309e-11,0.0,6.826350848893007e-11
Q6BIT4_1,0.0,0.0,0.0,4.8483451927550506e-11,0.0,0.0,0.0,0.0,0.0
Q6BIT4_2,0.0,2.7244135763486507e-11,2.7188960493217154e-11,1.0816641695450567e-10,4.96458968783934e-11,0.0,6.535504155240568e-11,7.386394863145149e-11,0.0
Q6BIT8_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8225206775943238e-09
Q6BIT8_1,0.0,3.2727633738625564e-09,3.2820161332028795e-09,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIT8_2,0.0,1.9902040134244483e-08,2.2274578970871424e-08,2.9697770311423446e-09,4.251994843442358e-09,4.90976480350254e-09,5.051488127935143e-09,4.754716429528094e-09,6.999786001398604e-09
Q6BIT8_3,0.0,0.0,2.3938208392066907e-09,0.0,1.2087995209971953e-09,0.0,2.1211297343762337e-09,0.0,1.0999446519987102e-09
Q6BIT8_4,0.0,5.874416995147767e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIT8_5,0.0,1.144270660749873e-09,0.0,0.0,8.546447513907035e-10,0.0,0.0,1.0951562691857868e-09,8.675988708897193e-10
Q6BIT8_6,0.0,1.0463589353637582e-10,1.0069951681477142e-10,0.0,5.330339195281338e-11,0.0,0.0,0.0,3.436060724890545e-11
Q6BIT8_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.235616651967938e-11
Q6BIT8_8,0.0,3.6679016576541854e-10,3.1384072024637634e-10,0.0,0.0,2.5925361591065806e-10,0.0,0.0,0.0
Q6BIT8_9,2.1248362035501762e-10,1.2343422576665215e-10,1.551604316059171e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIT8_10,4.724773259174454e-09,7.646138014478341e-09,6.579488211253103e-09,2.2805865111180705e-09,5.919789997221921e-09,5.913368074194952e-09,3.725526522766975e-09,5.258306599848753e-09,4.746469899769928e-09
Q6BIT8_11,1.584159479780129e-09,1.1769789413357059e-08,1.0448609814789167e-08,5.548548869251181e-09,5.809855992887432e-09,4.1311246117501386e-09,4.97135354537768e-09,7.464367576600575e-09,4.677177149824448e-09
Q6BIT8_12,0.0,0.0,0.0,0.0,0.0,0.0,3.7350376403514714e-10,0.0,2.3247683662205193e-10
Q6BIT8_13,0.0,3.293033942229498e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIT8_14,6.918413803800267e-09,4.695292557334031e-10,5.65161373301958e-10,0.0,0.0,1.915158477761802e-10,0.0,0.0,0.0
Q6BIT8_15,0.0,4.5462102555349704e-10,5.589539770318774e-10,0.0,2.286748092513904e-10,5.142796965768351e-10,1.7948893010051972e-10,0.0,2.2382555843084444e-10
Q6BIT8_16,0.0,2.784214001231993e-10,4.4221914550405074e-10,2.010236770366605e-10,0.0,0.0,2.1867444060504155e-10,3.465066125438904e-10,3.5204263151301497e-10
Q6BIT8_17,0.0,4.989381045932587e-10,5.990333019235196e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIT8_18,0.0,0.0,4.488723812171213e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIT8_19,0.0,0.0,0.0,0.0,0.0,0.0,1.7725133416100915e-10,0.0,0.0
Q6BIT8_20,0.0,2.0739274400741257e-10,3.79827583828634e-10,0.0,0.0,0.0,0.0,2.698469937418345e-10,0.0
Q6BIT8_21,0.0,3.8199297776030595e-10,4.955961203921636e-10,1.1854854419214832e-10,1.2235289984101396e-10,1.5311884832685586e-10,1.2962701967670786e-10,0.0,1.3220536374718286e-10
Q6BIT8_22,0.0,0.0,1.8073145177143585e-10,0.0,3.5651039789114187e-10,3.8757474137509027e-10,0.0,8.298591913011714e-11,2.4460534442092016e-10
Q6BIT8_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367835409253524e-11,0.0
Q6BIT8_24,0.0,4.3802101515221677e-10,4.687045114393086e-10,2.877253877233596e-10,2.911636841544806e-10,1.7988107803856887e-10,2.1183444679443812e-10,3.0679701614251004e-10,2.761491457425107e-10
Q6BIT8_25,0.0,2.1062884569076444e-10,2.7060132065359967e-10,3.698427632500442e-11,2.087764138024516e-10,2.1973590871012657e-10,9.568048387215431e-11,8.35768471490504e-11,0.0
Q6BIT8_26,0.0,0.0,0.0,5.956394599827423e-11,0.0,0.0,0.0,0.0,4.15812352882684e-11
Q6BIT8_27,0.0,2.2653029051082336e-10,2.1381415770767199e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIT8_28,0.0,2.346492136011899e-10,2.148898399959354e-10,0.0,0.0,1.611857364034968e-10,0.0,0.0,0.0
Q6BIT8_29,0.0,6.790603050717148e-10,8.856463421136887e-10,0.0,0.0,0.0,2.357645843723966e-10,0.0,1.888257962231231e-10
Q6BIT8_30,0.0,2.6116610774712455e-09,2.5594330293381866e-09,8.642436008695022e-10,9.551814860531354e-10,4.004568533113812e-10,1.4811620645080332e-09,1.4688125078264483e-09,1.3074047969469307e-09
Q6BIT8_31,0.0,8.184961738218897e-10,9.372097812265893e-10,1.7751074409901815e-10,5.187267410178833e-10,3.2923025018129466e-10,6.424989028871663e-10,5.671213817930429e-10,6.695872269127387e-10
Q6BIT8_32,0.0,8.778179359749708e-11,6.048576273469886e-11,0.0,3.1739006660494825e-12,0.0,1.7877808175331744e-11,0.0,1.464125632383995e-11
Q6BIT8_33,0.0,8.242605408851899e-11,7.963155331503838e-11,0.0,3.676298679472009e-12,1.572944949015814e-14,1.7741646661308195e-14,1.5688625495547097e-14,1.4259254038196704e-12
Q6BIU5_0,0.0,2.0767345344708563e-10,3.5728619294595536e-10,8.069872455156689e-10,7.68373848345911e-10,7.650014687576926e-10,6.829245615899722e-10,9.45637049652785e-10,7.788723976532599e-10
Q6BIU5_1,0.0,0.0,0.0,0.0,0.0,0.0,3.354739206203364e-10,0.0,0.0
Q6BIU5_2,0.0,0.0,0.0,0.0,0.0,0.0,1.527362074772637e-10,0.0,2.1908153788213222e-10
Q6BIU5_3,0.0,1.555230312307756e-10,0.0,1.5973407858514624e-10,1.2927904951187457e-10,2.4410422070017054e-10,0.0,1.2039677188951068e-10,1.4822154271294917e-10
Q6BIU5_4,0.0,3.188394842119789e-10,1.0719228645354126e-10,1.5713012288196691e-10,0.0,1.0755917990754267e-09,0.0,0.0,0.0
Q6BIV2_0,1.2390832580447771e-09,4.557070151753587e-10,3.7782432398269164e-10,2.669630381460394e-10,3.3232480122069134e-10,4.943357685436287e-10,4.771814769385394e-10,2.837870116348657e-10,3.5061798422329715e-10
Q6BIV2_1,0.0,4.154584919520856e-10,3.20629724034229e-10,4.5825503270737136e-10,3.829773846688822e-10,3.8056220265483205e-10,5.850393923554475e-10,3.8554748128352315e-10,5.558607708318094e-10
Q6BIV2_2,0.0,2.0148034721306768e-10,3.086559625668292e-10,1.391469619996717e-10,2.4194807971504233e-10,2.0612171689295914e-10,7.015606366905623e-10,1.2246248432874734e-10,3.0749199508149377e-10
Q6BIV2_3,0.0,1.13900310265251e-10,1.642805087452741e-10,3.3730843601835043e-10,3.0965483616754986e-10,1.0895410250208447e-10,3.5905811329779664e-10,3.7972905423820757e-10,2.661878537956444e-10
Q6BIV2_4,0.0,1.3736115717513109e-10,4.193140423931729e-11,0.0,7.601692585334063e-12,6.397363341967375e-11,1.7741646661308195e-14,2.886471868480886e-14,3.00765228930696e-11
Q6BIV2_5,0.0,1.5167091492665046e-11,3.9505299076347376e-11,9.661033904090352e-11,3.469191781614266e-11,0.0,1.0629037841281868e-10,5.712358005466287e-11,1.0192168096932981e-10
Q6BIV2_6,0.0,1.8271710358106033e-11,1.6266084815898722e-11,2.7887353200363944e-11,5.456692726906952e-11,0.0,6.943609673642765e-11,2.2418852408073068e-11,7.964474444081845e-11
Q6BIV2_7,0.0,0.0,0.0,1.1282683527546565e-10,5.1086730738969885e-11,0.0,7.648960109863642e-11,6.454469824825797e-11,8.236728049945578e-11
Q6BIW3_0,0.0,2.5296983777611834e-09,2.388355092996824e-09,0.0,0.0,0.0,0.0,0.0,9.58942118979721e-10
Q6BIW3_1,0.0,0.0,2.7829463847946855e-10,3.472256922922845e-10,0.0,0.0,1.6058189628676908e-10,2.1897699331390472e-10,0.0
Q6BIW3_2,0.0,4.3540689455417997e-10,0.0,0.0,0.0,0.0,0.0,0.0,2.8217636288513217e-10
Q6BIW3_3,0.0,8.63795215060858e-10,0.0,0.0,0.0,0.0,4.692900134387326e-10,0.0,5.229747181495638e-10
Q6BIW9_0,0.0,0.0,0.0,0.0,8.451530363845966e-10,0.0,0.0,0.0,7.674162910963918e-10
Q6BIW9_1,0.0,8.128589272327257e-11,1.4487640966035905e-10,3.418633735403883e-10,3.369403691761374e-10,5.124352036025395e-10,2.1465420777764507e-10,3.490026973344877e-10,3.1990582772487376e-10
Q6BIW9_2,0.0,1.345004207316042e-10,0.0,0.0,1.1377485233272161e-10,1.046024366396302e-09,0.0,1.112569601604225e-10,9.223666606461016e-11
Q6BIX2_0,0.0,6.997552730528723e-10,5.854530391561277e-10,4.169051343150785e-10,2.992213735581535e-10,3.4075302435100207e-10,3.7855555918227774e-10,3.514688144970947e-10,2.6096018721474294e-10
Q6BIX2_1,0.0,0.0,0.0,5.17943968431874e-10,3.3799888321192546e-10,0.0,0.0,4.0023733577702397e-10,0.0
Q6BIX2_2,0.0,0.0,4.1711530486819676e-10,0.0,0.0,5.416703209887582e-10,0.0,0.0,2.9381805182888245e-10
Q6BIX2_3,0.0,2.559991643129649e-10,1.8378315077577352e-10,1.1105364759960105e-10,1.1079819532867677e-10,6.254892777315922e-11,1.1332847576939197e-10,3.914588987343073e-11,9.135418533339986e-11
Q6BIX6_0,0.0,2.3871132018972937e-10,4.859458379921238e-10,0.0,3.372773005496406e-10,7.106111214489125e-10,4.083263195818902e-10,0.0,2.948978733138124e-10
Q6BIX6_1,0.0,0.0,2.0805631510420263e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIX9_0,5.2841051405551235e-09,6.000798349925708e-10,5.084698184621882e-10,4.91965367577651e-10,4.815059922881278e-10,2.43164001979977e-10,4.339197883399546e-10,4.272485525837446e-10,4.1969626136305137e-10
Q6BIX9_1,0.0,3.471528713398995e-10,6.149701070553305e-10,3.63962907659284e-09,4.1283473164373515e-09,1.5721367257012567e-09,2.366625334640421e-09,2.98637325154006e-09,1.9743223171966273e-09
Q6BIX9_2,0.0,0.0,0.0,0.0,3.891164803656288e-10,0.0,0.0,0.0,2.297759439209831e-10
Q6BIY9_0,0.0,4.4440481026646135e-10,5.709374554176507e-10,7.063930329293856e-10,0.0,0.0,0.0,6.246110629835257e-10,0.0
Q6BIZ9_0,0.0,0.0,4.138265589336383e-10,0.0,0.0,0.0,0.0,0.0,0.0
Q6BIZ9_1,0.0,0.0,0.0,1.7823434256878216e-10,0.0,0.0,0.0,0.0,0.0
Q6BJ15_0,1.3937092856400378e-09,2.5925911472533445e-10,2.252140386007775e-10,1.7954994268155107e-10,2.1676381324993046e-10,1.0848787178829025e-10,5.04812497703991e-10,2.0953388082451956e-10,1.5941912548947664e-10
Q6BJ15_1,4.092725368825026e-10,1.906990519489636e-10,1.8750505159149876e-10,1.0110861040533755e-10,1.9375506710435125e-10,6.721433395869887e-11,2.549427499868126e-10,9.449306630143979e-11,1.607472828487309e-10
Q6BJ15_2,0.0,0.0,8.834576860528284e-11,0.0,2.0040384990090026e-10,0.0,0.0,0.0,1.1060247057694091e-10
Q6BJ15_3,0.0,6.402924088434201e-11,0.0,1.8455355160107075e-10,0.0,0.0,1.799628087731774e-10,0.0,0.0
