Geneid	RNA STAR on 1MNaCl3: mapped.bam
gene-DEHA2C08580g	501
gene-DEHA2C08602g	4299
gene-DEHA2C08624g	47
gene-DEHA2C08646g	1514
gene-DEHA2C08668g	1902
gene-DEHA2C08690g	2920
gene-DEHA2C08712g	9819
gene-DEHA2C08734g	4051
gene-DEHA2C08756g	1427
gene-DEHA2C08778g	3919
gene-DEHA2C08800g	3543
gene-DEHA2C08822g	12079
gene-DEHA2C08844g	2195
gene-DEHA2C08866g	7652
gene-DEHA2C08888g	2000
gene-DEHA2C08910g	5649
gene-DEHA2C08932g	780
gene-DEHA2C08954g	1712
gene-DEHA2C08976g	8953
gene-DEHA2C08998g	2682
gene-DEHA2C09020g	2094
gene-DEHA2C09042g	3168
gene-DEHA2C09064g	2807
gene-DEHA2C09086g	692
gene-DEHA2C09108g	3214
gene-DEHA2C09130g	1883
gene-DEHA2C09152g	44828
gene-DEHA2C09174g	9
gene-DEHA2C09196g	5355
gene-DEHA2C09218g	9810
gene-DEHA2C09240g	6012
gene-DEHA2C09262g	1077
gene-DEHA2C09284g	1350
gene-DEHA2C09306g	29140
gene-DEHA2C09328g	5045
gene-DEHA2C09350g	6559
gene-DEHA2C09372g	569
gene-DEHA2C09394g	2191
gene-DEHA2C09416g	1018
gene-DEHA2C09438g	913
gene-DEHA2C09460g	5845
gene-DEHA2C09482g	1492
gene-DEHA2C09504g	2447
gene-DEHA2C09526g	4500
gene-DEHA2C09548g	2614
gene-DEHA2C09570g	3639
gene-DEHA2C09592g	291
gene-DEHA2C09614g	16460
gene-DEHA2C09636g	1726
gene-DEHA2C09658g	15938
gene-DEHA2C09680g	4833
gene-DEHA2C09702g	9505
gene-DEHA2C09724g	2111
gene-DEHA2C09746g	4829
gene-DEHA2C09768g	760
gene-DEHA2C09790r	73
gene-DEHA2C09812g	2794
gene-DEHA2C09834g	2798
gene-DEHA2C09856g	3928
gene-DEHA2C09878g	2333
gene-DEHA2C09900g	4372
gene-DEHA2C09922g	2567
gene-DEHA2C09944r	0
gene-DEHA2C09966g	3982
gene-DEHA2C09988g	2253
gene-DEHA2C10010g	3234
gene-DEHA2C10032g	239
gene-DEHA2C10054g	17255
gene-DEHA2C10076g	1376
gene-DEHA2C10098g	1776
gene-DEHA2C10120g	3806
gene-DEHA2C10142g	2494
gene-DEHA2C10164g	1799
gene-DEHA2C10186g	3899
gene-DEHA2C10208r	2
gene-DEHA2C10230r	2
gene-DEHA2C10252g	53
gene-DEHA2C10274g	22668
gene-DEHA2C10296g	6887
gene-DEHA2C10318g	3029
gene-DEHA2C10340g	1577
gene-DEHA2C10362g	538
gene-DEHA2C10384g	2483
gene-DEHA2C10406g	1720
gene-DEHA2C10428g	4101
gene-DEHA2C10450g	3152
gene-DEHA2C10472g	5557
gene-DEHA2C10494g	6269
gene-DEHA2C10516g	1030
gene-DEHA2C10538g	6413
gene-DEHA2C10560g	1861
gene-DEHA2C10582g	3386
gene-DEHA2C10604g	1721
gene-DEHA2C10626g	1142
gene-DEHA2C10648g	13468
gene-DEHA2C10670g	8080
gene-DEHA2C10692g	6113
gene-DEHA2C10714g	2178
gene-DEHA2C10736g	5689
gene-DEHA2C10758g	19610
gene-DEHA2C10780r	10
gene-DEHA2C10802g	78
gene-DEHA2C10824g	0
gene-DEHA2C10846g	11996
gene-DEHA2C10868g	2588
gene-DEHA2C10890g	2658
gene-DEHA2C10912g	3413
gene-DEHA2C10934g	8131
gene-DEHA2C10956g	15092
gene-DEHA2C10978g	6364
gene-DEHA2C11000g	8306
gene-DEHA2C11022g	4733
gene-DEHA2C11044g	2772
gene-DEHA2C11066g	1713
gene-DEHA2C11088g	678
gene-DEHA2C11110g	5457
gene-DEHA2C11286g	1699
gene-DEHA2C11352g	426
gene-DEHA2C11374g	973
gene-DEHA2C11396g	804
gene-DEHA2C11418g	2855
gene-DEHA2C11440g	22476
gene-DEHA2C11462g	11580
gene-DEHA2C11484g	5310
gene-DEHA2C11506g	2712
gene-DEHA2C11528g	8123
gene-DEHA2C11550g	4921
gene-DEHA2C11572g	5462
gene-DEHA2C11594g	1719
gene-DEHA2C11616g	5291
gene-DEHA2C11638g	7891
gene-DEHA2C11660g	7157
gene-DEHA2C11682g	1482
gene-DEHA2C11704g	3889
gene-DEHA2C11726r	4
gene-DEHA2C11748g	1895
gene-DEHA2C11770g	6542
gene-DEHA2C11792g	37743
gene-DEHA2C11814g	24659
gene-DEHA2C11836g	284
gene-DEHA2C11858g	1841
gene-DEHA2C11880g	1762
gene-DEHA2C11902g	3347
gene-DEHA2C11924g	1475
gene-DEHA2C11946g	18782
gene-DEHA2C11968g	13174
gene-DEHA2C11990g	457
gene-DEHA2C12012g	2892
gene-DEHA2C12034g	17363
gene-DEHA2C12056g	642
gene-DEHA2C12078g	3852
gene-DEHA2C12100g	4090
gene-DEHA2C12122g	9715
gene-DEHA2C12144g	3265
gene-DEHA2C12166g	6950
gene-DEHA2C12188g	0
gene-DEHA2C12210g	2955
gene-DEHA2C12243g2	0
gene-DEHA2C12254g	4367
gene-DEHA2C12276g	281
gene-DEHA2C12298g	3590
gene-DEHA2C12320g	137
gene-DEHA2C12342g	5982
gene-DEHA2C12364g	2026
gene-DEHA2C12386g	1674
gene-DEHA2C12408g	3053
gene-DEHA2C12430g	6699
gene-DEHA2C12452g	2764
gene-DEHA2C12474g	3438
gene-DEHA2C12496g	2358
gene-DEHA2C12518g	2515
gene-DEHA2C12540g	3579
gene-DEHA2C12562g	2434
gene-DEHA2C12584g	2854
gene-DEHA2C12606g	4349
gene-DEHA2C12628g	4451
gene-DEHA2C12650g	1538
gene-DEHA2C12672g	1111
gene-DEHA2C12694g	1633
gene-DEHA2C12716g	62
gene-DEHA2C12738g	7240
gene-DEHA2C12760g	9749
gene-DEHA2C12782g	4150
gene-DEHA2C12804g	1404
gene-DEHA2C12826g	5634
gene-DEHA2C12848g	9849
gene-DEHA2C12870g	1045
gene-DEHA2C12892g	2477
gene-DEHA2C12914g	1569
gene-DEHA2C12936g	7715
gene-DEHA2C12958g	18
gene-DEHA2C12980g	87622
gene-DEHA2C13002g	6459
gene-DEHA2C13024g	1593
gene-DEHA2C13046g	8513
gene-DEHA2C13068g	3018
gene-DEHA2C13090g	1274
gene-DEHA2C13112g	33643
gene-DEHA2C13134g	1003
gene-DEHA2C13156g	3417
gene-DEHA2C13178g	4711
gene-DEHA2C13200g	5590
gene-DEHA2C13222g	12502
gene-DEHA2C13244g	3842
gene-DEHA2C13266g	4090
gene-DEHA2C13288g	4576
gene-DEHA2C13310g	6591
gene-DEHA2C13332g	199
gene-DEHA2C13354g	1917
gene-DEHA2C13376g	4196
gene-DEHA2C13398g	11511
gene-DEHA2C13420g	208
gene-DEHA2C13442g	6050
gene-DEHA2C13464g	4388
gene-DEHA2C13486g	10259
gene-DEHA2C13508g	2377
gene-DEHA2C13541g2	370
gene-DEHA2C13552g	2968
gene-DEHA2C13574g	1501
gene-DEHA2C13596g	3091
gene-DEHA2C13618g	573
gene-DEHA2C13640g	591
gene-DEHA2C13662g	5656
gene-DEHA2C13684g	11497
gene-DEHA2C13706g	5947
gene-DEHA2C13728g	1705
gene-DEHA2C13750g	3995
gene-DEHA2C13772g	8799
gene-DEHA2C13794g	6040
gene-DEHA2C13816g	1157
gene-DEHA2C13838g	3986
gene-DEHA2C13860g	8109
gene-DEHA2C13882g	30999
gene-DEHA2C13904g	4283
gene-DEHA2C13926g	3146
gene-DEHA2C13948g	4511
gene-DEHA2C13970g	3330
gene-DEHA2C13992g	4319
gene-DEHA2C14014g	3070
gene-DEHA2C14036g	685
gene-DEHA2C14058g	33336
gene-DEHA2C14080g	4882
gene-DEHA2C14102g	113
gene-DEHA2C14124g	3709
gene-DEHA2C14146g	4456
gene-DEHA2C14168g	3326
gene-DEHA2C14190g	11487
gene-DEHA2C14212g	2105
gene-DEHA2C14234g	8531
gene-DEHA2C14256g	861
gene-DEHA2C14278g	3796
gene-DEHA2C14300g	2066
gene-DEHA2C14322g	4290
gene-DEHA2C14344g	4598
gene-DEHA2C14366g	3544
gene-DEHA2C14388g	6430
gene-DEHA2C14410r	0
gene-DEHA2C14432g	274
gene-DEHA2C14454g	91
gene-DEHA2C14476g	10
gene-DEHA2C14498g	80
gene-DEHA2C14520g	354
gene-DEHA2C14542g	1643
gene-DEHA2C14564g	4716
gene-DEHA2C14586g	6982
gene-DEHA2C14608g	2197
gene-DEHA2C14630g	4154
gene-DEHA2C14652g	4857
gene-DEHA2C14674g	4113
gene-DEHA2C14696g	8110
gene-DEHA2C14718g	1956
gene-DEHA2C14740g	1616
gene-DEHA2C14762g	7652
gene-DEHA2C14784g	823
gene-DEHA2C14806g	67
gene-DEHA2C14828g	1678
gene-DEHA2C14850g	1832
gene-DEHA2C14872g	3157
gene-DEHA2C14894g	773
gene-DEHA2C14916g	2553
gene-DEHA2C14938g	8223
gene-DEHA2C14960g	3691
gene-DEHA2C14982g	2336
gene-DEHA2C15004g	3055
gene-DEHA2C15026g	6066
gene-DEHA2C15048g	4446
gene-DEHA2C15070g	5772
gene-DEHA2C15092g	1790
gene-DEHA2C15114g	930
gene-DEHA2C15136g	1724
gene-DEHA2C15158g	210
gene-DEHA2C15180g	831
gene-DEHA2C15202g	9031
gene-DEHA2C15224g	3432
gene-DEHA2C15246g	1581
gene-DEHA2C15268g	3125
gene-DEHA2C15290g	5064
gene-DEHA2C15312g	5780
gene-DEHA2C15334g	9544
gene-DEHA2C15356g	1204
gene-DEHA2C15378g	7457
gene-DEHA2C15400g	485
gene-DEHA2C15422g	1203
gene-DEHA2C15444g	3272
gene-DEHA2C15466g	527
gene-DEHA2C15488g	4655
gene-DEHA2C15510g	2298
gene-DEHA2C15532g	45956
gene-DEHA2C15554r	0
gene-DEHA2C15576r	0
gene-DEHA2C15598g	102
gene-DEHA2C15620g	3589
gene-DEHA2C15642g	4715
gene-DEHA2C15664g	5191
gene-DEHA2C15686g	14519
gene-DEHA2C15708g	808
gene-DEHA2C15730g	2022
gene-DEHA2C15752g	4195
gene-DEHA2C15774g	5324
gene-DEHA2C15796g	3234
gene-DEHA2C15818g	13793
gene-DEHA2C15840g	1215
gene-DEHA2C15862g	6495
gene-DEHA2C15884g	7069
gene-DEHA2C15906g	1314
gene-DEHA2C15928g	2658
gene-DEHA2C15950g	1178
gene-DEHA2C15972g	4521
gene-DEHA2C15994g	5996
gene-DEHA2C16016g	4031
gene-DEHA2C16038g	23428
gene-DEHA2C16060g	7724
gene-DEHA2C16082g	2379
gene-DEHA2C16104g	2089
gene-DEHA2C16126g	1290
gene-DEHA2C16148g	3688
gene-DEHA2C16170g	4778
gene-DEHA2C16192g	8727
gene-DEHA2C16214g	7599
gene-DEHA2C16236g	2937
gene-DEHA2C16258g	2991
gene-DEHA2C16280g	10853
gene-DEHA2C16302g	1251
gene-DEHA2C16324g	4869
gene-DEHA2C16346g	4810
gene-DEHA2C16368g	1368
gene-DEHA2C16390g	4136
gene-DEHA2C16412g	866
gene-DEHA2C16434g	1814
gene-DEHA2C16456g	1163
gene-DEHA2C16478g	5621
gene-DEHA2C16500g	3812
gene-DEHA2C16522r	5
gene-DEHA2C16544g	2375
gene-DEHA2C16566g	5690
gene-DEHA2C16588g	649
gene-DEHA2C16610g	3352
gene-DEHA2C16632g	7385
gene-DEHA2C16654g	7395
gene-DEHA2C16676g	11006
gene-DEHA2C16698g	7832
gene-DEHA2C16720g	52
gene-DEHA2C16742g	9091
gene-DEHA2C16764g	4177
gene-DEHA2C16786g	2047
gene-DEHA2C16808g	6531
gene-DEHA2C16830g	6353
gene-DEHA2C16852g	10219
gene-DEHA2C16874g	2305
gene-DEHA2C16896g	3737
gene-DEHA2C16918g	5078
gene-DEHA2C16940g	1114
gene-DEHA2C16962g	1202
gene-DEHA2C16984g	4238
gene-DEHA2C17006g	872
gene-DEHA2C17028g	8386
gene-DEHA2C17050g	1109
gene-DEHA2C17072g	2253
gene-DEHA2C17094r	0
gene-DEHA2C17116g	4485
gene-DEHA2C17138g	1735
gene-DEHA2C17160g	3752
gene-DEHA2C17182g	1201
gene-DEHA2C17204g	2918
gene-DEHA2C17226g	9878
gene-DEHA2C17248g	2371
gene-DEHA2C17270g	2498
gene-DEHA2C17292g	2150
gene-DEHA2C17314g	3717
gene-DEHA2C17336g	3702
gene-DEHA2C17358g	16433
gene-DEHA2C17380g	2375
gene-DEHA2C17402g	5085
gene-DEHA2C17424g	853
gene-DEHA2C17446g	2911
gene-DEHA2C17468g	2741
gene-DEHA2C17490g	4460
gene-DEHA2C17512g	4587
gene-DEHA2C17534g	4694
gene-DEHA2C17556g	807
gene-DEHA2C17578g	2439
gene-DEHA2C17600g	2147
gene-DEHA2C17622g	1789
gene-DEHA2C17644g	65
gene-DEHA2C17666g	233
gene-DEHA2C17688g	7
gene-DEHA2C17710g	51
gene-DEHA2C17732g	49
gene-DEHA2C17754g	857
gene-DEHA2C17776g	10
gene-DEHA2C17798g	17
gene-DEHA2C17820g	549
gene-DEHA2C17842g	596
gene-DEHA2C17864g	934
gene-DEHA2C17886g	695
gene-DEHA2C17908g	310
gene-DEHA2C17930g	352
gene-DEHA2D00110g	1
gene-DEHA2D00132g	50630
gene-DEHA2D00154g	347
gene-DEHA2D00176g	468
gene-DEHA2D00198g	674
gene-DEHA2D00220g	243
gene-DEHA2D00242g	134
gene-DEHA2D00264g	5
gene-DEHA2D00286g	2
gene-DEHA2D00308g	16
gene-DEHA2D00330g	156
gene-DEHA2D00352g	21
gene-DEHA2D00374g	2
gene-DEHA2D00396g	0
gene-DEHA2D00418g	0
gene-DEHA2D00440g	0
gene-DEHA2D00462g	1
gene-DEHA2D00484g	13
gene-DEHA2D00506g	6
gene-DEHA2D00528g	2
gene-DEHA2D00550g	36
gene-DEHA2D00572g	0
gene-DEHA2D00594g	0
gene-DEHA2D00616g	0
gene-DEHA2D00638g	420
gene-DEHA2D00660g	1465
gene-DEHA2D00682g	67
gene-DEHA2D00704g	5
gene-DEHA2D00726g	11
gene-DEHA2D00748g	4637
gene-DEHA2D00770g	1042
gene-DEHA2D00792g	93
gene-DEHA2D00814g	868
gene-DEHA2D00836g	214
gene-DEHA2D00858g	1
gene-DEHA2D00880g	100
gene-DEHA2D00902g	0
gene-DEHA2D00924g	55314
gene-DEHA2D00946g	30
gene-DEHA2D00968g	2680
gene-DEHA2D00990g	3291
gene-DEHA2D01012g	1256
gene-DEHA2D01034g	3462
gene-DEHA2D01056g	631
gene-DEHA2D01078g	1111
gene-DEHA2D01100g	1664
gene-DEHA2D01122g	1410
gene-DEHA2D01144g	1558
gene-DEHA2D01166g	1087
gene-DEHA2D01188g	8262
gene-DEHA2D01210g	14103
gene-DEHA2D01232g	761
gene-DEHA2D01254g	920
gene-DEHA2D01276g	13603
gene-DEHA2D01298g	154
gene-DEHA2D01320g	1341
gene-DEHA2D01342g	822
gene-DEHA2D01364g	838
gene-DEHA2D01386g	177
gene-DEHA2D01408g	1000
gene-DEHA2D01430g	3080
gene-DEHA2D01452g	817
gene-DEHA2D01474g	994
gene-DEHA2D01496g	3779
gene-DEHA2D01518g	2203
gene-DEHA2D01540g	2429
gene-DEHA2D01562g	2242
gene-DEHA2D01584g	2587
gene-DEHA2D01606g	3701
gene-DEHA2D01628g	1493
gene-DEHA2D01650g	1574
gene-DEHA2D01672g	4677
gene-DEHA2D01694g	3845
gene-DEHA2D01716g	4414
gene-DEHA2D01738g	1619
gene-DEHA2D01760g	1156
gene-DEHA2D01782g	1027
gene-DEHA2D01804g	1823
gene-DEHA2D01826g	4727
gene-DEHA2D01848g	891
gene-DEHA2D01870r	0
gene-DEHA2D01892g	11036
gene-DEHA2D01914g	925
gene-DEHA2D01936g	8297
gene-DEHA2D01958g	2909
gene-DEHA2D01980r	0
gene-DEHA2D02002g	989
gene-DEHA2D02024g	3204
gene-DEHA2D02046g	755
gene-DEHA2D02068g	216
gene-DEHA2D02090g	1202
gene-DEHA2D02112g	12004
gene-DEHA2D02134g	2214
gene-DEHA2D02156g	1362
gene-DEHA2D02178g	3189
gene-DEHA2D02200g	4319
gene-DEHA2D02222g	7074
gene-DEHA2D02244g	6176
gene-DEHA2D02266g	30243
gene-DEHA2D02288g	1773
gene-DEHA2D02310g	3447
gene-DEHA2D02332g	348769
gene-DEHA2D02354g	2302
gene-DEHA2D02376g	130415
gene-DEHA2D02398g	3896
gene-DEHA2D02420g	5124
gene-DEHA2D02442g	16245
gene-DEHA2D02464g	953
gene-DEHA2D02486g	23
gene-DEHA2D02508g	4854
gene-DEHA2D02530g	1108
gene-DEHA2D02552g	6960
gene-DEHA2D02574g	2594
gene-DEHA2D02596g	589
gene-DEHA2D02618g	3074
gene-DEHA2D02640g	4549
gene-DEHA2D02662g	2826
gene-DEHA2D02684g	4214
gene-DEHA2D02706g	1755
gene-DEHA2D02728g	2732
gene-DEHA2D02750g	183
gene-DEHA2D02772g	321
gene-DEHA2D02794g	988
gene-DEHA2D02816g	33573
gene-DEHA2D02838g	8113
gene-DEHA2D02860g	1995
gene-DEHA2D02882g	1396
gene-DEHA2D02904g	3476
gene-DEHA2D02926g	2916
gene-DEHA2D02948g	4636
gene-DEHA2D02970g	310
gene-DEHA2D02992g	6465
gene-DEHA2D03014g	5136
gene-DEHA2D03036g	15572
gene-DEHA2D03058g	1431
gene-DEHA2D03080g	73
gene-DEHA2D03102g	94
gene-DEHA2D03124g	6445
gene-DEHA2D03146g	4491
gene-DEHA2D03168g	87
gene-DEHA2D03190g	1251
gene-DEHA2D03212g	12742
gene-DEHA2D03234g	329
gene-DEHA2D03256g	1082
gene-DEHA2D03278g	1153
gene-DEHA2D03300g	2647
gene-DEHA2D03322g	3010
gene-DEHA2D03344g	315
gene-DEHA2D03366g	1282
gene-DEHA2D03388g	3711
gene-DEHA2D03410g	1938
gene-DEHA2D03432g	1837
gene-DEHA2D03454g	2018
gene-DEHA2D03476g	6
gene-DEHA2D03498g	1769
gene-DEHA2D03520g	1016
gene-DEHA2D03542g	2
gene-DEHA2D03564g	1413
gene-DEHA2D03586g	13
gene-DEHA2D03608g	7003
gene-DEHA2D03630g	639
gene-DEHA2D03652g	1886
gene-DEHA2D03674g	3517
gene-DEHA2D03696g	6394
gene-DEHA2D03718g	16811
gene-DEHA2D03740g	323
gene-DEHA2D03762g	3093
gene-DEHA2D03784g	2387
gene-DEHA2D03806g	420
gene-DEHA2D03828g	554
gene-DEHA2D03850g	2811
gene-DEHA2D03872g	1410
gene-DEHA2D03894g	1091
gene-DEHA2D03916g	3296
gene-DEHA2D03938g	1374
gene-DEHA2D03960g	9129
gene-DEHA2D03982g	3397
gene-DEHA2D04004g	500
gene-DEHA2D04026g	4829
gene-DEHA2D04048g	1760
gene-DEHA2D04070g	568
gene-DEHA2D04092g	4964
gene-DEHA2D04114g	5273
gene-DEHA2D04136g	6503
gene-DEHA2D04158g	3831
gene-DEHA2D04180g	2784
gene-DEHA2D04202g	10110
gene-DEHA2D04224r	0
gene-DEHA2D04246g	2724
gene-DEHA2D04268g	7009
gene-DEHA2D04290g	2176
gene-DEHA2D04312g	4602
gene-DEHA2D04334r	2
gene-DEHA2D04356g	27
gene-DEHA2D04378g	100
gene-DEHA2D04400g	6867
gene-DEHA2D04422g	790
gene-DEHA2D04444g	7408
gene-DEHA2D04466g	5238
gene-DEHA2D04488g	4995
gene-DEHA2D04510g	8779
gene-DEHA2D04532r	0
gene-DEHA2D04554g	57437
gene-DEHA2D04576g	1916
gene-DEHA2D04598g	1882
gene-DEHA2D04620g	2245
gene-DEHA2D04642g	28995
gene-DEHA2D04664g	673
gene-DEHA2D04686g	1925
gene-DEHA2D04708g	13216
gene-DEHA2D04730g	2111
gene-DEHA2D04752r	1
gene-DEHA2D04774r	0
gene-DEHA2D04796g	9983
gene-DEHA2D04818g	1516
gene-DEHA2D04840r	0
gene-DEHA2D04862r	1
gene-DEHA2D04884g	708
gene-DEHA2D04906g	1596
gene-DEHA2D04928g	2127
gene-DEHA2D04950g	911
gene-DEHA2D04972g	3962
gene-DEHA2D04994g	1054
gene-DEHA2D05016g	2326
gene-DEHA2D05038g	1904
gene-DEHA2D05060g	4234
gene-DEHA2D05082g	4731
gene-DEHA2D05104g	1568
gene-DEHA2D05126g	3984
gene-DEHA2D05148g	1608
gene-DEHA2D05170g	1133
gene-DEHA2D05192g	3799
gene-DEHA2D05214g	2907
gene-DEHA2D05236g	1673
gene-DEHA2D05258g	2
gene-DEHA2D05280g	0
gene-DEHA2D05302g	43
gene-DEHA2D05324g	1210
gene-DEHA2D05346g	28607
gene-DEHA2D05368g	3298
gene-DEHA2D05390g	6701
gene-DEHA2D05412g	70614
gene-DEHA2D05434g	4590
gene-DEHA2D05456g	3506
gene-DEHA2D05478g	2517
gene-DEHA2D05500g	2954
gene-DEHA2D05522g	1512
gene-DEHA2D05544g	16236
gene-DEHA2D05566g	1062
gene-DEHA2D05588g	1209
gene-DEHA2D05610g	4753
gene-DEHA2D05632g	3045
gene-DEHA2D05654g	6746
gene-DEHA2D05676g	5239
gene-DEHA2D05698g	8975
gene-DEHA2D05720g	543
gene-DEHA2D05742g	2032
gene-DEHA2D05764g	3738
gene-DEHA2D05786g	2437
gene-DEHA2D05808g	330
gene-DEHA2D05830g	10
gene-DEHA2D06061g	8
gene-DEHA2D06116g	286
gene-DEHA2D06138g	8413
gene-DEHA2D06160g	80803
gene-DEHA2D06182g	23368
gene-DEHA2D06204g	2409
gene-DEHA2D06226g	4561
gene-DEHA2D06248r	3
gene-DEHA2D06270g	875
gene-DEHA2D06292g	18983
gene-DEHA2D06314g	53
gene-DEHA2D06336g	4661
gene-DEHA2D06358g	2961
gene-DEHA2D06380g	8392
gene-DEHA2D06402g	15446
gene-DEHA2D06424g	8745
gene-DEHA2D06446g	1010
gene-DEHA2D06468g	813
gene-DEHA2D06490g	3580
gene-DEHA2D06512g	3127
gene-DEHA2D06534g	3545
gene-DEHA2D06556g	4801
gene-DEHA2D06578g	2801
gene-DEHA2D06600g	2109
gene-DEHA2D06622g	18177
gene-DEHA2D06644g	918
gene-DEHA2D06666g	14
gene-DEHA2D06688g	3228
gene-DEHA2D06710g	398
gene-DEHA2D06732g	1377
gene-DEHA2D06754g	3184
gene-DEHA2D06776g	250
gene-DEHA2D06798g	3219
gene-DEHA2D06820g	20195
gene-DEHA2D06842g	10470
gene-DEHA2D06864g	7618
gene-DEHA2D06886g	5865
gene-DEHA2D06908g	4790
gene-DEHA2D06930g	3627
gene-DEHA2D06952g	17549
gene-DEHA2D06974g	1266
gene-DEHA2D06996g	2344
gene-DEHA2D07018g	277
gene-DEHA2D07040g	1197
gene-DEHA2D07062g	5646
gene-DEHA2D07084g	51166
gene-DEHA2D07106g	464
gene-DEHA2D07128g	4225
gene-DEHA2D07150r	2
gene-DEHA2D07172g	2500
gene-DEHA2D07194g	1431
gene-DEHA2D07216g	1193
gene-DEHA2D07238g	3175
gene-DEHA2D07260r	4
gene-DEHA2D07282g	2297
gene-DEHA2D07304g	5854
gene-DEHA2D07326g	813
gene-DEHA2D07348g	8648
gene-DEHA2D07370g	4975
gene-DEHA2D07392g	4227
gene-DEHA2D07414g	2818
gene-DEHA2D07436g	3844
gene-DEHA2D07458g	6203
gene-DEHA2D07480g	492
gene-DEHA2D07502g	2419
gene-DEHA2D07524g	1606
gene-DEHA2D07546g	149
gene-DEHA2D07568g	13694
gene-DEHA2D07590r	1
gene-DEHA2D07612g	349
gene-DEHA2D07634g	4630
gene-DEHA2D07656g	1020
gene-DEHA2D07678g	3396
gene-DEHA2D07700g	1495
gene-DEHA2D07722g	1282
gene-DEHA2D07744g	1345
gene-DEHA2D07766g	2058
gene-DEHA2D07788g	2257
gene-DEHA2D07810r	0
gene-DEHA2D07832g	5853
gene-DEHA2D07854g	1784
gene-DEHA2D07876g	5395
gene-DEHA2D07898g	7495
gene-DEHA2D07920g	375
gene-DEHA2D07942g	7478
gene-DEHA2D07964g	11250
gene-DEHA2D07986g	1986
gene-DEHA2D08008g	3894
gene-DEHA2D08030g	3454
gene-DEHA2D08052g	6112
gene-DEHA2D08074g	2440
gene-DEHA2D08096g	8912
gene-DEHA2D08118g	1114
gene-DEHA2D08140g	1964
gene-DEHA2D08162g	1215
gene-DEHA2D08184g	4161
gene-DEHA2D08206g	3701
gene-DEHA2D08228g	2498
gene-DEHA2D08250g	347
gene-DEHA2D08272g	3211
gene-DEHA2D08294g	186
gene-DEHA2D08316g	1425
gene-DEHA2D08338g	632
gene-DEHA2D08360g	318
gene-DEHA2D08382g	1
gene-DEHA2D08404g	1556
gene-DEHA2D08426g	7222
gene-DEHA2D08448g	20
gene-DEHA2D08470g	1123
gene-DEHA2D08492g	1826
gene-DEHA2D08514g	20829
gene-DEHA2D08536g	52365
gene-DEHA2D08558g	19384
gene-DEHA2D08580g	477
gene-DEHA2D08602g	254
gene-DEHA2D08624g	1981
gene-DEHA2D08646g	28
gene-DEHA2D08668g	4
gene-DEHA2D08690g	822
gene-DEHA2D08712r	95
gene-DEHA2D08734g	2590
gene-DEHA2D08756g	2055
gene-DEHA2D08778g	3343
gene-DEHA2D08800g	15327
gene-DEHA2D08822g	4220
gene-DEHA2D08844g	3656
gene-DEHA2D08866g	4887
gene-DEHA2D08888g	1990
gene-DEHA2D08910g	8178
gene-DEHA2D08932g	2395
gene-DEHA2D08954g	24769
gene-DEHA2D08976g	1215
gene-DEHA2D08998g	1895
gene-DEHA2D09020g	4202
gene-DEHA2D09042g	4540
gene-DEHA2D09064g	2605
gene-DEHA2D09086g	3289
gene-DEHA2D09108g	2535
gene-DEHA2D09130g	2963
gene-DEHA2D09152g	661
gene-DEHA2D09174g	5359
gene-DEHA2D09196g	5853
gene-DEHA2D09218g	7798
gene-DEHA2D09240g	1188
gene-DEHA2D09262g	1179
gene-DEHA2D09284g	0
gene-DEHA2D09306g	3323
gene-DEHA2D09328g	992
gene-DEHA2D09350g	3917
gene-DEHA2D09372g	5349
gene-DEHA2D09394g	9105
gene-DEHA2D09416g	23712
gene-DEHA2D09438g	21962
gene-DEHA2D09460g	49009
gene-DEHA2D09482g	2339
gene-DEHA2D09504g	2733
gene-DEHA2D09526g	1450
gene-DEHA2D09548g	3605
gene-DEHA2D09570g	2023
gene-DEHA2D09592g	6524
gene-DEHA2D09614g	5454
gene-DEHA2D09636g	9384
gene-DEHA2D09658g	5762
gene-DEHA2D09680g	428
gene-DEHA2D09702g	3052
gene-DEHA2D09724g	1786
gene-DEHA2D09746g	49
gene-DEHA2D09768g	1876
gene-DEHA2D09790g	4891
gene-DEHA2D09812g	2037
gene-DEHA2D09834g	3906
gene-DEHA2D09856g	5005
gene-DEHA2D09878g	403
gene-DEHA2D09900g	2718
gene-DEHA2D09922g	8436
gene-DEHA2D09944g	1347
gene-DEHA2D09966g	10505
gene-DEHA2D09988g	3681
gene-DEHA2D10010g	2298
gene-DEHA2D10032g	2918
gene-DEHA2D10054g	7275
gene-DEHA2D10076g	3354
gene-DEHA2D10098g	1709
gene-DEHA2D10120g	3762
gene-DEHA2D10142g	581
gene-DEHA2D10164g	160
gene-DEHA2D10186g	17985
gene-DEHA2D10208g	20357
gene-DEHA2D10230g	2388
gene-DEHA2D10252g	2670
gene-DEHA2D10274g	978
gene-DEHA2D10296g	3037
gene-DEHA2D10318g	1140
gene-DEHA2D10340g	5994
gene-DEHA2D10362g	1891
gene-DEHA2D10384g	3951
gene-DEHA2D10406g	62156
gene-DEHA2D10428g	3285
gene-DEHA2D10450g	1063
gene-DEHA2D10472g	6149
gene-DEHA2D10494r	1
gene-DEHA2D10516g	2504
gene-DEHA2D10538g	1392
gene-DEHA2D10560g	4584
gene-DEHA2D10582g	8647
gene-DEHA2D10604g	5069
gene-DEHA2D10626g	8677
gene-DEHA2D10648g	2584
