Geneid	RNA STAR on Control1: mapped.bam
gene-DEHA2D10692r	1
gene-DEHA2D10714g	8225
gene-DEHA2D10736g	2091
gene-DEHA2D10758g	1214
gene-DEHA2D10769g	36
gene-DEHA2D10780g	1444
gene-DEHA2D10802g	4614
gene-DEHA2D10824g	5604
gene-DEHA2D10846r	33
gene-DEHA2D10868g	2440
gene-DEHA2D10890g	4411
gene-DEHA2D10912g	3084
gene-DEHA2D10934g	3596
gene-DEHA2D10956g	694
gene-DEHA2D10978g	3082
gene-DEHA2D11000g	2461
gene-DEHA2D11022g	8098
gene-DEHA2D11044g	26275
gene-DEHA2D11066g	880
gene-DEHA2D11088g	5408
gene-DEHA2D11110g	12109
gene-DEHA2D11132g	2
gene-DEHA2D11154g	1191
gene-DEHA2D11176g	540
gene-DEHA2D11198g	3342
gene-DEHA2D11220g	4064
gene-DEHA2D11242g	2725
gene-DEHA2D11264g	3952
gene-DEHA2D11286g	3691
gene-DEHA2D11308g	2952
gene-DEHA2D11330g	1712
gene-DEHA2D11352g	438
gene-DEHA2D11374g	11593
gene-DEHA2D11396g	12075
gene-DEHA2D11418g	3599
gene-DEHA2D11440g	23791
gene-DEHA2D11462g	5173
gene-DEHA2D11484g	65
gene-DEHA2D11506g	969
gene-DEHA2D11528g	3108
gene-DEHA2D11550g	22
gene-DEHA2D11572g	2476
gene-DEHA2D11594g	2569
gene-DEHA2D11616g	2191
gene-DEHA2D11638g	2855
gene-DEHA2D11660g	5138
gene-DEHA2D11682g	14876
gene-DEHA2D11704g	286
gene-DEHA2D11726g	132
gene-DEHA2D11748g	9391
gene-DEHA2D11770g	385
gene-DEHA2D11792g	4667
gene-DEHA2D11814g	4345
gene-DEHA2D11836g	2874
gene-DEHA2D11858g	2079
gene-DEHA2D11880g	2700
gene-DEHA2D11902g	6209
gene-DEHA2D11924g	2865
gene-DEHA2D11946g	1544
gene-DEHA2D11968g	23580
gene-DEHA2D11990g	13764
gene-DEHA2D12012g	28355
gene-DEHA2D12034g	11185
gene-DEHA2D12056g	12761
gene-DEHA2D12078g	1353
gene-DEHA2D12100g	1197
gene-DEHA2D12122g	874
gene-DEHA2D12144g	280
gene-DEHA2D12166g	1036
gene-DEHA2D12188g	2717
gene-DEHA2D12210g	190
gene-DEHA2D12232g	1715
gene-DEHA2D12254g	5280
gene-DEHA2D12276g	2924
gene-DEHA2D12298g	303
gene-DEHA2D12320g	5815
gene-DEHA2D12342g	1063
gene-DEHA2D12364g	1880
gene-DEHA2D12386g	2367
gene-DEHA2D12408g	2917
gene-DEHA2D12430g	5237
gene-DEHA2D12452g	3138
gene-DEHA2D12474g	5341
gene-DEHA2D12496g	17125
gene-DEHA2D12518g	6883
gene-DEHA2D12540g	8692
gene-DEHA2D12562g	6912
gene-DEHA2D12584g	40130
gene-DEHA2D12606g	6149
gene-DEHA2D12628g	2951
gene-DEHA2D12650g	1500
gene-DEHA2D12672g	718
gene-DEHA2D12694g	34387
gene-DEHA2D12716g	56508
gene-DEHA2D12738g	1819
gene-DEHA2D12760g	2677
gene-DEHA2D12782g	1999
gene-DEHA2D12804g	1607
gene-DEHA2D12826g	30
gene-DEHA2D12848g	10160
gene-DEHA2D12870g	1095
gene-DEHA2D12892g	411
gene-DEHA2D12914g	17
gene-DEHA2D12936g	447
gene-DEHA2D12958g	690
gene-DEHA2D12980g	5141
gene-DEHA2D13002g	3319
gene-DEHA2D13024g	3318
gene-DEHA2D13046g	1062
gene-DEHA2D13068g	1841
gene-DEHA2D13090g	1060
gene-DEHA2D13112g	8144
gene-DEHA2D13134g	2850
gene-DEHA2D13156g	3345
gene-DEHA2D13178g	13600
gene-DEHA2D13200g	2094
gene-DEHA2D13222g	4919
gene-DEHA2D13244g	3051
gene-DEHA2D13266g	3803
gene-DEHA2D13288g	1003
gene-DEHA2D13310g	3330
gene-DEHA2D13332g	6455
gene-DEHA2D13354g	859
gene-DEHA2D13376g	7029
gene-DEHA2D13398g	27564
gene-DEHA2D13420g	4289
gene-DEHA2D13442g	666
gene-DEHA2D13464g	3229
gene-DEHA2D13486g	2582
gene-DEHA2D13508g	2119
gene-DEHA2D13530g	4554
gene-DEHA2D13552g	8899
gene-DEHA2D13574g	2632
gene-DEHA2D13596g	3213
gene-DEHA2D13618g	6862
gene-DEHA2D13640g	13556
gene-DEHA2D13662g	663
gene-DEHA2D13684g	140
gene-DEHA2D13706g	3943
gene-DEHA2D13728g	13158
gene-DEHA2D13750g	5022
gene-DEHA2D13772g	6566
gene-DEHA2D13794g	3266
gene-DEHA2D13816g	5423
gene-DEHA2D13838g	3870
gene-DEHA2D13860g	3730
gene-DEHA2D13882g	2678
gene-DEHA2D13904g	10279
gene-DEHA2D13926g	8084
gene-DEHA2D13948g	3112
gene-DEHA2D13970g	1570
gene-DEHA2D13992g	3446
gene-DEHA2D14014g	2219
gene-DEHA2D14036g	3539
gene-DEHA2D14058g	23
gene-DEHA2D14080g	2962
gene-DEHA2D14102g	635
gene-DEHA2D14124g	6485
gene-DEHA2D14146g	3
gene-DEHA2D14168g	3305
gene-DEHA2D14190g	2644
gene-DEHA2D14212g	3032
gene-DEHA2D14234g	338
gene-DEHA2D14256g	7071
gene-DEHA2D14278g	1999
gene-DEHA2D14300g	5063
gene-DEHA2D14322g	1735
gene-DEHA2D14344g	4327
gene-DEHA2D14366g	34
gene-DEHA2D14388g	47
gene-DEHA2D14410g	13458
gene-DEHA2D14432g	3035
gene-DEHA2D14454g	5866
gene-DEHA2D14476g	11888
gene-DEHA2D14498g	4677
gene-DEHA2D14520g	2808
gene-DEHA2D14542g	1667
gene-DEHA2D14564g	1909
gene-DEHA2D14586g	7874
gene-DEHA2D14608g	4644
gene-DEHA2D14630g	19
gene-DEHA2D14652g	8275
gene-DEHA2D14674g	4584
gene-DEHA2D14696g	1857
gene-DEHA2D14718g	1799
gene-DEHA2D14740g	79
gene-DEHA2D14762g	4364
gene-DEHA2D14784g	920
gene-DEHA2D14806g	4049
gene-DEHA2D14828g	921
gene-DEHA2D14850g	4620
gene-DEHA2D14872g	728
gene-DEHA2D14894g	1012
gene-DEHA2D14916g	4224
gene-DEHA2D14938g	5101
gene-DEHA2D14960g	11922
gene-DEHA2D14982g	1806
gene-DEHA2D15004g	962
gene-DEHA2D15026g	1885
gene-DEHA2D15048g	26052
gene-DEHA2D15070g	1538
gene-DEHA2D15092g	10252
gene-DEHA2D15114g	2468
gene-DEHA2D15136g	1654
gene-DEHA2D15158g	2636
gene-DEHA2D15180g	2588
gene-DEHA2D15202g	55
gene-DEHA2D15224g	26556
gene-DEHA2D15246g	2102
gene-DEHA2D15268g	2936
gene-DEHA2D15290g	13702
gene-DEHA2D15312g	14519
gene-DEHA2D15334g	718
gene-DEHA2D15356g	12892
gene-DEHA2D15378g	312
gene-DEHA2D15400g	5396
gene-DEHA2D15422g	1740
gene-DEHA2D15444g	7072
gene-DEHA2D15466g	1758
gene-DEHA2D15488g	3437
gene-DEHA2D15510g	5966
gene-DEHA2D15532g	23615
gene-DEHA2D15554g	12205
gene-DEHA2D15576g	7849
gene-DEHA2D15598g	860
gene-DEHA2D15620g	436
gene-DEHA2D15642g	3873
gene-DEHA2D15664g	15565
gene-DEHA2D15686g	4743
gene-DEHA2D15708g	11709
gene-DEHA2D15730g	13408
gene-DEHA2D15752g	2393
gene-DEHA2D15774r	13
gene-DEHA2D15796g	291
gene-DEHA2D15818g	4498
gene-DEHA2D15840g	20572
gene-DEHA2D15862g	5104
gene-DEHA2D15884g	3823
gene-DEHA2D15906g	2331
gene-DEHA2D15928g	4855
gene-DEHA2D15950g	8779
gene-DEHA2D15972g	6632
gene-DEHA2D15994g	12007
gene-DEHA2D16016g	1443
gene-DEHA2D16038g	529
gene-DEHA2D16060g	2294
gene-DEHA2D16082g	3183
gene-DEHA2D16104g	692
gene-DEHA2D16126g	3737
gene-DEHA2D16148g	1832
gene-DEHA2D16170g	912
gene-DEHA2D16192g	7712
gene-DEHA2D16214g	4943
gene-DEHA2D16236g	2568
gene-DEHA2D16258g	9106
gene-DEHA2D16280g	6514
gene-DEHA2D16302g	412
gene-DEHA2D16324g	4312
gene-DEHA2D16346g	2453
gene-DEHA2D16368g	5582
gene-DEHA2D16390g	3181
gene-DEHA2D16412g	1991
gene-DEHA2D16434g	1548
gene-DEHA2D16456g	29639
gene-DEHA2D16478g	217
gene-DEHA2D16500g	2261
gene-DEHA2D16522g	5590
gene-DEHA2D16544g	1388
gene-DEHA2D16566g	3305
gene-DEHA2D16588g	36264
gene-DEHA2D16610g	22411
gene-DEHA2D16632g	2350
gene-DEHA2D16654g	912
gene-DEHA2D16676g	3431
gene-DEHA2D16698g	3431
gene-DEHA2D16720g	4400
gene-DEHA2D16742g	1013
gene-DEHA2D16764g	4293
gene-DEHA2D16786g	8671
gene-DEHA2D16808g	2667
gene-DEHA2D16830g	2041
gene-DEHA2D16852r	13
gene-DEHA2D16896g	2890
gene-DEHA2D16918g	1418
gene-DEHA2D16940g	2804
gene-DEHA2D16962g	1810
gene-DEHA2D16984g	10459
gene-DEHA2D17006r	23
gene-DEHA2D17028g	4490
gene-DEHA2D17050r	8
gene-DEHA2D17072g	6107
gene-DEHA2D17094g	5788
gene-DEHA2D17116g	8290
gene-DEHA2D17138g	6121
gene-DEHA2D17160g	2051
gene-DEHA2D17182r	3
gene-DEHA2D17204g	1492
gene-DEHA2D17226g	11
gene-DEHA2D17248g	4802
gene-DEHA2D17270g	1725
gene-DEHA2D17292g	5322
gene-DEHA2D17314g	3607
gene-DEHA2D17336g	25
gene-DEHA2D17358g	3022
gene-DEHA2D17380g	6814
gene-DEHA2D17402g	5551
gene-DEHA2D17424r	0
gene-DEHA2D17446g	300
gene-DEHA2D17468g	4383
gene-DEHA2D17490g	1434
gene-DEHA2D17512g	20122
gene-DEHA2D17534g	1134
gene-DEHA2D17556g	3380
gene-DEHA2D17578g	4122
gene-DEHA2D17600g	906
gene-DEHA2D17622g	6261
gene-DEHA2D17644g	4366
gene-DEHA2D17666r	0
gene-DEHA2D17688g	2414
gene-DEHA2D17710g	7177
gene-DEHA2D17732g	26773
gene-DEHA2D17754g	2651
gene-DEHA2D17776g	1207
gene-DEHA2D17798g	16542
gene-DEHA2D17820g	1418
gene-DEHA2D17842g	9338
gene-DEHA2D17864g	5190
gene-DEHA2D17886g	7718
gene-DEHA2D17908g	787
gene-DEHA2D17930g	3021
gene-DEHA2D17952g	38
gene-DEHA2D17974g	18
gene-DEHA2D17996g	8821
gene-DEHA2D18018g	1209
gene-DEHA2D18040g	1590
gene-DEHA2D18062g	2707
gene-DEHA2D18084g	4334
gene-DEHA2D18106g	120
gene-DEHA2D18128g	335
gene-DEHA2D18150g	7155
gene-DEHA2D18172g	24
gene-DEHA2D18194g	60
gene-DEHA2D18216g	2176
gene-DEHA2D18238g	329
gene-DEHA2D18260r	6
gene-DEHA2D18282g	677
gene-DEHA2D18304g	5001
gene-DEHA2D18326g	6929
gene-DEHA2D18348g	2623
gene-DEHA2D18370g	2628
gene-DEHA2D18392g	4718
gene-DEHA2D18414g	4765
gene-DEHA2D18436g	171
gene-DEHA2D18458r	2
gene-DEHA2D18480g	1480
gene-DEHA2D18502g	2354
gene-DEHA2D18524g	1140
gene-DEHA2D18546g	1714
gene-DEHA2D18568g	6997
gene-DEHA2D18590g	3342
gene-DEHA2D18612g	1937
gene-DEHA2D18634g	3178
gene-DEHA2D18656g	130
gene-DEHA2D18678g	3947
gene-DEHA2D18700g	1495
gene-DEHA2D18722g	1646
gene-DEHA2D18744g	2843
gene-DEHA2D18766g	3072
gene-DEHA2D18788g	2571
gene-DEHA2D18810g	1105
gene-DEHA2D18832g	342
gene-DEHA2D18854g	702
gene-DEHA2D18876g	426
gene-DEHA2D18898g	1140
gene-DEHA2D18920g	1189
gene-DEHA2D18942g	2
gene-DEHA2D18964g	0
gene-DEHA2D18986g	0
gene-DEHA2D19008g	12
gene-DEHA2D19030g	8
gene-DEHA2D19052g	6
gene-DEHA2D19096g	92
gene-DEHA2D19118g	0
gene-DEHA2D19140g	0
gene-DEHA2D19162g	0
gene-DEHA2D19184g	0
gene-DEHA2D19206g	0
gene-DEHA2D19228g	0
gene-DEHA2D19250g	0
gene-DEHA2D19272g	1
gene-DEHA2D19294g	2
gene-DEHA2D19316g	0
gene-DEHA2D19338g	0
gene-DEHA2D19360g	0
gene-DEHA2D19382g	19
gene-DEHA2D19404g	2340
gene-DEHA2D19426g	0
gene-DEHA2D19448g	10
gene-DEHA2D19470g	27
gene-DEHA2E00110g	2
gene-DEHA2E00132g	4
gene-DEHA2E00154g	18
gene-DEHA2E00176g	79
gene-DEHA2E00198g	24
gene-DEHA2E00220g	98
gene-DEHA2E00242g	36
gene-DEHA2E00264g	9
gene-DEHA2E00286g	0
gene-DEHA2E00308g	2
gene-DEHA2E00330g	0
gene-DEHA2E00352g	0
gene-DEHA2E00374g	0
gene-DEHA2E00396g	0
gene-DEHA2E00418g	2
gene-DEHA2E00440g	2600
gene-DEHA2E00484g	131
gene-DEHA2E00506g	612
gene-DEHA2E00528g	36
gene-DEHA2E00550g	14
gene-DEHA2E00572g	126
gene-DEHA2E00594g	309
gene-DEHA2E00616g	3208
gene-DEHA2E00638g	1287
gene-DEHA2E00660g	206
gene-DEHA2E00682g	70
gene-DEHA2E00704g	1073
gene-DEHA2E00726g	1205
gene-DEHA2E00748g	1012
gene-DEHA2E00770g	810
gene-DEHA2E00792g	14
gene-DEHA2E00814g	173
gene-DEHA2E00836g	19112
gene-DEHA2E00858g	131
gene-DEHA2E00880g	1315
gene-DEHA2E00902g	801
gene-DEHA2E00924g	932
gene-DEHA2E00946g	1236
gene-DEHA2E00968g	0
gene-DEHA2E00990g	129
gene-DEHA2E01012g	135
gene-DEHA2E01056g	722
gene-DEHA2E01078g	3866
gene-DEHA2E01100g	2595
gene-DEHA2E01122g	1180
gene-DEHA2E01144g	7078
gene-DEHA2E01166g	133
gene-DEHA2E01188g	54
gene-DEHA2E01210g	514
gene-DEHA2E01232g	1875
gene-DEHA2E01254g	28
gene-DEHA2E01276g	515
gene-DEHA2E01298g	1711
gene-DEHA2E01320g	1664
gene-DEHA2E01342g	4
gene-DEHA2E01364g	5933
gene-DEHA2E01386g	1784
gene-DEHA2E01408g	3842
gene-DEHA2E01430g	8130
gene-DEHA2E01452g	2975
gene-DEHA2E01474g	7506
gene-DEHA2E01496g	4804
gene-DEHA2E01518g	2813
gene-DEHA2E01540g	5982
gene-DEHA2E01562g	3360
gene-DEHA2E01573g	7635
gene-DEHA2E01584g	4343
gene-DEHA2E01606g	4445
gene-DEHA2E01628g	2753
gene-DEHA2E01650g	1430
gene-DEHA2E01672g	202
gene-DEHA2E01694g	1343
gene-DEHA2E01716g	2206
gene-DEHA2E01738g	5542
gene-DEHA2E01760g	97
gene-DEHA2E01782g	8537
gene-DEHA2E01804g	733
gene-DEHA2E01826g	1407
gene-DEHA2E01848g	9
gene-DEHA2E01870g	1351
gene-DEHA2E01892g	1560
gene-DEHA2E01914g	3834
gene-DEHA2E01936g	5061
gene-DEHA2E01958g	1464
gene-DEHA2E01980g	3435
gene-DEHA2E02002g	13181
gene-DEHA2E02024g	3020
gene-DEHA2E02046g	2856
gene-DEHA2E02068g	3986
gene-DEHA2E02090g	3446
gene-DEHA2E02112g	2919
gene-DEHA2E02134g	8557
gene-DEHA2E02156g	2747
gene-DEHA2E02178g	4787
gene-DEHA2E02200g	1551
gene-DEHA2E02222g	207
gene-DEHA2E02244g	3655
gene-DEHA2E02266g	26348
gene-DEHA2E02288g	991
gene-DEHA2E02310r	4
gene-DEHA2E02332g	7759
gene-DEHA2E02354g	4210
gene-DEHA2E02376g	3453
gene-DEHA2E02398g	3015
gene-DEHA2E02420g	2391
gene-DEHA2E02442r	1
gene-DEHA2E02464g	31
gene-DEHA2E02486r	2
gene-DEHA2E02508g	3102
gene-DEHA2E02530g	1689
gene-DEHA2E02552g	32
gene-DEHA2E02574g	8305
gene-DEHA2E02596g	1411
gene-DEHA2E02618g	2083
gene-DEHA2E02640g	1313
gene-DEHA2E02662g	3019
gene-DEHA2E02684r	3
gene-DEHA2E02706r	3
gene-DEHA2E02728g	2971
gene-DEHA2E02750g	2872
gene-DEHA2E02772g	318
gene-DEHA2E02794g	1095
gene-DEHA2E02816g	2475
gene-DEHA2E02838g	4947
gene-DEHA2E02860g	3629
gene-DEHA2E02882g	8414
gene-DEHA2E02904g	4028
gene-DEHA2E02926g	4461
gene-DEHA2E02948g	1135
gene-DEHA2E02970g	8344
gene-DEHA2E02992g	2209
gene-DEHA2E03014r	0
gene-DEHA2E03036g	1430
gene-DEHA2E03058g	2283
gene-DEHA2E03080r	0
gene-DEHA2E03102r	0
gene-DEHA2E03124g	2787
gene-DEHA2E03146g	9188
gene-DEHA2E03168g	2455
gene-DEHA2E03190g	3091
gene-DEHA2E03212g	2175
gene-DEHA2E03234g	3244
gene-DEHA2E03256g	1073
gene-DEHA2E03278g	709
gene-DEHA2E03300g	1531
gene-DEHA2E03322g	3718
gene-DEHA2E03344g	4093
gene-DEHA2E03366g	2011
gene-DEHA2E03388g	1198
gene-DEHA2E03410g	5091
gene-DEHA2E03432r	1
gene-DEHA2E03454g	6117
gene-DEHA2E03476g	1667
gene-DEHA2E03498g	1431
gene-DEHA2E03520g	5460
gene-DEHA2E03542g	4841
gene-DEHA2E03564g	24446
gene-DEHA2E03586g	3304
gene-DEHA2E03608g	11256
gene-DEHA2E03630g	7788
gene-DEHA2E03652g	15296
gene-DEHA2E03674g	11080
gene-DEHA2E03696g	4356
gene-DEHA2E03718g	3403
gene-DEHA2E03740g	1100
gene-DEHA2E03762g	792
gene-DEHA2E03784g	10998
gene-DEHA2E03806g	9385
gene-DEHA2E03828g	5454
gene-DEHA2E03850g	3635
gene-DEHA2E03872g	34
gene-DEHA2E03894g	6557
gene-DEHA2E03916g	2685
gene-DEHA2E03938g	539
gene-DEHA2E03960g	7766
gene-DEHA2E03982g	3957
gene-DEHA2E04004g	2955
gene-DEHA2E04026g	4492
gene-DEHA2E04048g	5
gene-DEHA2E04070g	58
gene-DEHA2E04092g	79
gene-DEHA2E04114r	7
gene-DEHA2E04136g	7569
gene-DEHA2E04158g	287
gene-DEHA2E04180g	1184
gene-DEHA2E04202g	1302
gene-DEHA2E04224g	1763
gene-DEHA2E04246g	88
gene-DEHA2E04268g	3804
gene-DEHA2E04290g	806
gene-DEHA2E04312g	859
gene-DEHA2E04334g	2613
gene-DEHA2E04356g	17
gene-DEHA2E04378g	4793
gene-DEHA2E04400g	4114
gene-DEHA2E04422g	979
gene-DEHA2E04444g	1774
gene-DEHA2E04466g	2106
gene-DEHA2E04488g	1706
gene-DEHA2E04510g	1220
gene-DEHA2E04532g	2731
gene-DEHA2E04554g	3263
gene-DEHA2E04576g	1858
gene-DEHA2E04598g	2477
gene-DEHA2E04620r	9
gene-DEHA2E04642g	3353
gene-DEHA2E04664g	4320
gene-DEHA2E04686g	2438
gene-DEHA2E04708g	4169
gene-DEHA2E04730g	3452
gene-DEHA2E04752g	5
gene-DEHA2E04774g	2637
gene-DEHA2E04796g	0
gene-DEHA2E04818r	0
gene-DEHA2E04840g	1884
gene-DEHA2E04862g	8096
gene-DEHA2E04884g	2201
gene-DEHA2E04906g	14323
gene-DEHA2E04928g	1065
gene-DEHA2E04950g	1835
gene-DEHA2E04972g	2178
gene-DEHA2E04994g	3120
gene-DEHA2E05016g	2045
gene-DEHA2E05038g	973
gene-DEHA2E05060g	7062
gene-DEHA2E05082g	3606
gene-DEHA2E05104g	21249
gene-DEHA2E05126g	1222
gene-DEHA2E05148g	648
gene-DEHA2E05170g	245
gene-DEHA2E05192g	3527
gene-DEHA2E05214g	4313
gene-DEHA2E05236g	1942
gene-DEHA2E05258g	1395
gene-DEHA2E05280r	0
gene-DEHA2E05302g	2029
gene-DEHA2E05324g	2577
gene-DEHA2E05346g	1732
gene-DEHA2E05368g	1505
gene-DEHA2E05390g	3313
gene-DEHA2E05412g	2519
gene-DEHA2E05434g	906
gene-DEHA2E05456g	12
gene-DEHA2E05478g	16820
gene-DEHA2E05500g	12474
gene-DEHA2E05522g	3367
gene-DEHA2E05544g	3592
gene-DEHA2E05566g	11
gene-DEHA2E05588g	1673
gene-DEHA2E05610g	8722
gene-DEHA2E05632g	13379
gene-DEHA2E05654g	1425
gene-DEHA2E05676g	7138
gene-DEHA2E05698g	2323
gene-DEHA2E05720g	5954
gene-DEHA2E05742g	2587
gene-DEHA2E05764g	14
gene-DEHA2E05786g	6510
gene-DEHA2E05808g	23575
gene-DEHA2E05830g	1638
gene-DEHA2E05852g	5980
gene-DEHA2E05874g	4652
gene-DEHA2E05896g	3644
gene-DEHA2E05918g	2793
gene-DEHA2E05940g	1118
gene-DEHA2E05962g	37
gene-DEHA2E05984g	2833
gene-DEHA2E06006g	2102
gene-DEHA2E06028g	588
gene-DEHA2E06050g	5817
gene-DEHA2E06072g	2966
gene-DEHA2E06094g	1512
gene-DEHA2E06116g	2625
gene-DEHA2E06138g	1289
gene-DEHA2E06160g	992
gene-DEHA2E06556g	6419
gene-DEHA2E06578g	1637
gene-DEHA2E06600g	10102
gene-DEHA2E06622g	4414
gene-DEHA2E06644g	2732
gene-DEHA2E06666g	3717
gene-DEHA2E06688g	10
gene-DEHA2E06710g	2497
gene-DEHA2E06732g	1999
gene-DEHA2E06754g	5537
gene-DEHA2E06776g	2637
gene-DEHA2E06798g	2591
gene-DEHA2E06820g	3507
gene-DEHA2E06842g	4485
gene-DEHA2E06864g	5328
gene-DEHA2E06886g	2211
gene-DEHA2E06908g	8846
gene-DEHA2E06930g	2913
gene-DEHA2E06952g	2562
gene-DEHA2E06974g	4223
gene-DEHA2E06996g	6526
gene-DEHA2E07018g	4287
gene-DEHA2E07040g	12881
gene-DEHA2E07062g	419
gene-DEHA2E07084g	16235
gene-DEHA2E07106g	4183
gene-DEHA2E07128g	1486
gene-DEHA2E07150g	2923
gene-DEHA2E07172g	3245
gene-DEHA2E07194g	41
gene-DEHA2E07216r	8
gene-DEHA2E07238g	1804
gene-DEHA2E07260g	10015
gene-DEHA2E07282g	369
gene-DEHA2E07304g	9455
gene-DEHA2E07326g	71
gene-DEHA2E07348g	1319
gene-DEHA2E07370g	2867
gene-DEHA2E07392g	689
gene-DEHA2E07414g	1169
gene-DEHA2E07436g	17790
gene-DEHA2E07458g	17813
gene-DEHA2E07480g	4369
gene-DEHA2E07502g	5884
gene-DEHA2E07524g	2117
gene-DEHA2E07546g	520
gene-DEHA2E07568g	31335
gene-DEHA2E07590g	1925
gene-DEHA2E07612g	283
gene-DEHA2E07634g	966
gene-DEHA2E07656g	2936
gene-DEHA2E07678g	272
gene-DEHA2E07700r	0
gene-DEHA2E07722g	13716
gene-DEHA2E07744g	414
gene-DEHA2E07766g	321
gene-DEHA2E07788g	119
gene-DEHA2E07810g	4305
gene-DEHA2E07832g	2785
gene-DEHA2E07854g	238
gene-DEHA2E07876g	2877
gene-DEHA2E07898g	3423
gene-DEHA2E07920g	7719
gene-DEHA2E07942g	240
gene-DEHA2E07964g	2496
gene-DEHA2E07986g	3072
gene-DEHA2E08008g	1516
gene-DEHA2E08030g	2090
gene-DEHA2E08052g	2989
gene-DEHA2E08074g	5636
gene-DEHA2E08096g	814
gene-DEHA2E08118g	1524
gene-DEHA2E08140g	5657
gene-DEHA2E08162g	203
gene-DEHA2E08184g	2336
gene-DEHA2E08206g	1083
gene-DEHA2E08228g	6407
gene-DEHA2E08250g	1620
gene-DEHA2E08272r	1
gene-DEHA2E08294g	1263
gene-DEHA2E08316g	2872
gene-DEHA2E08338g	34703
gene-DEHA2E08360g	11492
gene-DEHA2E08382g	8577
gene-DEHA2E08404g	76
gene-DEHA2E08426g	126
gene-DEHA2E08448g	1423
gene-DEHA2E08470g	4270
gene-DEHA2E08492g	1032
gene-DEHA2E08514g	934
gene-DEHA2E08536g	2963
gene-DEHA2E08558g	1454
gene-DEHA2E08580g	6393
gene-DEHA2E08602g	465
gene-DEHA2E08624g	9492
gene-DEHA2E08646g	4882
gene-DEHA2E08668g	3872
gene-DEHA2E08690g	2072
gene-DEHA2E08712g	9225
gene-DEHA2E08734g	7755
gene-DEHA2E08756g	5245
gene-DEHA2E08778g	134
gene-DEHA2E08800g	1684
gene-DEHA2E08822g	3008
gene-DEHA2E08844r	2
gene-DEHA2E08866g	1953
gene-DEHA2E08888g	11441
gene-DEHA2E08910g	7168
gene-DEHA2E08932g	4008
gene-DEHA2E08954g	1924
gene-DEHA2E08976g	3494
gene-DEHA2E08998g	688
gene-DEHA2E09020g	5442
gene-DEHA2E09042g	4364
gene-DEHA2E09064g	3735
gene-DEHA2E09086g	4790
gene-DEHA2E09108g	1888
gene-DEHA2E09130g	3243
gene-DEHA2E09152g	2332
gene-DEHA2E09174g	7525
gene-DEHA2E09196g	5377
gene-DEHA2E09218g	754
gene-DEHA2E09240g	2351
gene-DEHA2E09262g	888
gene-DEHA2E09284g	1820
gene-DEHA2E09306g	528
gene-DEHA2E09328g	5291
gene-DEHA2E09350g	3350
gene-DEHA2E09372g	1704
gene-DEHA2E09394g	12
gene-DEHA2E09416g	27
gene-DEHA2E09438g	16
gene-DEHA2E09460g	5150
gene-DEHA2E09482g	4412
gene-DEHA2E09504g	396
gene-DEHA2E09526g	3190
gene-DEHA2E09548g	3237
gene-DEHA2E09570g	3649
gene-DEHA2E09592g	974
gene-DEHA2E09614g	3801
gene-DEHA2E09636g	2618
gene-DEHA2E09658g	5599
gene-DEHA2E09680g	4878
gene-DEHA2E09702g	3274
gene-DEHA2E09724g	1903
gene-DEHA2E09746g	4756
gene-DEHA2E09768g	2540
gene-DEHA2E09790g	1356
gene-DEHA2E09812g	4785
gene-DEHA2E09834g	8895
gene-DEHA2E09856g	2596
gene-DEHA2E09878g	2634
gene-DEHA2E09900g	1977
gene-DEHA2E09922g	8932
gene-DEHA2E09944g	1418
gene-DEHA2E09966g	17209
gene-DEHA2E09988g	2557
gene-DEHA2E10010g	4404
gene-DEHA2E10032r	3
gene-DEHA2E10054g	2930
gene-DEHA2E10076g	3338
gene-DEHA2E10098g	2129
gene-DEHA2E10120g	3865
gene-DEHA2E10142g	11124
gene-DEHA2E10164g	1044
gene-DEHA2E10186g	2330
gene-DEHA2E10208g	6294
gene-DEHA2E10230r	1
gene-DEHA2E10252g	19
gene-DEHA2E10274g	3007
gene-DEHA2E10296g	726
gene-DEHA2E10318g	1802
gene-DEHA2E10340r	1
gene-DEHA2E10362g	1978
gene-DEHA2E10384g	13711
gene-DEHA2E10406g	603
gene-DEHA2E10428g	1696
gene-DEHA2E10450g	4056
gene-DEHA2E10472g	1727
gene-DEHA2E10494g	3567
gene-DEHA2E10516g	324
gene-DEHA2E10538g	1933
gene-DEHA2E10560g	610
gene-DEHA2E10582g	4128
gene-DEHA2E10604g	3004
gene-DEHA2E10626g	9087
gene-DEHA2E10648g	2521
gene-DEHA2E10670g	2795
gene-DEHA2E10692g	8423
gene-DEHA2E10714g	3655
gene-DEHA2E10736g	2361
gene-DEHA2E10758g	1790
gene-DEHA2E10780g	3531
gene-DEHA2E10802g	1979
gene-DEHA2E10824g	8624
gene-DEHA2E10846g	2769
gene-DEHA2E10868g	3038
gene-DEHA2E10890g	1468
gene-DEHA2E10912g	1330
gene-DEHA2E10934g	3098
gene-DEHA2E10956g	518
gene-DEHA2E10978g	9775
gene-DEHA2E11000g	3116
gene-DEHA2E11022g	7699
gene-DEHA2E11044g	1899
gene-DEHA2E11066g	2466
gene-DEHA2E11088g	3416
gene-DEHA2E11110g	2036
gene-DEHA2E11132g	185
gene-DEHA2E11154g	94
gene-DEHA2E11176g	2
gene-DEHA2E11198g	3416
gene-DEHA2E11220g	3973
gene-DEHA2E11242g	87
