Geneid	RNA STAR on Control5: mapped.bam
gene-DEHA2B05434g	940
gene-DEHA2B05456r	0
gene-DEHA2B05478g	4963
gene-DEHA2B05500g	1960
gene-DEHA2B05522g	3372
gene-DEHA2B05544g	7780
gene-DEHA2B05566g	1517
gene-DEHA2B05588g	1104
gene-DEHA2B05610g	7091
gene-DEHA2B05632g	2788
gene-DEHA2B05654g	2716
gene-DEHA2B05676g	5617
gene-DEHA2B05698g	1579
gene-DEHA2B05720g	2532
gene-DEHA2B05742g	6151
gene-DEHA2B05764g	36813
gene-DEHA2B05786g	51
gene-DEHA2B05808g	1016
gene-DEHA2B05830g	1496
gene-DEHA2B05852g	746
gene-DEHA2B05874g	2549
gene-DEHA2B05896g	12120
gene-DEHA2B05918g	5425
gene-DEHA2B05940g	66
gene-DEHA2B05962g	3615
gene-DEHA2B05984g	2842
gene-DEHA2B06006g	2467
gene-DEHA2B06028g	3719
gene-DEHA2B06050g	9279
gene-DEHA2B06072g	3422
gene-DEHA2B06094g	17527
gene-DEHA2B06116g	904
gene-DEHA2B06138g	1265
gene-DEHA2B06160g	3582
gene-DEHA2B06182g	2914
gene-DEHA2B06204g	4625
gene-DEHA2B06226g	5811
gene-DEHA2B06248g	1690
gene-DEHA2B06270g	5547
gene-DEHA2B06292g	1349
gene-DEHA2B06314r	2
gene-DEHA2B06336g	4325
gene-DEHA2B06358g	6910
gene-DEHA2B06380g	850
gene-DEHA2B06402g	4094
gene-DEHA2B06424g	2374
gene-DEHA2B06446g	24198
gene-DEHA2B06468r	3
gene-DEHA2B06490g	3085
gene-DEHA2B06512g	2591
gene-DEHA2B06534g	116
gene-DEHA2B06556g	4556
gene-DEHA2B06578g	1948
gene-DEHA2B06600g	8379
gene-DEHA2B06622g	1182
gene-DEHA2B06644g	3880
gene-DEHA2B06666g	1584
gene-DEHA2B06688r	0
gene-DEHA2B06710g	4251
gene-DEHA2B06732g	6897
gene-DEHA2B06754g	2801
gene-DEHA2B06776g	1644
gene-DEHA2B06798g	2236
gene-DEHA2B06820g	2175
gene-DEHA2B06842g	4130
gene-DEHA2B06864g	1978
gene-DEHA2B06886g	2540
gene-DEHA2B06908g	3774
gene-DEHA2B06930g	133
gene-DEHA2B06952g	14
gene-DEHA2B06974g	80
gene-DEHA2B06996g	616
gene-DEHA2B07018g	3273
gene-DEHA2B07040g	21164
gene-DEHA2B07062g	23348
gene-DEHA2B07084g	3157
gene-DEHA2B07106g	12464
gene-DEHA2B07128g	3400
gene-DEHA2B07150g	2950
gene-DEHA2B07172g	3499
gene-DEHA2B07194g	7780
gene-DEHA2B07216g	2982
gene-DEHA2B07238g	5978
gene-DEHA2B07260g	3366
gene-DEHA2B07282g	4374
gene-DEHA2B07304g	17892
gene-DEHA2B07326g	3397
gene-DEHA2B07348g	94
gene-DEHA2B07370g	7628
gene-DEHA2B07392g	1252
gene-DEHA2B07414g	3168
gene-DEHA2B07436g	1344
gene-DEHA2B07458g	3308
gene-DEHA2B07480g	805
gene-DEHA2B07502g	6490
gene-DEHA2B07524g	9793
gene-DEHA2B07546g	11545
gene-DEHA2B07568g	2572
gene-DEHA2B07590g	742
gene-DEHA2B07612g	3905
gene-DEHA2B07634g	5650
gene-DEHA2B07656g	10679
gene-DEHA2B07678g	811
gene-DEHA2B07700g	3952
gene-DEHA2B07722g	10531
gene-DEHA2B07744g	205
gene-DEHA2B07766r	1
gene-DEHA2B07788g	7890
gene-DEHA2B07810g	3221
gene-DEHA2B07832g	17
gene-DEHA2B07854g	5421
gene-DEHA2B07876g	2629
gene-DEHA2B07898g	1414
gene-DEHA2B07920g	7892
gene-DEHA2B07942g	960
gene-DEHA2B07964g	13002
gene-DEHA2B07986g	10317
gene-DEHA2B08008g	3774
gene-DEHA2B08030g	1295
gene-DEHA2B08052g	5386
gene-DEHA2B08074g	243
gene-DEHA2B08096g	5509
gene-DEHA2B08118g	6648
gene-DEHA2B08140g	64519
gene-DEHA2B08162g	285
gene-DEHA2B08184g	3312
gene-DEHA2B08206g	2031
gene-DEHA2B08228g	4018
gene-DEHA2B08250g	1582
gene-DEHA2B08272g	2500
gene-DEHA2B08294g	3016
gene-DEHA2B08316g	1782
gene-DEHA2B08338g	2253
gene-DEHA2B08360g	2479
gene-DEHA2B08382g	4800
gene-DEHA2B08404g	1855
gene-DEHA2B08426g	1571
gene-DEHA2B08448g	1890
gene-DEHA2B08470r	9
gene-DEHA2B08492g	3487
gene-DEHA2B08514g	37
gene-DEHA2B08536g	1120
gene-DEHA2B08558g	2325
gene-DEHA2B08580g	1476
gene-DEHA2B08602g	1555
gene-DEHA2B08624g	571
gene-DEHA2B08646g	5566
gene-DEHA2B08668g	276
gene-DEHA2B08690g	1661
gene-DEHA2B08712r	0
gene-DEHA2B08734g	3300
gene-DEHA2B08756g	2540
gene-DEHA2B08778g	3502
gene-DEHA2B08800g	2818
gene-DEHA2B08822g	3774
gene-DEHA2B08844g	3091
gene-DEHA2B08866g	3890
gene-DEHA2B08888g	3059
gene-DEHA2B08910g	4510
gene-DEHA2B08932g	5132
gene-DEHA2B08954g	2154
gene-DEHA2B08976r	1
gene-DEHA2B08998g	44
gene-DEHA2B09020g	103
gene-DEHA2B09086r	9
gene-DEHA2B09108r	0
gene-DEHA2B09130r	0
gene-DEHA2B09152r	9
gene-DEHA2B09174r	0
gene-DEHA2B09196g	1143
gene-DEHA2B09218g	5376
gene-DEHA2B09240g	10404
gene-DEHA2B09262g	1594
gene-DEHA2B09284g	2834
gene-DEHA2B09306g	5574
gene-DEHA2B09328g	512
gene-DEHA2B09350g	5083
gene-DEHA2B09372g	7135
gene-DEHA2B09394g	2026
gene-DEHA2B09416g	3398
gene-DEHA2B09438g	1230
gene-DEHA2B09460g	4363
gene-DEHA2B09482g	2696
gene-DEHA2B09504g	2662
gene-DEHA2B09526g	8540
gene-DEHA2B09548g	2731
gene-DEHA2B09570g	7622
gene-DEHA2B09592g	320
gene-DEHA2B09614g	2281
gene-DEHA2B09636g	1606
gene-DEHA2B09658g	24857
gene-DEHA2B09680g	14034
gene-DEHA2B09702g	6607
gene-DEHA2B09724g	9076
gene-DEHA2B09746g	3896
gene-DEHA2B09768g	2284
gene-DEHA2B09790g	362
gene-DEHA2B09812g	483
gene-DEHA2B09834g	5692
gene-DEHA2B09856g	4978
gene-DEHA2B09878g	332
gene-DEHA2B09900g	1304
gene-DEHA2B09922g	10208
gene-DEHA2B09944g	12279
gene-DEHA2B09966g	1619
gene-DEHA2B09988g	12352
gene-DEHA2B10010g	6815
gene-DEHA2B10032g	33592
gene-DEHA2B10054g	60
gene-DEHA2B10076g	4058
gene-DEHA2B10098g	2506
gene-DEHA2B10120g	4687
gene-DEHA2B10142g	7093
gene-DEHA2B10164g	359
gene-DEHA2B10186g	5587
gene-DEHA2B10208g	3413
gene-DEHA2B10230g	3677
gene-DEHA2B10252g	9300
gene-DEHA2B10274g	841
gene-DEHA2B10296g	2596
gene-DEHA2B10318g	4598
gene-DEHA2B10340g	536
gene-DEHA2B10362g	2678
gene-DEHA2B10384g	2627
gene-DEHA2B10406g	1444
gene-DEHA2B10428g	359
gene-DEHA2B10450g	11270
gene-DEHA2B10472g	7613
gene-DEHA2B10494g	6733
gene-DEHA2B10516g	212
gene-DEHA2B10538g	2533
gene-DEHA2B10560g	8379
gene-DEHA2B10582g	1274
gene-DEHA2B10604g	491
gene-DEHA2B10626g	3744
gene-DEHA2B10648g	3891
gene-DEHA2B10670g	5083
gene-DEHA2B10692g	1524
gene-DEHA2B10714g	398
gene-DEHA2B10736g	2187
gene-DEHA2B10758g	1755
gene-DEHA2B10780g	1379
gene-DEHA2B10802g	2828
gene-DEHA2B10824g	2461
gene-DEHA2B10846g	10501
gene-DEHA2B10868g	619
gene-DEHA2B10890g	3581
gene-DEHA2B10912g	5759
gene-DEHA2B10934g	2064
gene-DEHA2B10956g	1876
gene-DEHA2B10978g	2614
gene-DEHA2B11000g	10751
gene-DEHA2B11022g	23136
gene-DEHA2B11044g	8069
gene-DEHA2B11066r	0
gene-DEHA2B11088g	2749
gene-DEHA2B11110g	754
gene-DEHA2B11132r	0
gene-DEHA2B11154r	0
gene-DEHA2B11176g	2744
gene-DEHA2B11198r	0
gene-DEHA2B11220g	5811
gene-DEHA2B11242g	2837
gene-DEHA2B11264g	4156
gene-DEHA2B11286g	7075
gene-DEHA2B11308g	1334
gene-DEHA2B11330g	9076
gene-DEHA2B11352g	3602
gene-DEHA2B11374g	27
gene-DEHA2B11396g	132
gene-DEHA2B11418g	36
gene-DEHA2B11440g	3415
gene-DEHA2B11462g	19556
gene-DEHA2B11484g	1764
gene-DEHA2B11506g	1928
gene-DEHA2B11528g	5507
gene-DEHA2B11550g	10029
gene-DEHA2B11572g	1850
gene-DEHA2B11594g	3774
gene-DEHA2B11616g	9444
gene-DEHA2B11638g	3876
gene-DEHA2B11660g	2376
gene-DEHA2B11682g	341
gene-DEHA2B11704g	1
gene-DEHA2B11726g	111
gene-DEHA2B11748g	1641
gene-DEHA2B11770g	1343
gene-DEHA2B11792g	2079
gene-DEHA2B11814g	1626
gene-DEHA2B11836g	4729
gene-DEHA2B11858g	1526
gene-DEHA2B11880g	8762
gene-DEHA2B11902g	3128
gene-DEHA2B11924g	2723
gene-DEHA2B11946g	3749
gene-DEHA2B11968g	7467
gene-DEHA2B11990g	4140
gene-DEHA2B12012g	4864
gene-DEHA2B12034g	7461
gene-DEHA2B12056g	2455
gene-DEHA2B12078g	11833
gene-DEHA2B12100g	9884
gene-DEHA2B12122g	2702
gene-DEHA2B12144g	1894
gene-DEHA2B12166g	2833
gene-DEHA2B12188g	19256
gene-DEHA2B12210g	58
gene-DEHA2B12232g	273
gene-DEHA2B12254g	133
gene-DEHA2B12276g	998
gene-DEHA2B12298g	2083
gene-DEHA2B12320g	2255
gene-DEHA2B12342g	1694
gene-DEHA2B12364g	4769
gene-DEHA2B12386g	6821
gene-DEHA2B12408g	6516
gene-DEHA2B12430g	6812
gene-DEHA2B12452g	6827
gene-DEHA2B12474g	8910
gene-DEHA2B12496g	3162
gene-DEHA2B12518g	4575
gene-DEHA2B12540g	5728
gene-DEHA2B12562g	2284
gene-DEHA2B12584g	10163
gene-DEHA2B12787g	225
gene-DEHA2B12870g	1201
gene-DEHA2B12892g	86
gene-DEHA2B12914g	7
gene-DEHA2B12936g	0
gene-DEHA2B12958g	131
gene-DEHA2B12980g	5035
gene-DEHA2B13002g	2271
gene-DEHA2B13024g	1793
gene-DEHA2B13046g	3418
gene-DEHA2B13068g	232
gene-DEHA2B13090g	14796
gene-DEHA2B13112g	517
gene-DEHA2B13134g	6235
gene-DEHA2B13156g	4415
gene-DEHA2B13178g	8129
gene-DEHA2B13200g	1444
gene-DEHA2B13222g	57
gene-DEHA2B13244g	441
gene-DEHA2B13266g	0
gene-DEHA2B13288g	7419
gene-DEHA2B13310g	2346
gene-DEHA2B13332g	3155
gene-DEHA2B13354g	4557
gene-DEHA2B13376g	1345
gene-DEHA2B13398g	1046
gene-DEHA2B13420g	4329
gene-DEHA2B13442g	12119
gene-DEHA2B13464g	1612
gene-DEHA2B13486g	257
gene-DEHA2B13508g	1363
gene-DEHA2B13530g	4104
gene-DEHA2B13552g	3364
gene-DEHA2B13574g	2752
gene-DEHA2B13596g	1809
gene-DEHA2B13618g	1787
gene-DEHA2B13640g	15331
gene-DEHA2B13662g	29876
gene-DEHA2B13684g	2467
gene-DEHA2B13706g	1066
gene-DEHA2B13728g	15789
gene-DEHA2B13750g	2241
gene-DEHA2B13772g	873
gene-DEHA2B13794g	1728
gene-DEHA2B13816g	49
gene-DEHA2B13838g	1166
gene-DEHA2B13860g	14302
gene-DEHA2B13882g	3507
gene-DEHA2B13904g	705
gene-DEHA2B13926g	2635
gene-DEHA2B13948g	4514
gene-DEHA2B13970g	6035
gene-DEHA2B13992g	875
gene-DEHA2B14014g	51
gene-DEHA2B14058g	57
gene-DEHA2B14080g	2921
gene-DEHA2B14102g	1250
gene-DEHA2B14124g	1453
gene-DEHA2B14146g	1889
gene-DEHA2B14168g	2089
gene-DEHA2B14190g	2692
gene-DEHA2B14212g	24246
gene-DEHA2B14234g	7
gene-DEHA2B14256g	120
gene-DEHA2B14278g	6797
gene-DEHA2B14300g	1743
gene-DEHA2B14322g	6867
gene-DEHA2B14344g	9639
gene-DEHA2B14366g	7977
gene-DEHA2B14377g	2935
gene-DEHA2B14388g	1738
gene-DEHA2B14410g	3411
gene-DEHA2B14432g	3115
gene-DEHA2B14454g	18247
gene-DEHA2B14476g	5969
gene-DEHA2B14498g	220
gene-DEHA2B14520g	1881
gene-DEHA2B14542g	3015
gene-DEHA2B14564g	17000
gene-DEHA2B14586g	149
gene-DEHA2B14608g	3970
gene-DEHA2B14630g	373
gene-DEHA2B14652g	1419
gene-DEHA2B14674g	1498
gene-DEHA2B14696g	1745
gene-DEHA2B14718g	9403
gene-DEHA2B14740g	37458
gene-DEHA2B14762g	11
gene-DEHA2B14784g	2884
gene-DEHA2B14806g	2497
gene-DEHA2B14828g	3432
gene-DEHA2B14850g	4329
gene-DEHA2B14872g	2112
gene-DEHA2B14894g	1974
gene-DEHA2B14916g	2861
gene-DEHA2B14938g	17802
gene-DEHA2B14960g	2556
gene-DEHA2B14982g	6750
gene-DEHA2B15004g	3167
gene-DEHA2B15026g	892
gene-DEHA2B15048g	3522
gene-DEHA2B15070g	8420
gene-DEHA2B15092g	1632
gene-DEHA2B15114g	1777
gene-DEHA2B15136g	6177
gene-DEHA2B15158g	1309
gene-DEHA2B15180g	4599
gene-DEHA2B15202g	29
gene-DEHA2B15224g	2707
gene-DEHA2B15246g	111
gene-DEHA2B15268g	12675
gene-DEHA2B15290g	5
gene-DEHA2B15312g	21
gene-DEHA2B15334g	10402
gene-DEHA2B15356g	892
gene-DEHA2B15378g	4464
gene-DEHA2B15400g	693
gene-DEHA2B15422g	1405
gene-DEHA2B15444g	4771
gene-DEHA2B15466g	1238
gene-DEHA2B15488g	7495
gene-DEHA2B15510g	1398
gene-DEHA2B15532g	3786
gene-DEHA2B15554g	3077
gene-DEHA2B15576g	2912
gene-DEHA2B15598g	3378
gene-DEHA2B15620g	14089
gene-DEHA2B15642g	8974
gene-DEHA2B15664g	653
gene-DEHA2B15686g	8371
gene-DEHA2B15708g	17967
gene-DEHA2B15730g	3567
gene-DEHA2B15752g	616
gene-DEHA2B15774g	1867
gene-DEHA2B15796g	1928
gene-DEHA2B15818g	6673
gene-DEHA2B15840g	919
gene-DEHA2B15862g	8308
gene-DEHA2B15884g	2983
gene-DEHA2B15906g	669
gene-DEHA2B15928g	36652
gene-DEHA2B15950g	108
gene-DEHA2B15972g	5896
gene-DEHA2B15994g	6665
gene-DEHA2B16016g	469
gene-DEHA2B16038g	1826
gene-DEHA2B16060g	855
gene-DEHA2B16082g	1059
gene-DEHA2B16104g	1001
gene-DEHA2B16126g	1037
gene-DEHA2B16148g	3643
gene-DEHA2B16170g	2155
gene-DEHA2B16192g	991
gene-DEHA2B16214g	2517
gene-DEHA2B16236g	3652
gene-DEHA2B16258g	367
gene-DEHA2B16280g	22
gene-DEHA2B16302g	0
gene-DEHA2B16324g	2
gene-DEHA2B16346g	27041
gene-DEHA2B16368g	681
gene-DEHA2B16390g	5
gene-DEHA2B16412g	1491
gene-DEHA2B16434g	4494
gene-DEHA2B16456g	3424
gene-DEHA2B16478g	679
gene-DEHA2B16500g	509
gene-DEHA2B16522g	8
gene-DEHA2B16544g	2
gene-DEHA2B16566g	6
gene-DEHA2B16588g	12
gene-DEHA2B16610g	271
gene-DEHA2B16632g	1
gene-DEHA2B16654g	0
gene-DEHA2B16676g	1550
gene-DEHA2B16698g	1138
gene-DEHA2B16720g	5350
gene-DEHA2B16742g	817
gene-DEHA2C00099g	8
gene-DEHA2C00110g	4045
gene-DEHA2C00132g	21
gene-DEHA2C00154g	3287
gene-DEHA2C00176g	36
gene-DEHA2C00198g	4565
gene-DEHA2C00220g	42809
gene-DEHA2C00242g	1953
gene-DEHA2C00264g	2675
gene-DEHA2C00286g	1244
gene-DEHA2C00297g	70
gene-DEHA2C00308g	1247
gene-DEHA2C00330g	676
gene-DEHA2C00352g	1498
gene-DEHA2C00374g	291
gene-DEHA2C00396g	706
gene-DEHA2C00418g	421
gene-DEHA2C00440g	676
gene-DEHA2C00484g	295
gene-DEHA2C00506g	63
gene-DEHA2C00528g	74
gene-DEHA2C00594g	3445
gene-DEHA2C00616g	5810
gene-DEHA2C00638g	6786
gene-DEHA2C00660g	772
gene-DEHA2C00682g	937
gene-DEHA2C00704g	4498
gene-DEHA2C00726g	279
gene-DEHA2C00748g	1282
gene-DEHA2C00770g	0
gene-DEHA2C00792g	2136
gene-DEHA2C00814g	82
gene-DEHA2C00836g	1992
gene-DEHA2C00858g	981
gene-DEHA2C00880g	1095
gene-DEHA2C00902g	171
gene-DEHA2C00924g	322
gene-DEHA2C00946g	1257
gene-DEHA2C00968g	74
gene-DEHA2C00990g	30
gene-DEHA2C01012g	50
gene-DEHA2C01034g	2330
gene-DEHA2C01056g	863
gene-DEHA2C01078g	3416
gene-DEHA2C01100g	7113
gene-DEHA2C01122g	858
gene-DEHA2C01144g	3736
gene-DEHA2C01166g	3449
gene-DEHA2C01188g	2504
gene-DEHA2C01210g	6097
gene-DEHA2C01232g	1718
gene-DEHA2C01254g	1518
gene-DEHA2C01276g	2678
gene-DEHA2C01298g	13216
gene-DEHA2C01320g	4849
gene-DEHA2C01342g	21490
gene-DEHA2C01364g	538
gene-DEHA2C01386g	2631
gene-DEHA2C01408g	8142
gene-DEHA2C01430g	1878
gene-DEHA2C01452g	3103
gene-DEHA2C01474g	4188
gene-DEHA2C01496g	5532
gene-DEHA2C01518g	5217
gene-DEHA2C01540g	1837
gene-DEHA2C01562g	4495
gene-DEHA2C01584g	606
gene-DEHA2C01606g	643
gene-DEHA2C01628g	333
gene-DEHA2C01650g	1161
gene-DEHA2C01672g	2165
gene-DEHA2C01694g	1668
gene-DEHA2C01716g	162
gene-DEHA2C01738g	32
gene-DEHA2C01760g	17164
gene-DEHA2C01782g	1034
gene-DEHA2C01804g	2129
gene-DEHA2C01826g	5120
gene-DEHA2C01848g	18
gene-DEHA2C01870g	41622
gene-DEHA2C01892g	3796
gene-DEHA2C01914g	3454
gene-DEHA2C01936g	3234
gene-DEHA2C01958g	939
gene-DEHA2C01980g	6410
gene-DEHA2C02002g	4431
gene-DEHA2C02024r	0
gene-DEHA2C02046g	7845
gene-DEHA2C02068g	9102
gene-DEHA2C02090g	691
gene-DEHA2C02112g	1911
gene-DEHA2C02134g	4498
gene-DEHA2C02156g	3797
gene-DEHA2C02178g	1820
gene-DEHA2C02200g	6553
gene-DEHA2C02222g	536
gene-DEHA2C02244g	7499
gene-DEHA2C02266g	8410
gene-DEHA2C02288g	2020
gene-DEHA2C02310g	2231
gene-DEHA2C02332g	509
gene-DEHA2C02354g	2506
gene-DEHA2C02376g	2313
gene-DEHA2C02398g	884
gene-DEHA2C02420g	1541
gene-DEHA2C02442r	1
gene-DEHA2C02464g	7622
gene-DEHA2C02486g	2368
gene-DEHA2C02508g	19501
gene-DEHA2C02530g	2830
gene-DEHA2C02552g	11016
gene-DEHA2C02574g	2028
gene-DEHA2C02596g	3575
gene-DEHA2C02618g	2282
gene-DEHA2C02640g	2676
gene-DEHA2C02662g	493
gene-DEHA2C02684g	3803
gene-DEHA2C02706g	3762
gene-DEHA2C02728g	1739
gene-DEHA2C02750g	3156
gene-DEHA2C02772g	1919
gene-DEHA2C02794g	3431
gene-DEHA2C02816g	5008
gene-DEHA2C02838g	4276
gene-DEHA2C02860g	1382
gene-DEHA2C02882g	6467
gene-DEHA2C02904g	1702
gene-DEHA2C02926g	5699
gene-DEHA2C02948g	1666
gene-DEHA2C02970g	1305
gene-DEHA2C02992g	3114
gene-DEHA2C03014g	13232
gene-DEHA2C03036g	12937
gene-DEHA2C03058g	4368
gene-DEHA2C03080g	2364
gene-DEHA2C03102g	7262
gene-DEHA2C03124g	8321
gene-DEHA2C03146g	9102
gene-DEHA2C03168g	5191
gene-DEHA2C03190g	3839
gene-DEHA2C03212g	2588
gene-DEHA2C03234g	2433
gene-DEHA2C03256g	4669
gene-DEHA2C03278g	8144
gene-DEHA2C03300r	0
gene-DEHA2C03322g	1132
gene-DEHA2C03344g	10885
gene-DEHA2C03366g	1043
gene-DEHA2C03388g	6287
gene-DEHA2C03410g	3403
gene-DEHA2C03432g	13818
gene-DEHA2C03454g	2268
gene-DEHA2C03476g	2539
gene-DEHA2C03498r	22
gene-DEHA2C03520g	9004
gene-DEHA2C03542r	28
gene-DEHA2C03564g	6457
gene-DEHA2C03586g	1162
gene-DEHA2C03608g	14271
gene-DEHA2C03630g	4823
gene-DEHA2C03652g	8012
gene-DEHA2C03674g	2445
gene-DEHA2C03696g	4210
gene-DEHA2C03718g	958
gene-DEHA2C03740g	3726
gene-DEHA2C03762g	1960
gene-DEHA2C03784g	1375
gene-DEHA2C03806g	9405
gene-DEHA2C03828g	111939
gene-DEHA2C03850g	3271
gene-DEHA2C03872g	11759
gene-DEHA2C03894g	5408
gene-DEHA2C03916g	4273
gene-DEHA2C03938g	1979
gene-DEHA2C03960g	2705
gene-DEHA2C03982g	15305
gene-DEHA2C04004g	8568
gene-DEHA2C04026g	2681
gene-DEHA2C04048g	10730
gene-DEHA2C04070g	4894
gene-DEHA2C04092g	4528
gene-DEHA2C04114g	1174
gene-DEHA2C04136g	3428
gene-DEHA2C04158g	5003
gene-DEHA2C04180g	4545
gene-DEHA2C04202g	1565
gene-DEHA2C04224g	3619
gene-DEHA2C04246g	3095
gene-DEHA2C04268g	48485
gene-DEHA2C04290g	8080
gene-DEHA2C04312g	2497
gene-DEHA2C04334g	488
gene-DEHA2C04356g	4826
gene-DEHA2C04378g	2924
gene-DEHA2C04400g	4330
gene-DEHA2C04422g	2823
gene-DEHA2C04444g	2429
gene-DEHA2C04466g	4793
gene-DEHA2C04488g	6089
gene-DEHA2C04510g	3536
gene-DEHA2C04532g	3439
gene-DEHA2C04554g	7118
gene-DEHA2C04576g	4865
gene-DEHA2C04598g	2102
gene-DEHA2C04620g	3160
gene-DEHA2C04642g	1568
gene-DEHA2C04664g	4381
gene-DEHA2C04686g	2216
gene-DEHA2C04708g	5735
gene-DEHA2C04730g	149
gene-DEHA2C04752g	2338
gene-DEHA2C04774g	1687
gene-DEHA2C04796g	5540
gene-DEHA2C04818g	3766
gene-DEHA2C04840g	5
gene-DEHA2C04862g	8704
gene-DEHA2C04884g	12475
gene-DEHA2C04906g	6940
gene-DEHA2C04928g	1954
gene-DEHA2C04950g	7643
gene-DEHA2C04972g	25998
gene-DEHA2C04994g	3126
gene-DEHA2C05016g	3090
gene-DEHA2C05038g	3865
gene-DEHA2C05060g	1859
gene-DEHA2C05082g	2420
gene-DEHA2C05104g	13270
gene-DEHA2C05126g	6178
gene-DEHA2C05148g	4255
gene-DEHA2C05170g	2942
gene-DEHA2C05192g	2319
gene-DEHA2C05214g	35874
gene-DEHA2C05236g	40282
gene-DEHA2C05258g	8034
gene-DEHA2C05280g	6992
gene-DEHA2C05302g	1673
gene-DEHA2C05324g	6254
gene-DEHA2C05346g	936
gene-DEHA2C05368g	10848
gene-DEHA2C05390g	16002
gene-DEHA2C05412g	10818
gene-DEHA2C05434g	543
gene-DEHA2C05456g	3475
gene-DEHA2C05478g	2506
gene-DEHA2C05500g	5559
gene-DEHA2C05522g	6832
gene-DEHA2C05544g	6999
gene-DEHA2C05566g	4440
gene-DEHA2C05588g	2861
gene-DEHA2C05610g	3975
gene-DEHA2C05632g	5072
gene-DEHA2C05654g	2055
gene-DEHA2C05676g	951
gene-DEHA2C05698g	185
gene-DEHA2C05720g	3227
gene-DEHA2C05742g	6934
gene-DEHA2C05764g	3146
gene-DEHA2C05786g	1925
gene-DEHA2C05808g	8079
gene-DEHA2C05830g	1308
gene-DEHA2C05852g	208
gene-DEHA2C05874g	34
gene-DEHA2C05896g	33
gene-DEHA2C05918g	757
gene-DEHA2C05940g	10832
gene-DEHA2C05962g	6686
gene-DEHA2C05984g	2545
gene-DEHA2C06006g	3931
gene-DEHA2C06028g	2287
gene-DEHA2C06050g	3313
gene-DEHA2C06072g	1087
gene-DEHA2C06094g	5388
gene-DEHA2C06116g	4010
gene-DEHA2C06138g	893
gene-DEHA2C06160g	5256
gene-DEHA2C06182g	1394
gene-DEHA2C06204r	0
gene-DEHA2C06226g	149
gene-DEHA2C06248g	13350
gene-DEHA2C06270g	2539
gene-DEHA2C06292g	2178
gene-DEHA2C06314g	53629
gene-DEHA2C06336g	5088
gene-DEHA2C06358g	1829
gene-DEHA2C06380g	9403
gene-DEHA2C06402g	12397
gene-DEHA2C06424r	7
gene-DEHA2C06446g	1598
gene-DEHA2C06468g	5824
gene-DEHA2C06490g	5578
gene-DEHA2C06512g	1656
gene-DEHA2C06534r	0
gene-DEHA2C06556g	113
gene-DEHA2C06578g	305
gene-DEHA2C06600g	110
gene-DEHA2C06622g	7166
gene-DEHA2C06644g	391
gene-DEHA2C06666g	2123
gene-DEHA2C06688g	4726
gene-DEHA2C06710g	1877
gene-DEHA2C06732r	0
gene-DEHA2C06754r	0
gene-DEHA2C06776g	65
gene-DEHA2C06798g	6975
gene-DEHA2C06820g	667
gene-DEHA2C06842r	1
gene-DEHA2C06864g	8941
gene-DEHA2C06886g	3123
gene-DEHA2C06908r	0
gene-DEHA2C06930g	4986
gene-DEHA2C06952g	221
gene-DEHA2C06974g	7687
gene-DEHA2C06996g	3545
gene-DEHA2C07018g	13834
gene-DEHA2C07040g	2014
gene-DEHA2C07062g	5090
gene-DEHA2C07084g	4746
gene-DEHA2C07106g	1640
gene-DEHA2C07128g	10230
gene-DEHA2C07150g	5639
gene-DEHA2C07172g	2110
gene-DEHA2C07194g	3957
gene-DEHA2C07216g	4715
gene-DEHA2C07238g	10284
gene-DEHA2C07260g	7443
gene-DEHA2C07282g	6671
gene-DEHA2C07304g	10463
gene-DEHA2C07326g	1939
gene-DEHA2C07348r	12
gene-DEHA2C07370g	11409
gene-DEHA2C07392g	29
gene-DEHA2C07414g	247
gene-DEHA2C07436g	567
gene-DEHA2C07458g	3832
gene-DEHA2C07480g	4963
gene-DEHA2C07502g	15556
gene-DEHA2C07524g	1371
gene-DEHA2C07546g	5146
gene-DEHA2C07568g	3076
gene-DEHA2C07590g	1817
gene-DEHA2C07612g	5761
gene-DEHA2C07634g	24431
gene-DEHA2C07656g	2449
gene-DEHA2C07678g	2591
gene-DEHA2C07700g	9
gene-DEHA2C07722g	8440
gene-DEHA2C07744g	801
gene-DEHA2C07766g	991
gene-DEHA2C07788g	3904
gene-DEHA2C07810g	4103
gene-DEHA2C07832g	3603
gene-DEHA2C07854g	855
gene-DEHA2C07876g	1267
gene-DEHA2C07898g	2124
gene-DEHA2C07920g	5363
gene-DEHA2C07942g	1815
gene-DEHA2C07964g	7424
gene-DEHA2C07986g	440
gene-DEHA2C08008g	4884
gene-DEHA2C08030g	31011
gene-DEHA2C08052g	2019
gene-DEHA2C08074g	33311
gene-DEHA2C08096g	2362
gene-DEHA2C08118g	371
gene-DEHA2C08140g	1744
gene-DEHA2C08162r	0
gene-DEHA2C08184g	1710
gene-DEHA2C08206g	5327
gene-DEHA2C08228g	5445
gene-DEHA2C08250g	2643
gene-DEHA2C08272g	1771
gene-DEHA2C08294g	7493
gene-DEHA2C08316g	1530
gene-DEHA2C08338g	17033
gene-DEHA2C08360g	3996
gene-DEHA2C08382g	6991
gene-DEHA2C08404g	2081
gene-DEHA2C08426g	2795
gene-DEHA2C08448g	1853
gene-DEHA2C08470g	2313
gene-DEHA2C08492g	6739
gene-DEHA2C08514g	6755
gene-DEHA2C08536g	8624
gene-DEHA2C08558g	6071
