Geneid	RNA STAR on Control5: mapped.bam
gene-DEHA2D10670g	0
gene-DEHA2D10692r	1
gene-DEHA2D10714g	6804
gene-DEHA2D10736g	3947
gene-DEHA2D10758g	1031
gene-DEHA2D10769g	37
gene-DEHA2D10780g	1169
gene-DEHA2D10802g	4430
gene-DEHA2D10824g	2644
gene-DEHA2D10846r	35
gene-DEHA2D10868g	2672
gene-DEHA2D10890g	3186
gene-DEHA2D10912g	3728
gene-DEHA2D10934g	4306
gene-DEHA2D10956g	720
gene-DEHA2D10978g	2913
gene-DEHA2D11000g	2644
gene-DEHA2D11022g	5779
gene-DEHA2D11044g	24212
gene-DEHA2D11066g	748
gene-DEHA2D11088g	7142
gene-DEHA2D11110g	6825
gene-DEHA2D11132g	0
gene-DEHA2D11154g	1332
gene-DEHA2D11176g	881
gene-DEHA2D11198g	3737
gene-DEHA2D11220g	4500
gene-DEHA2D11242g	2910
gene-DEHA2D11264g	2343
gene-DEHA2D11286g	1852
gene-DEHA2D11308g	3731
gene-DEHA2D11330g	1845
gene-DEHA2D11352g	509
gene-DEHA2D11374g	8640
gene-DEHA2D11396g	11773
gene-DEHA2D11418g	3586
gene-DEHA2D11440g	15012
gene-DEHA2D11462g	4696
gene-DEHA2D11484g	53
gene-DEHA2D11506g	655
gene-DEHA2D11528g	2882
gene-DEHA2D11550g	52
gene-DEHA2D11572g	1533
gene-DEHA2D11594g	3196
gene-DEHA2D11616g	2522
gene-DEHA2D11638g	2124
gene-DEHA2D11660g	6031
gene-DEHA2D11682g	22527
gene-DEHA2D11704g	290
gene-DEHA2D11726g	97
gene-DEHA2D11748g	8811
gene-DEHA2D11770g	493
gene-DEHA2D11792g	5043
gene-DEHA2D11814g	5047
gene-DEHA2D11836g	3260
gene-DEHA2D11858g	2671
gene-DEHA2D11880g	4912
gene-DEHA2D11902g	9288
gene-DEHA2D11924g	4165
gene-DEHA2D11946g	4169
gene-DEHA2D11968g	11054
gene-DEHA2D11990g	10851
gene-DEHA2D12012g	28490
gene-DEHA2D12034g	7061
gene-DEHA2D12056g	9860
gene-DEHA2D12078g	1376
gene-DEHA2D12100g	1713
gene-DEHA2D12122g	1456
gene-DEHA2D12144g	355
gene-DEHA2D12166g	2169
gene-DEHA2D12188g	3102
gene-DEHA2D12210g	384
gene-DEHA2D12232g	2314
gene-DEHA2D12254g	5147
gene-DEHA2D12276g	2762
gene-DEHA2D12298g	304
gene-DEHA2D12320g	6891
gene-DEHA2D12342g	1324
gene-DEHA2D12364g	1407
gene-DEHA2D12386g	2291
gene-DEHA2D12408g	2260
gene-DEHA2D12430g	5195
gene-DEHA2D12452g	6193
gene-DEHA2D12474g	7491
gene-DEHA2D12496g	19376
gene-DEHA2D12518g	5811
gene-DEHA2D12540g	8583
gene-DEHA2D12562g	9109
gene-DEHA2D12584g	51516
gene-DEHA2D12606g	8471
gene-DEHA2D12628g	2567
gene-DEHA2D12650g	1516
gene-DEHA2D12672g	893
gene-DEHA2D12694g	37267
gene-DEHA2D12716g	38365
gene-DEHA2D12738g	1567
gene-DEHA2D12760g	2308
gene-DEHA2D12782g	2366
gene-DEHA2D12804g	2062
gene-DEHA2D12826g	28
gene-DEHA2D12848g	25790
gene-DEHA2D12870g	1736
gene-DEHA2D12892g	569
gene-DEHA2D12914g	13
gene-DEHA2D12936g	742
gene-DEHA2D12958g	306
gene-DEHA2D12980g	4912
gene-DEHA2D13002g	2140
gene-DEHA2D13024g	4201
gene-DEHA2D13046g	1472
gene-DEHA2D13068g	2285
gene-DEHA2D13090g	825
gene-DEHA2D13112g	3128
gene-DEHA2D13134g	3271
gene-DEHA2D13156g	3333
gene-DEHA2D13178g	18511
gene-DEHA2D13200g	2306
gene-DEHA2D13222g	3349
gene-DEHA2D13244g	4279
gene-DEHA2D13266g	3666
gene-DEHA2D13288g	1128
gene-DEHA2D13310g	3414
gene-DEHA2D13332g	6059
gene-DEHA2D13354g	16635
gene-DEHA2D13376g	6428
gene-DEHA2D13398g	31361
gene-DEHA2D13420g	3214
gene-DEHA2D13442g	909
gene-DEHA2D13464g	2884
gene-DEHA2D13486g	2406
gene-DEHA2D13508g	2433
gene-DEHA2D13530g	5597
gene-DEHA2D13552g	19513
gene-DEHA2D13574g	2395
gene-DEHA2D13596g	2921
gene-DEHA2D13618g	8362
gene-DEHA2D13640g	14942
gene-DEHA2D13662g	572
gene-DEHA2D13684g	227
gene-DEHA2D13706g	4831
gene-DEHA2D13728g	27332
gene-DEHA2D13750g	5871
gene-DEHA2D13772g	5678
gene-DEHA2D13794g	3207
gene-DEHA2D13816g	3439
gene-DEHA2D13838g	3474
gene-DEHA2D13860g	3979
gene-DEHA2D13882g	2501
gene-DEHA2D13904g	13353
gene-DEHA2D13926g	7626
gene-DEHA2D13948g	2394
gene-DEHA2D13970g	1529
gene-DEHA2D13992g	3452
gene-DEHA2D14014g	1971
gene-DEHA2D14036g	2829
gene-DEHA2D14058g	36
gene-DEHA2D14080g	3613
gene-DEHA2D14102g	1042
gene-DEHA2D14124g	3908
gene-DEHA2D14146g	3
gene-DEHA2D14168g	4048
gene-DEHA2D14190g	3309
gene-DEHA2D14212g	1754
gene-DEHA2D14234g	287
gene-DEHA2D14256g	3588
gene-DEHA2D14278g	1543
gene-DEHA2D14300g	2402
gene-DEHA2D14322g	3106
gene-DEHA2D14344g	6388
gene-DEHA2D14366g	70
gene-DEHA2D14388g	133
gene-DEHA2D14410g	6794
gene-DEHA2D14432g	3900
gene-DEHA2D14454g	5662
gene-DEHA2D14476g	13380
gene-DEHA2D14498g	5566
gene-DEHA2D14520g	2497
gene-DEHA2D14542g	1676
gene-DEHA2D14564g	1470
gene-DEHA2D14586g	5177
gene-DEHA2D14608g	2902
gene-DEHA2D14630g	17
gene-DEHA2D14652g	9102
gene-DEHA2D14674g	5407
gene-DEHA2D14696g	1431
gene-DEHA2D14718g	1140
gene-DEHA2D14740g	40
gene-DEHA2D14762g	4741
gene-DEHA2D14784g	1681
gene-DEHA2D14806g	5567
gene-DEHA2D14828g	892
gene-DEHA2D14850g	5450
gene-DEHA2D14872g	1037
gene-DEHA2D14894g	1539
gene-DEHA2D14916g	4134
gene-DEHA2D14938g	5636
gene-DEHA2D14960g	11961
gene-DEHA2D14982g	1320
gene-DEHA2D15004g	891
gene-DEHA2D15026g	2481
gene-DEHA2D15048g	23376
gene-DEHA2D15070g	1680
gene-DEHA2D15092g	5882
gene-DEHA2D15114g	861
gene-DEHA2D15136g	1378
gene-DEHA2D15158g	2176
gene-DEHA2D15180g	2546
gene-DEHA2D15202g	20
gene-DEHA2D15224g	21992
gene-DEHA2D15246g	2122
gene-DEHA2D15268g	3860
gene-DEHA2D15290g	13243
gene-DEHA2D15312g	12608
gene-DEHA2D15334g	990
gene-DEHA2D15356g	16901
gene-DEHA2D15378g	334
gene-DEHA2D15400g	5048
gene-DEHA2D15422g	1797
gene-DEHA2D15444g	8184
gene-DEHA2D15466g	1533
gene-DEHA2D15488g	3477
gene-DEHA2D15510g	5960
gene-DEHA2D15532g	14567
gene-DEHA2D15554g	14784
gene-DEHA2D15576g	6373
gene-DEHA2D15598g	1036
gene-DEHA2D15620g	370
gene-DEHA2D15642g	3360
gene-DEHA2D15664g	17888
gene-DEHA2D15686g	5198
gene-DEHA2D15708g	10699
gene-DEHA2D15730g	12806
gene-DEHA2D15752g	2403
gene-DEHA2D15774r	9
gene-DEHA2D15796g	288
gene-DEHA2D15818g	5364
gene-DEHA2D15840g	20637
gene-DEHA2D15862g	5196
gene-DEHA2D15884g	1865
gene-DEHA2D15906g	2069
gene-DEHA2D15928g	9941
gene-DEHA2D15950g	4287
gene-DEHA2D15972g	5868
gene-DEHA2D15994g	8231
gene-DEHA2D16016g	1188
gene-DEHA2D16038g	215
gene-DEHA2D16060g	2716
gene-DEHA2D16082g	4160
gene-DEHA2D16104g	954
gene-DEHA2D16126g	3922
gene-DEHA2D16148g	1907
gene-DEHA2D16170g	1496
gene-DEHA2D16192g	7466
gene-DEHA2D16214g	5059
gene-DEHA2D16236g	2635
gene-DEHA2D16258g	3923
gene-DEHA2D16280g	7351
gene-DEHA2D16302g	331
gene-DEHA2D16324g	4018
gene-DEHA2D16346g	2686
gene-DEHA2D16368g	2874
gene-DEHA2D16390g	3739
gene-DEHA2D16412g	2040
gene-DEHA2D16434g	1892
gene-DEHA2D16456g	34474
gene-DEHA2D16478g	110
gene-DEHA2D16500g	1666
gene-DEHA2D16522g	2502
gene-DEHA2D16544g	981
gene-DEHA2D16566g	3702
gene-DEHA2D16588g	32621
gene-DEHA2D16610g	43340
gene-DEHA2D16632g	2463
gene-DEHA2D16654g	1469
gene-DEHA2D16676g	3890
gene-DEHA2D16698g	3308
gene-DEHA2D16720g	5154
gene-DEHA2D16742g	1123
gene-DEHA2D16764g	4153
gene-DEHA2D16786g	3929
gene-DEHA2D16808g	2996
gene-DEHA2D16830g	1915
gene-DEHA2D16852r	39
gene-DEHA2D16896g	3079
gene-DEHA2D16918g	3882
gene-DEHA2D16940g	2874
gene-DEHA2D16962g	1547
gene-DEHA2D16984g	19255
gene-DEHA2D17006r	72
gene-DEHA2D17028g	4633
gene-DEHA2D17050r	3
gene-DEHA2D17072g	5361
gene-DEHA2D17094g	6355
gene-DEHA2D17116g	8065
gene-DEHA2D17138g	5845
gene-DEHA2D17160g	2822
gene-DEHA2D17182r	1
gene-DEHA2D17204g	1964
gene-DEHA2D17226g	19
gene-DEHA2D17248g	9602
gene-DEHA2D17270g	2025
gene-DEHA2D17292g	4701
gene-DEHA2D17314g	3793
gene-DEHA2D17336g	23
gene-DEHA2D17358g	1308
gene-DEHA2D17380g	6889
gene-DEHA2D17402g	2003
gene-DEHA2D17424r	0
gene-DEHA2D17446g	364
gene-DEHA2D17468g	4955
gene-DEHA2D17490g	1470
gene-DEHA2D17512g	10382
gene-DEHA2D17534g	1092
gene-DEHA2D17556g	3803
gene-DEHA2D17578g	2163
gene-DEHA2D17600g	1393
gene-DEHA2D17622g	5060
gene-DEHA2D17644g	4629
gene-DEHA2D17666r	0
gene-DEHA2D17688g	2096
gene-DEHA2D17710g	10289
gene-DEHA2D17732g	22079
gene-DEHA2D17754g	2950
gene-DEHA2D17776g	1577
gene-DEHA2D17798g	26334
gene-DEHA2D17820g	1319
gene-DEHA2D17842g	6845
gene-DEHA2D17864g	4548
gene-DEHA2D17886g	9783
gene-DEHA2D17908g	939
gene-DEHA2D17930g	4036
gene-DEHA2D17952g	74
gene-DEHA2D17974g	27
gene-DEHA2D17996g	12228
gene-DEHA2D18018g	727
gene-DEHA2D18040g	1665
gene-DEHA2D18062g	3229
gene-DEHA2D18084g	4387
gene-DEHA2D18106g	864
gene-DEHA2D18128g	329
gene-DEHA2D18150g	7446
gene-DEHA2D18172g	26
gene-DEHA2D18194g	82
gene-DEHA2D18216g	3349
gene-DEHA2D18238g	327
gene-DEHA2D18260r	3
gene-DEHA2D18282g	759
gene-DEHA2D18304g	6680
gene-DEHA2D18326g	7922
gene-DEHA2D18348g	3251
gene-DEHA2D18370g	2324
gene-DEHA2D18392g	5900
gene-DEHA2D18414g	4596
gene-DEHA2D18436g	282
gene-DEHA2D18458r	2
gene-DEHA2D18480g	2182
gene-DEHA2D18502g	1823
gene-DEHA2D18524g	1191
gene-DEHA2D18546g	1626
gene-DEHA2D18568g	6776
gene-DEHA2D18590g	3186
gene-DEHA2D18612g	2310
gene-DEHA2D18634g	3872
gene-DEHA2D18656g	192
gene-DEHA2D18678g	6663
gene-DEHA2D18700g	1910
gene-DEHA2D18722g	1854
gene-DEHA2D18744g	2335
gene-DEHA2D18766g	3296
gene-DEHA2D18788g	3924
gene-DEHA2D18810g	1460
gene-DEHA2D18832g	543
gene-DEHA2D18854g	1172
gene-DEHA2D18876g	428
gene-DEHA2D18898g	1741
gene-DEHA2D18920g	68
gene-DEHA2D18942g	2
gene-DEHA2D18964g	2
gene-DEHA2D18986g	3
gene-DEHA2D19008g	49
gene-DEHA2D19030g	42
gene-DEHA2D19052g	0
gene-DEHA2D19096g	224
gene-DEHA2D19118g	0
gene-DEHA2D19140g	0
gene-DEHA2D19162g	0
gene-DEHA2D19184g	0
gene-DEHA2D19206g	0
gene-DEHA2D19228g	0
gene-DEHA2D19250g	0
gene-DEHA2D19272g	0
gene-DEHA2D19294g	2
gene-DEHA2D19316g	0
gene-DEHA2D19338g	3
gene-DEHA2D19360g	0
gene-DEHA2D19382g	38
gene-DEHA2D19404g	4243
gene-DEHA2D19426g	0
gene-DEHA2D19448g	12
gene-DEHA2D19470g	79
gene-DEHA2E00110g	36
gene-DEHA2E00132g	31
gene-DEHA2E00154g	162
gene-DEHA2E00176g	323
gene-DEHA2E00198g	83
gene-DEHA2E00220g	333
gene-DEHA2E00242g	288
gene-DEHA2E00264g	46
gene-DEHA2E00286g	14
gene-DEHA2E00308g	15
gene-DEHA2E00330g	8
gene-DEHA2E00352g	18
gene-DEHA2E00374g	15
gene-DEHA2E00396g	17
gene-DEHA2E00418g	62
gene-DEHA2E00440g	3663
gene-DEHA2E00484g	1109
gene-DEHA2E00506g	1440
gene-DEHA2E00528g	226
gene-DEHA2E00550g	121
gene-DEHA2E00572g	158
gene-DEHA2E00594g	569
gene-DEHA2E00616g	3063
gene-DEHA2E00638g	1568
gene-DEHA2E00660g	261
gene-DEHA2E00682g	61
gene-DEHA2E00704g	1249
gene-DEHA2E00726g	1671
gene-DEHA2E00748g	1434
gene-DEHA2E00770g	1150
gene-DEHA2E00792g	2
gene-DEHA2E00814g	207
gene-DEHA2E00836g	13891
gene-DEHA2E00858g	141
gene-DEHA2E00880g	1435
gene-DEHA2E00902g	956
gene-DEHA2E00924g	1834
gene-DEHA2E00946g	1279
gene-DEHA2E00968g	4
gene-DEHA2E00990g	138
gene-DEHA2E01012g	127
gene-DEHA2E01056g	1020
gene-DEHA2E01078g	4824
gene-DEHA2E01100g	3009
gene-DEHA2E01122g	1368
gene-DEHA2E01144g	11978
gene-DEHA2E01166g	177
gene-DEHA2E01188g	98
gene-DEHA2E01210g	606
gene-DEHA2E01232g	1689
gene-DEHA2E01254g	22
gene-DEHA2E01276g	426
gene-DEHA2E01298g	2091
gene-DEHA2E01320g	1365
gene-DEHA2E01342g	1
gene-DEHA2E01364g	10390
gene-DEHA2E01386g	2474
gene-DEHA2E01408g	3857
gene-DEHA2E01430g	6687
gene-DEHA2E01452g	4138
gene-DEHA2E01474g	3108
gene-DEHA2E01496g	5028
gene-DEHA2E01518g	3011
gene-DEHA2E01540g	5140
gene-DEHA2E01562g	3953
gene-DEHA2E01573g	7495
gene-DEHA2E01584g	5828
gene-DEHA2E01606g	3387
gene-DEHA2E01628g	4590
gene-DEHA2E01650g	1318
gene-DEHA2E01672g	243
gene-DEHA2E01694g	2185
gene-DEHA2E01716g	2119
gene-DEHA2E01738g	5650
gene-DEHA2E01760g	108
gene-DEHA2E01782g	23587
gene-DEHA2E01804g	847
gene-DEHA2E01826g	1471
gene-DEHA2E01848g	10
gene-DEHA2E01870g	1558
gene-DEHA2E01892g	1748
gene-DEHA2E01914g	4185
gene-DEHA2E01936g	5326
gene-DEHA2E01958g	1672
gene-DEHA2E01980g	3746
gene-DEHA2E02002g	12998
gene-DEHA2E02024g	4156
gene-DEHA2E02046g	3320
gene-DEHA2E02068g	3335
gene-DEHA2E02090g	4026
gene-DEHA2E02112g	2968
gene-DEHA2E02134g	7955
gene-DEHA2E02156g	2322
gene-DEHA2E02178g	4337
gene-DEHA2E02200g	1542
gene-DEHA2E02222g	144
gene-DEHA2E02244g	3585
gene-DEHA2E02266g	14330
gene-DEHA2E02288g	1489
gene-DEHA2E02310r	15
gene-DEHA2E02332g	10746
gene-DEHA2E02354g	5454
gene-DEHA2E02376g	4060
gene-DEHA2E02398g	2378
gene-DEHA2E02420g	2253
gene-DEHA2E02442r	0
gene-DEHA2E02464g	100
gene-DEHA2E02486r	0
gene-DEHA2E02508g	2659
gene-DEHA2E02530g	2021
gene-DEHA2E02552g	31
gene-DEHA2E02574g	8799
gene-DEHA2E02596g	1742
gene-DEHA2E02618g	3211
gene-DEHA2E02640g	2246
gene-DEHA2E02662g	4044
gene-DEHA2E02684r	1
gene-DEHA2E02706r	2
gene-DEHA2E02728g	2844
gene-DEHA2E02750g	3184
gene-DEHA2E02772g	440
gene-DEHA2E02794g	862
gene-DEHA2E02816g	2515
gene-DEHA2E02838g	3366
gene-DEHA2E02860g	4106
gene-DEHA2E02882g	15094
gene-DEHA2E02904g	5790
gene-DEHA2E02926g	3203
gene-DEHA2E02948g	714
gene-DEHA2E02970g	10853
gene-DEHA2E02992g	3976
gene-DEHA2E03014r	0
gene-DEHA2E03036g	2287
gene-DEHA2E03058g	2897
gene-DEHA2E03080r	0
gene-DEHA2E03102r	0
gene-DEHA2E03124g	3685
gene-DEHA2E03146g	10256
gene-DEHA2E03168g	1031
gene-DEHA2E03190g	3242
gene-DEHA2E03212g	2722
gene-DEHA2E03234g	4904
gene-DEHA2E03256g	1527
gene-DEHA2E03278g	1224
gene-DEHA2E03300g	1673
gene-DEHA2E03322g	3888
gene-DEHA2E03344g	5023
gene-DEHA2E03366g	2624
gene-DEHA2E03388g	2058
gene-DEHA2E03410g	3924
gene-DEHA2E03432r	4
gene-DEHA2E03454g	6364
gene-DEHA2E03476g	1704
gene-DEHA2E03498g	846
gene-DEHA2E03520g	2251
gene-DEHA2E03542g	4689
gene-DEHA2E03564g	16939
gene-DEHA2E03586g	3204
gene-DEHA2E03608g	8893
gene-DEHA2E03630g	9199
gene-DEHA2E03652g	9412
gene-DEHA2E03674g	12156
gene-DEHA2E03696g	3518
gene-DEHA2E03718g	3280
gene-DEHA2E03740g	1030
gene-DEHA2E03762g	800
gene-DEHA2E03784g	11512
gene-DEHA2E03806g	8732
gene-DEHA2E03828g	5785
gene-DEHA2E03850g	3947
gene-DEHA2E03872g	31
gene-DEHA2E03894g	8788
gene-DEHA2E03916g	2522
gene-DEHA2E03938g	678
gene-DEHA2E03960g	7479
gene-DEHA2E03982g	3353
gene-DEHA2E04004g	1862
gene-DEHA2E04026g	11850
gene-DEHA2E04048g	7
gene-DEHA2E04070g	99
gene-DEHA2E04092g	111
gene-DEHA2E04114r	3
gene-DEHA2E04136g	8402
gene-DEHA2E04158g	279
gene-DEHA2E04180g	932
gene-DEHA2E04202g	919
gene-DEHA2E04224g	1185
gene-DEHA2E04246g	125
gene-DEHA2E04268g	5984
gene-DEHA2E04290g	885
gene-DEHA2E04312g	1075
gene-DEHA2E04334g	2890
gene-DEHA2E04356g	9
gene-DEHA2E04378g	6171
gene-DEHA2E04400g	3920
gene-DEHA2E04422g	1176
gene-DEHA2E04444g	1967
gene-DEHA2E04466g	2628
gene-DEHA2E04488g	1587
gene-DEHA2E04510g	1544
gene-DEHA2E04532g	4661
gene-DEHA2E04554g	4201
gene-DEHA2E04576g	3345
gene-DEHA2E04598g	2103
gene-DEHA2E04620r	10
gene-DEHA2E04642g	3703
gene-DEHA2E04664g	4477
gene-DEHA2E04686g	1544
gene-DEHA2E04708g	4492
gene-DEHA2E04730g	3483
gene-DEHA2E04752g	6
gene-DEHA2E04774g	4950
gene-DEHA2E04796g	5
gene-DEHA2E04818r	0
gene-DEHA2E04840g	2649
gene-DEHA2E04862g	6732
gene-DEHA2E04884g	2062
gene-DEHA2E04906g	17518
gene-DEHA2E04928g	1481
gene-DEHA2E04950g	2006
gene-DEHA2E04972g	2759
gene-DEHA2E04994g	2922
gene-DEHA2E05016g	1807
gene-DEHA2E05038g	1722
gene-DEHA2E05060g	6465
gene-DEHA2E05082g	3045
gene-DEHA2E05104g	12128
gene-DEHA2E05126g	1393
gene-DEHA2E05148g	956
gene-DEHA2E05170g	158
gene-DEHA2E05192g	2038
gene-DEHA2E05214g	4831
gene-DEHA2E05236g	1845
gene-DEHA2E05258g	1785
gene-DEHA2E05280r	2
gene-DEHA2E05302g	2698
gene-DEHA2E05324g	1143
gene-DEHA2E05346g	1338
gene-DEHA2E05368g	1441
gene-DEHA2E05390g	3532
gene-DEHA2E05412g	2845
gene-DEHA2E05434g	933
gene-DEHA2E05456g	6
gene-DEHA2E05478g	10526
gene-DEHA2E05500g	15298
gene-DEHA2E05522g	3547
gene-DEHA2E05544g	4467
gene-DEHA2E05566g	13
gene-DEHA2E05588g	2230
gene-DEHA2E05610g	8756
gene-DEHA2E05632g	15677
gene-DEHA2E05654g	1552
gene-DEHA2E05676g	10397
gene-DEHA2E05698g	2341
gene-DEHA2E05720g	6029
gene-DEHA2E05742g	2495
gene-DEHA2E05764g	17
gene-DEHA2E05786g	6073
gene-DEHA2E05808g	32992
gene-DEHA2E05830g	1440
gene-DEHA2E05852g	6634
gene-DEHA2E05874g	5395
gene-DEHA2E05896g	3257
gene-DEHA2E05918g	3086
gene-DEHA2E05940g	1391
gene-DEHA2E05962g	68
gene-DEHA2E05984g	3299
gene-DEHA2E06006g	2106
gene-DEHA2E06028g	706
gene-DEHA2E06050g	8140
gene-DEHA2E06072g	3347
gene-DEHA2E06094g	1604
gene-DEHA2E06116g	1380
gene-DEHA2E06138g	1314
gene-DEHA2E06160g	1238
gene-DEHA2E06556g	13160
gene-DEHA2E06578g	2363
gene-DEHA2E06600g	21228
gene-DEHA2E06622g	7839
gene-DEHA2E06644g	3462
gene-DEHA2E06666g	5060
gene-DEHA2E06688g	9
gene-DEHA2E06710g	2121
gene-DEHA2E06732g	1755
gene-DEHA2E06754g	5946
gene-DEHA2E06776g	3439
gene-DEHA2E06798g	2474
gene-DEHA2E06820g	3422
gene-DEHA2E06842g	5027
gene-DEHA2E06864g	5672
gene-DEHA2E06886g	2418
gene-DEHA2E06908g	9273
gene-DEHA2E06930g	2685
gene-DEHA2E06952g	2346
gene-DEHA2E06974g	6485
gene-DEHA2E06996g	7395
gene-DEHA2E07018g	4488
gene-DEHA2E07040g	15661
gene-DEHA2E07062g	522
gene-DEHA2E07084g	19494
gene-DEHA2E07106g	3157
gene-DEHA2E07128g	2868
gene-DEHA2E07150g	3687
gene-DEHA2E07172g	5027
gene-DEHA2E07194g	20
gene-DEHA2E07216r	21
gene-DEHA2E07238g	1738
gene-DEHA2E07260g	12658
gene-DEHA2E07282g	359
gene-DEHA2E07304g	10717
gene-DEHA2E07326g	47
gene-DEHA2E07348g	1274
gene-DEHA2E07370g	2406
gene-DEHA2E07392g	371
gene-DEHA2E07414g	649
gene-DEHA2E07436g	19056
gene-DEHA2E07458g	9413
gene-DEHA2E07480g	3985
gene-DEHA2E07502g	4544
gene-DEHA2E07524g	2274
gene-DEHA2E07546g	629
gene-DEHA2E07568g	20296
gene-DEHA2E07590g	1590
gene-DEHA2E07612g	431
gene-DEHA2E07634g	1049
gene-DEHA2E07656g	3626
gene-DEHA2E07678g	345
gene-DEHA2E07700r	0
gene-DEHA2E07722g	14648
gene-DEHA2E07744g	481
gene-DEHA2E07766g	316
gene-DEHA2E07788g	99
gene-DEHA2E07810g	5472
gene-DEHA2E07832g	3546
gene-DEHA2E07854g	230
gene-DEHA2E07876g	3285
gene-DEHA2E07898g	2890
gene-DEHA2E07920g	4624
gene-DEHA2E07942g	362
gene-DEHA2E07964g	2634
gene-DEHA2E07986g	2856
gene-DEHA2E08008g	1413
gene-DEHA2E08030g	3070
gene-DEHA2E08052g	2129
gene-DEHA2E08074g	2803
gene-DEHA2E08096g	769
gene-DEHA2E08118g	2581
gene-DEHA2E08140g	7915
gene-DEHA2E08162g	225
gene-DEHA2E08184g	3689
gene-DEHA2E08206g	2314
gene-DEHA2E08228g	10202
gene-DEHA2E08250g	1935
gene-DEHA2E08272r	2
gene-DEHA2E08294g	1271
gene-DEHA2E08316g	3263
gene-DEHA2E08338g	18189
gene-DEHA2E08360g	9112
gene-DEHA2E08382g	6319
gene-DEHA2E08404g	82
gene-DEHA2E08426g	151
gene-DEHA2E08448g	2515
gene-DEHA2E08470g	3842
gene-DEHA2E08492g	1412
gene-DEHA2E08514g	1009
gene-DEHA2E08536g	4528
gene-DEHA2E08558g	1622
gene-DEHA2E08580g	5170
gene-DEHA2E08602g	372
gene-DEHA2E08624g	13468
gene-DEHA2E08646g	5584
gene-DEHA2E08668g	5013
gene-DEHA2E08690g	2446
gene-DEHA2E08712g	4186
gene-DEHA2E08734g	8388
gene-DEHA2E08756g	4256
gene-DEHA2E08778g	170
gene-DEHA2E08800g	1730
gene-DEHA2E08822g	3409
gene-DEHA2E08844r	3
gene-DEHA2E08866g	2638
gene-DEHA2E08888g	9716
gene-DEHA2E08910g	11913
gene-DEHA2E08932g	4974
gene-DEHA2E08954g	1584
gene-DEHA2E08976g	5664
gene-DEHA2E08998g	764
gene-DEHA2E09020g	7495
gene-DEHA2E09042g	4266
gene-DEHA2E09064g	2947
gene-DEHA2E09086g	4144
gene-DEHA2E09108g	1530
gene-DEHA2E09130g	3034
gene-DEHA2E09152g	2726
gene-DEHA2E09174g	7531
gene-DEHA2E09196g	2360
gene-DEHA2E09218g	946
gene-DEHA2E09240g	2182
gene-DEHA2E09262g	1019
gene-DEHA2E09284g	1746
gene-DEHA2E09306g	471
gene-DEHA2E09328g	5081
gene-DEHA2E09350g	3014
gene-DEHA2E09372g	2561
gene-DEHA2E09394g	33
gene-DEHA2E09416g	26
gene-DEHA2E09438g	17
gene-DEHA2E09460g	5981
gene-DEHA2E09482g	5162
gene-DEHA2E09504g	598
gene-DEHA2E09526g	4272
gene-DEHA2E09548g	3781
gene-DEHA2E09570g	2054
gene-DEHA2E09592g	816
gene-DEHA2E09614g	3860
gene-DEHA2E09636g	1419
gene-DEHA2E09658g	2438
gene-DEHA2E09680g	5410
gene-DEHA2E09702g	2606
gene-DEHA2E09724g	1644
gene-DEHA2E09746g	3656
gene-DEHA2E09768g	2104
gene-DEHA2E09790g	1606
gene-DEHA2E09812g	3141
gene-DEHA2E09834g	10026
gene-DEHA2E09856g	2591
gene-DEHA2E09878g	2474
gene-DEHA2E09900g	1831
gene-DEHA2E09922g	7920
gene-DEHA2E09944g	1490
gene-DEHA2E09966g	9741
gene-DEHA2E09988g	1072
gene-DEHA2E10010g	6182
gene-DEHA2E10032r	1
gene-DEHA2E10054g	4956
gene-DEHA2E10076g	1989
gene-DEHA2E10098g	1862
gene-DEHA2E10120g	2822
gene-DEHA2E10142g	7545
gene-DEHA2E10164g	1547
gene-DEHA2E10186g	2641
gene-DEHA2E10208g	7598
gene-DEHA2E10230r	8
gene-DEHA2E10252g	25
gene-DEHA2E10274g	2795
gene-DEHA2E10296g	1112
gene-DEHA2E10318g	1951
gene-DEHA2E10340r	1
gene-DEHA2E10362g	909
gene-DEHA2E10384g	14598
gene-DEHA2E10406g	1263
gene-DEHA2E10428g	1879
gene-DEHA2E10450g	3680
gene-DEHA2E10472g	1895
gene-DEHA2E10494g	3517
gene-DEHA2E10516g	348
gene-DEHA2E10538g	2061
gene-DEHA2E10560g	938
gene-DEHA2E10582g	4090
gene-DEHA2E10604g	3225
gene-DEHA2E10626g	15011
gene-DEHA2E10648g	4055
gene-DEHA2E10670g	1964
gene-DEHA2E10692g	9258
gene-DEHA2E10714g	3638
gene-DEHA2E10736g	2445
gene-DEHA2E10758g	1183
gene-DEHA2E10780g	2042
gene-DEHA2E10802g	1952
gene-DEHA2E10824g	10108
gene-DEHA2E10846g	2813
gene-DEHA2E10868g	3890
gene-DEHA2E10890g	1958
gene-DEHA2E10912g	1036
gene-DEHA2E10934g	2252
gene-DEHA2E10956g	283
gene-DEHA2E10978g	9694
gene-DEHA2E11000g	4993
gene-DEHA2E11022g	7945
gene-DEHA2E11044g	2597
gene-DEHA2E11066g	2847
gene-DEHA2E11088g	4110
gene-DEHA2E11110g	1698
gene-DEHA2E11132g	176
gene-DEHA2E11154g	101
gene-DEHA2E11176g	4
gene-DEHA2E11198g	2956
